rounded_book_count,Genre,rounded_ratings_count,rounded_rating
10,fantasy,30000,5
60,mystery,30000,3
40,horror,20000,4
50,sci-fi,30000,4
50,fantasy,50000,4
10,romance,20000,4
70,mystery,30000,3
30,fantasy,40000,4
10,fantasy,30000,5
70,young adult,40000,4
80,mystery,30000,4
50,fantasy,30000,4
20,fantasy,30000,4
90,mystery,30000,4
70,fantasy,30000,4
30,fantasy,30000,4
70,young adult,30000,4
20,drama,30000,4
40,fantasy,30000,4
50,NA,30000,4
10,romance,20000,4
30,young adult,40000,4
30,romance,30000,4
50,fantasy,30000,4
20,mystery,30000,4
40,drama,30000,4
60,romance,20000,4
70,fantasy,30000,4
60,comedy,20000,3
30,romance,40000,4
50,fantasy,30000,4
50,romance,30000,4
40,drama,30000,4
10,romance,30000,4
50,fantasy,40000,4
30,fantasy,30000,4
40,young adult,30000,4
40,NA,30000,4
600,fantasy,40000,4
20,NA,30000,4
30,NA,30000,4
20,fantasy,30000,4
60,NA,30000,4
60,fantasy,30000,4
50,mystery,20000,4
70,fantasy,30000,4
40,fantasy,30000,4
0,crime,20000,4
40,fantasy,40000,4
10,fantasy,30000,4
30,young adult,40000,4
80,fantasy,30000,4
40,NA,20000,4
90,mystery,30000,4
80,romance,30000,4
0,comedy,30000,4
0,fantasy,30000,4
40,young adult,40000,4
60,young adult,20000,4
30,fantasy,30000,4
40,sci-fi,30000,3
40,fantasy,40000,4
30,NA,30000,4
30,young adult,40000,4
40,mystery,30000,4
20,romance,30000,4
30,NA,20000,4
40,young adult,40000,4
40,young adult,30000,4
30,comedy,30000,4
50,fantasy,40000,4
50,horror,30000,4
20,fantasy,30000,4
40,NA,30000,4
30,romance,30000,3
60,young adult,30000,4
60,young adult,50000,4
300,romance,30000,4
20,fantasy,40000,4
30,fantasy,30000,4
100,horror,30000,4
20,fantasy,30000,4
50,mystery,30000,4
50,fantasy,40000,4
60,romance,30000,4
70,mystery,30000,4
30,NA,30000,4
90,mystery,30000,4
20,sci-fi,30000,5
70,fantasy,30000,4
60,fantasy,30000,4
40,NA,30000,4
60,fantasy,30000,4
40,fantasy,30000,4
30,young adult,30000,4
100,mystery,30000,4
80,thriller,30000,4
10,horror,30000,4
50,young adult,30000,4
30,horror,30000,4
20,young adult,40000,4
50,drama,30000,3
50,horror,30000,4
70,horror,30000,4
20,NA,30000,4
700,romance,20000,4
20,fantasy,40000,4
700,drama,30000,4
100,crime,30000,4
20,NA,30000,4
40,romance,40000,4
100,fantasy,20000,3
20,romance,50000,4
30,crime,30000,4
50,romance,30000,4
100,drama,30000,4
70,young adult,40000,4
30,young adult,40000,4
30,mystery,20000,4
30,NA,30000,4
40,fantasy,30000,4
100,mystery,30000,4
30,fantasy,30000,5
30,fantasy,30000,4
80,sci-fi,30000,4
200,fairy-tales,30000,4
40,romance,20000,4
20,romance,20000,4
60,sci-fi,30000,4
300,NA,30000,4
30,romance,40000,4
80,mystery,30000,3
90,fantasy,30000,4
20,fantasy,40000,4
100,thriller,20000,3
40,romance,30000,4
20,young adult,40000,4
60,NA,30000,4
60,fantasy,40000,4
20,young adult,30000,4
70,thriller,30000,3
50,mystery,20000,4
40,young adult,30000,4
300,NA,20000,4
50,fantasy,30000,4
30,NA,30000,4
0,romance,50000,4
60,NA,30000,4
20,young adult,40000,4
20,romance,40000,4
60,NA,30000,4
40,comedy,20000,4
40,horror,30000,4
90,mystery,30000,4
30,young adult,20000,4
20,young adult,40000,4
60,fantasy,30000,4
20,young adult,50000,4
40,romance,40000,4
10,romance,20000,4
40,young adult,30000,4
90,horror,30000,4
20,fantasy,40000,4
50,NA,20000,4
70,crime,30000,3
0,fantasy,40000,4
40,fantasy,40000,4
60,young adult,20000,4
10,romance,30000,4
20,NA,30000,4
40,mystery,30000,4
30,mystery,30000,4
200,NA,30000,4
90,young adult,40000,4
20,fantasy,40000,4
50,romance,30000,4
50,mystery,30000,4
40,drama,30000,4
700,horror,30000,4
30,mystery,30000,4
400,young adult,40000,4
40,mystery,20000,4
50,fantasy,30000,4
20,fantasy,40000,4
80,sci-fi,20000,4
50,mystery,30000,4
70,mystery,30000,4
20,drama,30000,4
50,sci-fi,30000,4
40,thriller,20000,4
20,fantasy,30000,4
40,NA,30000,4
40,fantasy,20000,4
40,mystery,30000,4
80,comedy,30000,4
70,horror,30000,4
20,young adult,20000,4
60,NA,20000,4
60,horror,30000,4
400,fantasy,30000,4
30,fantasy,20000,4
200,comedy,30000,4
30,NA,30000,4
60,young adult,30000,4
30,young adult,30000,4
20,NA,30000,4
60,sci-fi,30000,4
10,thriller,20000,4
20,crime,30000,5
40,fantasy,30000,4
80,NA,20000,4
60,mystery,20000,4
40,NA,30000,4
20,romance,50000,4
30,fantasy,40000,4
40,young adult,30000,4
10,NA,30000,4
40,fantasy,30000,4
20,NA,30000,4
40,fantasy,30000,4
90,romance,30000,4
40,NA,30000,4
60,romance,20000,4
10,romance,30000,4
60,mystery,20000,4
700,romance,20000,4
40,fantasy,30000,4
50,fantasy,40000,4
100,romance,30000,4
60,sci-fi,30000,4
70,horror,30000,4
30,romance,40000,4
30,mystery,40000,4
60,romance,30000,4
60,mystery,30000,4
100,young adult,30000,4
10,horror,30000,4
20,fantasy,30000,4
30,fantasy,50000,4
60,young adult,30000,4
10,sci-fi,40000,4
60,young adult,30000,4
60,young adult,50000,4
20,romance,40000,4
20,crime,20000,4
50,fantasy,30000,4
50,fantasy,20000,4
70,thriller,30000,4
30,fantasy,30000,4
50,NA,30000,4
20,fantasy,40000,4
70,mystery,30000,4
20,crime,20000,4
10,fantasy,30000,4
80,fantasy,20000,4
50,sci-fi,30000,4
60,NA,30000,4
40,NA,30000,4
10,horror,30000,4
30,comedy,30000,4
20,NA,30000,4
60,fantasy,30000,4
40,romance,40000,4
60,drama,30000,3
400,NA,30000,4
40,mystery,20000,4
20,romance,40000,5
20,comedy,30000,3
50,young adult,20000,4
30,romance,40000,4
20,mystery,30000,4
80,sci-fi,30000,4
60,young adult,20000,4
20,fantasy,30000,4
50,NA,30000,4
60,young adult,40000,4
60,young adult,30000,4
40,romance,30000,4
20,comedy,30000,4
40,NA,30000,4
30,romance,40000,4
30,NA,30000,4
50,sci-fi,30000,4
60,romance,30000,4
0,disney,30000,4
30,romance,40000,4
80,fantasy,30000,4
50,fantasy,30000,4
50,comedy,30000,4
500,young adult,40000,4
70,sci-fi,20000,4
30,NA,20000,4
90,fantasy,20000,4
400,romance,30000,4
70,NA,20000,4
100,comedy,20000,4
20,NA,30000,4
40,romance,40000,4
50,young adult,20000,4
60,fantasy,20000,4
30,fantasy,40000,4
700,crime,30000,4
100,fantasy,30000,4
20,fantasy,30000,4
30,comedy,20000,4
30,comedy,20000,4
10,comedy,30000,4
80,sci-fi,20000,4
40,fantasy,30000,4
10,fantasy,20000,4
30,NA,20000,4
30,NA,20000,4
80,romance,30000,4
10,NA,30000,4
30,romance,40000,4
60,NA,20000,4
50,romance,30000,4
40,fantasy,40000,4
50,mystery,30000,4
60,young adult,30000,4
40,fantasy,30000,4
40,romance,20000,4
40,fantasy,40000,4
20,young adult,40000,4
20,comedy,30000,4
70,mystery,30000,4
80,thriller,20000,4
60,mystery,30000,4
60,mystery,30000,4
70,thriller,20000,3
10,mystery,30000,4
30,NA,20000,4
40,young adult,40000,4
40,fantasy,30000,4
10,comedy,30000,5
10,fantasy,30000,4
40,sci-fi,30000,4
30,romance,30000,4
30,romance,30000,4
10,fantasy,30000,4
20,young adult,30000,4
60,NA,30000,4
80,thriller,20000,4
100,drama,30000,4
40,sci-fi,30000,4
50,NA,20000,4
30,NA,30000,4
100,crime,10000,4
30,fantasy,40000,4
10,romance,40000,4
50,comedy,20000,4
20,romance,30000,4
80,young adult,30000,4
80,mystery,30000,4
60,fantasy,30000,4
30,young adult,30000,4
60,romance,20000,3
10,disney,30000,4
70,thriller,20000,4
30,fantasy,30000,5
30,NA,20000,4
30,fantasy,40000,4
50,young adult,30000,4
30,young adult,40000,4
20,romance,40000,4
20,NA,20000,4
70,NA,20000,4
30,sci-fi,20000,4
50,thriller,30000,4
20,sci-fi,30000,4
30,fantasy,40000,4
40,NA,20000,4
30,NA,30000,4
400,romance,30000,4
20,fantasy,30000,4
20,young adult,30000,4
90,mystery,30000,4
40,mystery,30000,4
30,NA,30000,4
40,NA,30000,4
10,NA,20000,4
60,NA,30000,4
40,young adult,40000,4
80,thriller,30000,4
200,NA,20000,4
10,thriller,20000,4
20,drama,10000,4
40,NA,30000,4
30,mystery,20000,4
20,NA,30000,4
60,NA,30000,4
80,NA,20000,4
60,fantasy,20000,4
60,fantasy,30000,4
300,drama,30000,4
600,drama,30000,4
70,romance,30000,4
50,fantasy,40000,4
40,fantasy,40000,4
90,mystery,30000,4
20,romance,40000,4
60,NA,20000,4
90,romance,30000,4
70,thriller,20000,4
40,romance,30000,4
40,young adult,30000,4
60,fantasy,30000,4
60,mystery,30000,4
40,young adult,20000,4
100,romance,30000,4
10,horror,30000,4
300,NA,20000,4
30,young adult,30000,4
100,thriller,20000,4
400,NA,20000,4
20,young adult,30000,4
50,romance,20000,4
30,young adult,40000,4
50,NA,30000,3
20,fantasy,30000,4
20,young adult,20000,4
30,fantasy,30000,4
30,fantasy,30000,4
40,romance,30000,4
70,romance,20000,4
50,fantasy,30000,4
40,romance,40000,4
40,disney,30000,4
20,NA,30000,4
10,horror,30000,4
10,fantasy,30000,5
50,fantasy,40000,4
40,fantasy,30000,4
30,NA,30000,4
50,mystery,30000,4
40,fantasy,30000,4
60,mystery,30000,4
60,mystery,30000,4
20,romance,30000,4
40,romance,20000,4
20,romance,30000,4
10,young adult,40000,4
20,NA,20000,4
100,mystery,20000,4
10,fantasy,20000,5
100,sci-fi,30000,4
50,horror,20000,4
20,NA,20000,4
0,fantasy,30000,4
30,romance,20000,4
50,fantasy,30000,4
20,fantasy,30000,4
50,young adult,30000,4
40,sci-fi,40000,4
30,fantasy,30000,4
40,romance,30000,4
40,young adult,30000,4
10,fantasy,20000,5
80,thriller,30000,4
40,young adult,30000,4
20,romance,30000,4
80,thriller,20000,4
60,mystery,30000,4
30,young adult,40000,4
30,mystery,20000,4
20,young adult,30000,4
50,thriller,20000,4
70,NA,20000,4
40,thriller,20000,4
30,drama,30000,4
40,crime,20000,4
60,sci-fi,20000,4
30,young adult,30000,4
10,romance,20000,4
80,drama,20000,3
30,young adult,40000,4
60,romance,20000,4
80,sci-fi,30000,4
10,young adult,30000,4
20,fantasy,30000,4
30,romance,40000,4
50,mystery,30000,4
90,romance,20000,4
50,horror,30000,4
70,horror,30000,4
60,mystery,30000,4
80,horror,30000,4
80,mystery,30000,4
0,horror,30000,4
40,horror,30000,4
30,NA,20000,4
40,young adult,30000,4
20,drama,30000,4
50,fantasy,20000,4
20,fantasy,40000,4
50,NA,20000,4
30,young adult,30000,4
10,horror,30000,4
70,fantasy,30000,4
20,fantasy,40000,4
40,sci-fi,30000,4
80,NA,20000,4
20,comedy,30000,4
50,mystery,20000,4
80,mystery,40000,4
20,fantasy,30000,4
70,fantasy,30000,4
30,mystery,20000,4
80,drama,20000,4
60,mystery,30000,4
30,young adult,30000,4
40,young adult,20000,4
40,fantasy,40000,4
60,fantasy,30000,4
10,comedy,30000,4
40,fantasy,30000,4
70,fantasy,30000,4
30,romance,40000,4
50,romance,30000,4
10,NA,20000,4
50,thriller,20000,4
10,young adult,30000,4
40,thriller,20000,4
40,crime,30000,4
40,mystery,20000,4
30,young adult,30000,4
30,mystery,20000,4
50,young adult,20000,4
20,fantasy,30000,4
90,mystery,20000,4
70,thriller,20000,4
20,young adult,40000,4
300,NA,30000,4
10,romance,30000,4
30,romance,30000,4
80,thriller,30000,4
70,fantasy,30000,4
40,romance,40000,4
30,young adult,40000,4
30,romance,30000,4
30,young adult,30000,4
30,romance,40000,4
20,young adult,30000,4
70,romance,30000,4
50,mystery,20000,4
40,NA,20000,4
500,NA,20000,4
60,comedy,20000,4
100,mystery,30000,4
50,young adult,30000,4
30,drama,20000,4
50,romance,30000,4
30,fantasy,40000,4
20,fantasy,40000,4
90,mystery,30000,4
20,romance,30000,3
40,young adult,30000,4
60,romance,30000,4
40,NA,20000,4
40,NA,30000,4
40,fantasy,30000,4
60,sci-fi,30000,4
20,comedy,40000,4
50,romance,30000,4
70,drama,30000,4
30,NA,10000,4
40,romance,20000,4
60,drama,30000,4
50,romance,30000,4
20,young adult,30000,4
60,NA,20000,4
20,mystery,20000,4
60,NA,20000,4
50,fantasy,30000,4
10,NA,20000,4
60,young adult,30000,4
30,romance,40000,4
200,fantasy,20000,4
200,young adult,40000,4
30,NA,20000,4
70,mystery,30000,4
200,NA,30000,4
10,romance,30000,4
50,romance,40000,4
40,fantasy,30000,4
50,young adult,20000,4
30,romance,30000,4
100,drama,20000,4
40,mystery,20000,4
30,sci-fi,30000,4
60,drama,30000,4
20,horror,20000,4
40,fantasy,30000,4
20,young adult,30000,4
100,romance,20000,4
50,horror,30000,4
30,fantasy,30000,4
80,NA,20000,4
60,thriller,20000,4
30,romance,30000,4
40,romance,20000,4
100,drama,20000,4
50,NA,20000,4
400,NA,20000,4
10,NA,20000,4
30,young adult,30000,4
30,comedy,30000,4
200,NA,30000,4
50,romance,30000,4
20,young adult,30000,4
80,horror,30000,4
40,fantasy,30000,4
60,NA,20000,4
70,suspense,20000,4
80,fantasy,20000,4
40,crime,20000,4
20,young adult,40000,4
10,fantasy,30000,4
80,thriller,20000,4
50,NA,20000,4
40,mystery,30000,4
400,NA,20000,4
70,crime,20000,4
60,NA,20000,4
30,drama,30000,4
20,crime,20000,4
50,drama,20000,4
30,romance,20000,4
30,young adult,40000,4
70,mystery,30000,4
50,mystery,30000,4
20,crime,20000,4
30,romance,20000,4
10,drama,20000,4
80,horror,20000,4
90,mystery,30000,4
70,NA,20000,4
10,fantasy,30000,4
40,fantasy,30000,4
30,young adult,30000,4
20,romance,20000,4
10,NA,20000,4
40,thriller,20000,4
50,fantasy,30000,4
20,young adult,40000,4
50,mystery,30000,4
10,fantasy,20000,4
90,sci-fi,30000,4
80,mystery,20000,3
30,romance,40000,4
10,fantasy,20000,4
100,mystery,20000,4
60,young adult,30000,4
50,romance,40000,4
20,romance,20000,4
30,NA,20000,4
10,mystery,20000,4
50,fantasy,30000,4
20,fantasy,20000,4
40,fantasy,40000,4
30,young adult,30000,4
30,young adult,30000,4
20,romance,20000,4
30,crime,20000,4
100,fantasy,10000,4
40,drama,30000,4
70,romance,30000,4
30,fantasy,30000,4
40,fantasy,30000,4
40,horror,20000,4
40,young adult,30000,4
600,drama,30000,4
200,NA,20000,4
50,romance,20000,4
80,fantasy,20000,4
20,young adult,30000,4
20,romance,40000,4
60,romance,20000,3
20,fantasy,30000,4
30,mystery,30000,4
10,fantasy,30000,4
30,NA,20000,4
100,young adult,30000,4
200,sci-fi,20000,4
50,fantasy,30000,4
80,fantasy,20000,4
60,NA,20000,4
40,fantasy,20000,4
60,NA,20000,3
40,young adult,30000,4
50,mystery,30000,4
10,romance,40000,4
20,young adult,30000,4
100,mystery,30000,4
40,sci-fi,20000,4
70,mystery,30000,4
20,young adult,40000,4
50,drama,20000,4
30,romance,30000,4
30,fantasy,30000,4
10,romance,30000,4
20,young adult,30000,4
50,sci-fi,30000,4
0,NA,20000,4
50,young adult,30000,4
30,young adult,20000,4
0,young adult,20000,4
20,comedy,20000,3
70,thriller,20000,4
0,horror,20000,4
50,young adult,30000,4
10,young adult,20000,4
30,fantasy,30000,4
10,romance,20000,3
10,comedy,20000,4
30,sci-fi,30000,4
50,mystery,20000,4
20,sci-fi,30000,4
50,NA,20000,4
40,romance,20000,3
60,young adult,30000,4
0,disney,30000,4
0,NA,20000,4
40,crime,20000,4
30,thriller,20000,4
60,mystery,20000,3
30,drama,20000,4
50,NA,30000,4
60,young adult,30000,4
20,young adult,30000,4
50,mystery,20000,4
20,fantasy,20000,4
70,romance,30000,4
40,mystery,30000,4
100,mystery,20000,4
30,fantasy,30000,4
70,fantasy,30000,4
200,NA,20000,4
90,drama,20000,4
30,romance,30000,4
30,fantasy,20000,4
40,young adult,40000,4
20,romance,40000,4
40,horror,20000,4
30,comedy,20000,4
30,NA,20000,4
50,young adult,20000,3
40,romance,40000,4
50,romance,30000,4
80,romance,30000,4
80,horror,30000,4
30,romance,20000,4
40,young adult,20000,4
60,romance,20000,4
50,NA,20000,4
100,drama,30000,4
20,young adult,30000,4
40,young adult,30000,4
30,young adult,30000,4
70,mystery,30000,4
20,young adult,30000,4
30,romance,20000,3
20,NA,20000,4
50,NA,20000,3
50,fantasy,20000,4
20,romance,30000,4
70,sci-fi,20000,4
500,drama,20000,4
40,romance,30000,4
700,NA,20000,4
0,fantasy,20000,5
40,romance,30000,4
30,mystery,20000,4
40,mystery,30000,4
70,mystery,20000,4
50,NA,20000,4
40,NA,20000,4
40,NA,20000,4
90,fantasy,20000,4
90,NA,20000,4
70,NA,20000,4
70,romance,30000,4
20,mystery,10000,4
10,romance,30000,4
60,horror,20000,4
20,fantasy,30000,4
10,young adult,30000,4
100,mystery,30000,4
10,mystery,30000,4
30,romance,20000,4
80,drama,20000,3
70,fantasy,30000,4
50,romance,20000,4
40,mystery,20000,4
20,young adult,40000,4
10,NA,20000,4
30,comedy,20000,4
50,fantasy,30000,4
40,young adult,20000,4
30,crime,20000,4
70,fantasy,20000,4
30,young adult,40000,4
10,young adult,30000,4
20,mystery,20000,4
30,young adult,30000,4
50,romance,20000,4
20,NA,20000,4
30,romance,30000,4
300,drama,20000,4
30,mystery,20000,4
30,young adult,20000,4
100,drama,20000,4
20,NA,20000,4
30,fantasy,20000,4
20,comedy,20000,4
30,young adult,40000,4
50,NA,20000,4
30,young adult,40000,4
30,mystery,30000,4
100,fantasy,20000,4
10,fantasy,20000,4
30,NA,20000,4
50,young adult,20000,4
20,drama,20000,3
20,young adult,30000,4
70,young adult,30000,4
40,fantasy,30000,4
40,thriller,30000,4
10,NA,20000,4
40,young adult,40000,4
70,drama,20000,4
60,romance,30000,4
30,young adult,20000,4
20,mystery,40000,4
10,fantasy,20000,4
20,comedy,30000,3
10,fantasy,20000,4
10,comedy,30000,4
50,sci-fi,20000,4
10,fantasy,30000,4
300,fantasy,20000,4
20,fantasy,20000,4
10,romance,40000,4
10,NA,20000,4
20,horror,20000,4
50,young adult,30000,4
80,NA,20000,4
70,fantasy,30000,4
200,NA,20000,4
20,fantasy,30000,4
20,fantasy,30000,4
10,young adult,30000,4
100,NA,20000,4
10,romance,40000,4
50,fantasy,20000,4
40,fantasy,30000,4
10,fantasy,20000,4
80,mystery,20000,4
40,young adult,30000,4
50,fantasy,30000,4
300,drama,20000,4
0,disney,20000,4
20,mystery,20000,4
50,young adult,30000,4
40,thriller,20000,4
50,romance,30000,4
20,NA,20000,4
80,mystery,20000,4
50,fantasy,20000,4
30,fantasy,20000,4
100,sci-fi,20000,4
30,romance,30000,4
400,romance,30000,4
70,crime,20000,4
60,NA,20000,4
300,comedy,20000,4
30,young adult,30000,4
10,romance,40000,4
30,NA,20000,4
40,young adult,30000,4
40,romance,30000,4
20,horror,20000,4
10,fantasy,20000,5
40,fantasy,30000,4
30,fantasy,30000,4
40,young adult,30000,4
0,suspense,20000,4
60,young adult,30000,4
20,fantasy,20000,4
50,comedy,20000,4
30,thriller,20000,4
20,romance,40000,4
50,romance,20000,4
300,drama,20000,4
50,disney,20000,4
50,fantasy,20000,4
100,crime,20000,4
0,young adult,20000,4
70,fantasy,20000,4
40,NA,20000,4
60,mystery,30000,4
30,romance,20000,4
50,fantasy,30000,4
30,young adult,30000,4
40,fantasy,20000,4
20,fantasy,30000,4
70,romance,30000,4
100,NA,20000,4
10,NA,30000,4
400,NA,20000,4
30,drama,20000,4
30,drama,20000,3
50,sci-fi,20000,4
20,young adult,20000,4
100,thriller,20000,4
40,thriller,10000,4
90,NA,20000,4
20,NA,20000,4
300,fantasy,30000,4
20,drama,20000,4
60,fantasy,30000,4
70,horror,20000,4
300,young adult,30000,4
60,romance,40000,4
40,fantasy,20000,4
40,romance,30000,4
50,suspense,20000,3
60,romance,20000,3
60,drama,20000,4
20,NA,20000,4
30,romance,20000,4
40,young adult,30000,4
40,fantasy,20000,4
200,mystery,30000,4
10,fantasy,20000,4
20,NA,20000,4
40,fantasy,30000,4
90,mystery,20000,4
50,mystery,20000,4
70,young adult,30000,4
0,fantasy,20000,4
30,fantasy,30000,4
10,romance,30000,4
10,NA,20000,4
10,comedy,20000,4
50,fantasy,30000,4
20,fantasy,30000,4
30,fantasy,30000,4
30,drama,20000,4
70,romance,30000,4
30,young adult,20000,4
70,fantasy,20000,4
20,fantasy,30000,4
20,romance,40000,4
30,drama,20000,4
20,young adult,30000,4
30,fantasy,30000,4
30,comedy,20000,4
20,fantasy,30000,3
40,young adult,20000,4
50,horror,20000,4
30,romance,20000,4
30,sci-fi,20000,4
60,romance,20000,3
10,young adult,30000,4
40,romance,40000,4
40,horror,20000,4
90,sci-fi,20000,4
30,drama,20000,4
30,young adult,30000,4
100,NA,20000,4
40,NA,20000,4
300,NA,20000,4
10,fantasy,30000,4
30,fantasy,20000,4
50,mystery,20000,4
40,fantasy,20000,4
80,romance,20000,4
100,romance,20000,4
40,fantasy,30000,4
30,fantasy,40000,4
70,NA,20000,4
40,horror,20000,4
40,young adult,30000,4
30,fantasy,30000,4
80,young adult,30000,4
20,young adult,20000,4
40,young adult,20000,4
200,romance,20000,4
80,mystery,20000,4
20,young adult,30000,4
30,sci-fi,20000,4
80,thriller,20000,4
50,NA,20000,3
30,young adult,30000,4
30,NA,20000,4
70,crime,20000,4
40,romance,20000,4
30,romance,20000,4
20,drama,20000,4
50,NA,20000,4
10,romance,40000,4
40,NA,20000,4
40,NA,10000,4
30,romance,20000,4
50,comedy,20000,4
50,NA,20000,4
50,sci-fi,20000,4
40,young adult,30000,4
20,romance,30000,5
30,NA,20000,4
10,fairy-tales,30000,4
40,mystery,20000,4
30,fantasy,20000,4
70,thriller,20000,4
70,mystery,20000,4
50,young adult,40000,4
30,mystery,10000,4
50,comedy,20000,3
50,drama,20000,4
20,fantasy,30000,4
50,horror,20000,4
80,fantasy,20000,4
10,NA,20000,4
50,romance,20000,4
20,young adult,20000,4
60,drama,20000,4
40,young adult,30000,4
40,NA,20000,4
90,fantasy,20000,4
20,fantasy,30000,4
40,NA,20000,4
80,NA,10000,4
600,horror,20000,3
40,comedy,20000,4
50,mystery,20000,4
70,romance,20000,4
70,young adult,20000,4
30,young adult,20000,4
50,romance,30000,4
20,young adult,20000,4
30,fantasy,30000,4
10,young adult,30000,4
10,fantasy,20000,5
30,NA,20000,4
20,young adult,20000,4
60,mystery,30000,4
10,comedy,20000,4
20,fantasy,20000,4
50,romance,30000,4
50,NA,20000,4
20,comedy,20000,4
80,fantasy,30000,4
30,mystery,20000,4
70,crime,20000,4
90,horror,20000,3
80,mystery,30000,4
20,young adult,30000,4
40,fantasy,30000,4
50,mystery,20000,4
10,drama,20000,3
70,fantasy,20000,4
50,thriller,20000,4
70,romance,20000,4
30,romance,20000,3
20,horror,20000,4
30,romance,30000,4
40,fantasy,20000,4
600,romance,20000,4
20,young adult,20000,4
60,crime,20000,4
100,NA,20000,4
30,NA,20000,4
40,fantasy,30000,4
100,fantasy,20000,4
20,romance,40000,4
30,young adult,30000,4
50,mystery,20000,4
10,romance,40000,4
20,fantasy,30000,4
20,romance,30000,4
20,comedy,20000,4
80,mystery,30000,4
40,NA,20000,4
30,fantasy,30000,4
40,young adult,20000,4
60,young adult,30000,4
10,young adult,20000,4
30,fantasy,20000,4
50,fantasy,20000,4
40,fantasy,30000,4
20,sci-fi,20000,4
60,NA,20000,4
20,mystery,20000,4
90,young adult,20000,4
70,NA,20000,4
20,romance,40000,4
40,young adult,20000,4
90,fantasy,20000,4
20,young adult,20000,4
20,young adult,30000,4
30,fantasy,20000,4
70,fantasy,30000,4
200,NA,20000,4
40,NA,20000,4
30,NA,20000,4
30,romance,40000,4
10,young adult,30000,4
80,mystery,20000,4
30,romance,20000,4
20,comedy,20000,5
10,fantasy,20000,4
80,NA,20000,4
70,NA,20000,4
20,fantasy,20000,4
10,NA,10000,3
50,crime,20000,4
30,drama,20000,4
40,young adult,30000,4
30,crime,20000,4
10,sci-fi,20000,4
30,comedy,20000,4
10,mystery,20000,4
40,romance,20000,4
40,fantasy,20000,4
30,thriller,20000,4
40,fantasy,30000,4
40,NA,20000,4
80,romance,20000,4
400,romance,20000,4
400,NA,20000,4
30,romance,30000,4
70,mystery,30000,4
10,sci-fi,20000,4
80,mystery,20000,4
80,mystery,20000,4
40,comedy,20000,4
20,comedy,20000,4
80,thriller,20000,4
60,romance,20000,4
60,fantasy,20000,4
100,sci-fi,20000,4
40,fantasy,20000,4
70,horror,20000,4
10,NA,20000,4
40,fantasy,20000,4
70,drama,20000,4
10,fantasy,20000,4
20,fantasy,30000,4
30,thriller,20000,4
80,horror,20000,4
50,young adult,20000,4
20,NA,20000,4
50,horror,20000,4
40,fantasy,20000,4
30,fantasy,20000,4
100,romance,20000,4
50,romance,20000,4
50,fantasy,30000,4
50,young adult,20000,4
50,NA,30000,4
200,drama,30000,4
60,mystery,20000,4
20,horror,20000,4
10,young adult,20000,4
40,fantasy,20000,4
40,fantasy,20000,4
50,drama,20000,4
30,NA,20000,4
80,mystery,20000,4
30,romance,20000,4
30,fantasy,20000,4
30,drama,20000,4
30,mystery,20000,4
60,fantasy,30000,4
10,sci-fi,20000,4
40,romance,20000,4
50,romance,20000,3
50,NA,20000,4
20,young adult,30000,4
10,drama,20000,4
20,young adult,30000,4
20,romance,20000,3
10,romance,40000,4
30,NA,20000,4
30,fantasy,20000,4
50,romance,10000,4
40,romance,20000,4
30,fantasy,20000,4
50,young adult,30000,4
50,young adult,30000,4
20,sci-fi,20000,4
20,fantasy,20000,4
20,comedy,30000,4
30,fantasy,20000,4
50,horror,20000,4
30,fantasy,30000,4
30,fantasy,30000,4
60,sci-fi,20000,3
20,drama,20000,4
30,sci-fi,20000,4
90,mystery,20000,4
30,young adult,30000,4
40,mystery,20000,4
80,mystery,20000,4
10,romance,20000,4
600,horror,20000,3
20,NA,20000,4
40,mystery,20000,4
20,young adult,20000,4
400,NA,20000,4
60,young adult,20000,4
20,fantasy,30000,4
30,romance,20000,4
20,NA,30000,4
100,romance,20000,4
20,fantasy,20000,4
50,romance,30000,4
100,drama,20000,4
50,NA,10000,4
60,fantasy,20000,4
60,mystery,20000,4
30,romance,20000,3
50,romance,30000,4
20,young adult,20000,4
40,horror,20000,4
50,drama,20000,3
60,mystery,20000,4
40,mystery,20000,4
30,mystery,10000,4
50,thriller,20000,4
60,romance,30000,4
30,NA,20000,4
40,sci-fi,20000,4
0,horror,20000,4
20,young adult,20000,4
40,fantasy,30000,4
20,mystery,10000,4
40,mystery,20000,4
70,thriller,20000,4
100,comedy,10000,3
50,mystery,20000,3
80,mystery,30000,4
30,romance,20000,4
30,fantasy,20000,4
70,mystery,20000,3
200,fantasy,20000,4
50,drama,20000,4
90,mystery,20000,4
20,romance,30000,4
100,comedy,20000,4
40,mystery,20000,4
70,NA,20000,4
50,fantasy,20000,4
20,NA,20000,4
50,fantasy,30000,4
300,young adult,30000,4
20,fantasy,30000,4
50,mystery,20000,4
20,young adult,30000,4
20,fantasy,20000,4
60,fantasy,30000,4
20,fantasy,20000,4
10,romance,30000,4
100,romance,20000,5
40,sci-fi,20000,4
10,young adult,30000,4
50,fantasy,30000,4
50,young adult,20000,4
30,young adult,30000,4
10,NA,20000,4
10,sci-fi,20000,4
20,romance,40000,4
20,NA,20000,4
40,NA,20000,4
30,fantasy,20000,4
70,romance,20000,4
30,young adult,20000,4
40,comedy,20000,4
50,young adult,30000,4
50,fantasy,20000,4
200,NA,20000,4
70,mystery,20000,4
