Rounded up rating,ratings_count,Genre,Class
4,19981,young adult,no
4,19852,horror,no
4,21343,#N/A,no
5,28322,fantasy,no
5,21691,fantasy,no
4,21061,drama,no
5,28493,romance,no
5,21210,romance,no
4,16479,romance,no
5,22965,#N/A,no
5,20410,thriller,no
4,17065,#N/A,no
4,24366,mystery,no
4,21668,mystery,no
5,18340,#N/A,no
4,18458,#N/A,no
4,20297,thriller,no
4,17657,romance,no
5,17310,#N/A,no
4,18529,mystery,no
4,20727,mystery,no
5,24055,fantasy,no
4,24506,fantasy,no
5,28315,romance,no
4,19284,mystery,no
5,17128,#N/A,no
5,23310,young adult,no
5,38673,romance,no
4,18260,young adult,no
4,23498,fantasy,no
5,18203,romance,no
5,24495,fantasy,no
5,18310,horror,no
5,17684,#N/A,no
5,21078,#N/A,no
4,24077,young adult,no
4,19562,fantasy,no
4,15597,#N/A,no
4,26259,young adult,no
4,19416,mystery,yes
4,26347,young adult,no
5,16917,mystery,no
5,23298,young adult,no
4,16535,drama,no
4,18375,young adult,no
4,16765,mystery,no
4,22637,young adult,no
4,23416,mystery,no
5,25093,mystery,no
4,14717,crime,no
4,27905,mystery,no
4,15497,fantasy,no
5,14860,drama,no
5,20745,fantasy,no
5,29460,young adult,no
5,25473,fantasy,no
4,19655,romance,no
4,21260,#N/A,no
5,19323,thriller,no
4,21137,young adult,no
4,15499,drama,no
5,21683,sci-fi,no
5,21554,fantasy,no
5,15513,comedy,no
4,18441,drama,no
4,17668,#N/A,no
5,25064,young adult,no
4,16502,thriller,no
5,24753,romance,no
5,30597,romance,no
4,23812,romance,no
4,17413,mystery,no
4,20551,young adult,no
4,19620,fantasy,no
5,16792,#N/A,no
5,19100,young adult,no
5,16485,#N/A,no
5,19609,fantasy,no
4,20177,sci-fi,no
5,19032,sci-fi,no
5,43490,horror,no
4,23042,fantasy,yes
4,15555,#N/A,no
4,20029,mystery,no
4,21910,young adult,no
4,21740,fantasy,no
5,16853,mystery,no
4,17375,#N/A,no
4,16509,crime,no
5,16974,thriller,no
4,16494,romance,no
4,23412,young adult,no
4,20345,romance,no
4,17837,#N/A,no
4,17481,mystery,no
4,26266,young adult,no
4,21548,mystery,no
4,18306,mystery,no
5,26388,fantasy,no
5,17106,fantasy,no
4,17837,#N/A,no
4,21394,drama,no
4,32013,romance,no
4,20948,romance,no
5,25472,romance,no
5,22537,fantasy,no
4,20415,sci-fi,no
5,18716,crime,no
4,15063,mystery,no
5,15292,thriller,no
4,23459,romance,no
4,22368,young adult,no
4,22262,young adult,no
5,20291,fantasy,no
5,21410,young adult,no
5,20176,mystery,no
5,18430,fantasy,no
5,24354,romance,no
5,26144,romance,no
5,22505,horror,no
5,22181,young adult,no
4,20457,mystery,no
5,10309,romance,no
5,19777,mystery,no
5,29333,young adult,no
4,16369,#N/A,no
4,18792,#N/A,no
5,18799,mystery,no
5,15306,#N/A,no
5,18044,mystery,no
4,20936,fantasy,no
5,16252,sci-fi,no
5,11707,romance,no
4,19139,young adult,no
4,16431,horror,no
5,21892,mystery,no
4,12345,romance,no
5,21901,romance,yes
4,14318,fantasy,no
4,20168,mystery,no
5,19251,fantasy,no
4,21880,mystery,no
5,20264,fantasy,no
5,34766,romance,no
5,17709,romance,no
4,24162,mystery,yes
5,21376,mystery,yes
4,21388,sci-fi,no
5,18257,romance,no
5,21366,fantasy,no
4,19287,thriller,no
5,26844,fantasy,no
5,17787,#N/A,no
5,20661,fantasy,no
4,27704,romance,no
4,14213,horror,no
4,15635,drama,no
4,27293,fantasy,no
4,21797,young adult,no
5,32490,young adult,no
5,16922,comedy,no
4,16954,comedy,no
5,29747,fantasy,no
4,21311,romance,no
5,24613,romance,no
5,20877,fantasy,no
4,23232,fantasy,no
4,17129,drama,yes
5,18616,thriller,no
5,17937,#N/A,no
4,12823,mystery,no
5,30993,romance,no
4,21975,mystery,no
5,19019,mystery,no
5,17410,fantasy,yes
5,21089,young adult,no
5,32132,romance,no
5,24958,mystery,no
5,30299,romance,no
5,22207,sci-fi,no
4,15888,romance,no
4,27918,fantasy,no
4,26075,mystery,no
4,18505,young adult,no
5,27915,romance,no
4,23015,fantasy,no
5,18321,#N/A,no
5,22220,sci-fi,no
5,18902,fantasy,no
4,13042,young adult,no
4,22480,young adult,no
4,14612,fantasy,no
4,12885,fantasy,no
5,18392,drama,no
4,21746,horror,no
5,19325,drama,no
5,27823,young adult,no
4,16631,mystery,no
4,20685,sci-fi,no
5,23154,young adult,no
5,29922,young adult,no
4,20694,horror,no
5,15957,mystery,no
4,32611,romance,no
4,15919,romance,no
4,22291,young adult,no
5,18862,young adult,no
4,19102,thriller,no
5,19635,romance,no
4,22206,fantasy,no
5,21488,horror,no
5,21461,fantasy,yes
4,18248,mystery,no
5,19143,comedy,no
4,15601,#N/A,no
4,16063,horror,no
5,16892,crime,no
5,18220,drama,yes
4,18139,#N/A,no
5,19443,fantasy,no
5,16032,fantasy,no
5,18056,#N/A,no
4,19614,romance,no
5,15946,fantasy,no
5,30249,romance,no
4,27691,romance,no
4,19585,romance,no
5,27399,young adult,no
5,13714,mystery,no
5,25001,young adult,no
5,26291,fantasy,no
5,18395,crime,no
5,15387,crime,no
5,17782,fantasy,no
5,15817,#N/A,no
4,19866,fantasy,no
4,15848,fantasy,no
4,21093,mystery,no
5,22802,fantasy,no
4,17708,romance,no
5,16200,#N/A,no
5,16466,thriller,no
4,16490,drama,no
4,18380,young adult,no
4,14947,thriller,no
4,24842,mystery,no
5,9337,crime,no
4,14555,romance,no
4,19079,mystery,no
5,18785,fantasy,no
5,13221,fantasy,no
5,19795,young adult,no
5,19180,romance,no
5,20748,fantasy,no
5,27343,romance,no
5,11551,fantasy,no
4,20981,romance,no
4,20464,romance,no
5,24363,romance,no
5,21961,fantasy,yes
5,18019,sci-fi,no
4,11957,#N/A,no
5,9815,sci-fi,no
4,21440,drama,no
5,16775,#N/A,no
5,33348,fantasy,no
4,21278,young adult,no
4,18413,thriller,no
4,30934,young adult,no
5,23089,mystery,no
4,27854,romance,no
4,22268,fantasy,no
4,31616,romance,no
5,19679,young adult,no
4,17000,#N/A,no
5,15738,#N/A,no
4,18869,romance,no
4,21707,young adult,no
5,33606,romance,no
5,20438,fantasy,no
4,16719,#N/A,no
4,13423,#N/A,no
5,12653,crime,no
5,24398,romance,no
5,29043,young adult,no
5,22311,young adult,no
4,14491,#N/A,no
5,20198,young adult,no
4,20962,mystery,no
5,17920,fantasy,no
5,18504,mystery,no
5,17602,young adult,no
4,16078,#N/A,no
5,25432,fantasy,no
4,18235,fantasy,no
5,14495,crime,no
4,21402,horror,no
5,18060,fantasy,no
4,20534,mystery,no
5,20511,horror,no
5,18793,young adult,no
5,26783,fantasy,no
4,25188,thriller,no
4,17318,romance,no
4,19685,sci-fi,no
5,22505,mystery,no
4,26073,romance,no
4,21200,fantasy,no
4,15851,mystery,no
5,23852,fantasy,no
4,19838,horror,no
4,18306,romance,no
5,17381,fantasy,no
4,17613,fantasy,no
4,20593,young adult,no
4,13353,mystery,no
5,20227,fantasy,no
4,22062,fantasy,no
5,16485,horror,no
4,18628,thriller,no
4,19848,mystery,no
4,17411,#N/A,no
5,26456,fantasy,no
4,19500,sci-fi,no
4,14364,fantasy,no
5,16625,mystery,no
4,21728,young adult,no
5,18513,fantasy,no
4,23840,young adult,no
5,27639,romance,no
5,27065,romance,no
5,15410,#N/A,no
4,17305,sci-fi,no
5,18648,#N/A,no
5,24032,fantasy,no
4,20720,fantasy,no
4,15643,sci-fi,no
5,20511,sci-fi,no
5,19242,fantasy,no
4,30604,fantasy,no
4,19447,#N/A,no
5,16304,fantasy,no
5,15323,#N/A,no
5,19812,mystery,no
4,23711,young adult,no
5,18244,fantasy,no
5,24839,mystery,no
5,23197,sci-fi,no
4,17070,young adult,no
4,19072,sci-fi,no
5,18667,fantasy,no
4,29444,young adult,no
5,16617,#N/A,no
5,24526,fantasy,no
4,19300,romance,no
4,18982,#N/A,yes
4,19508,young adult,no
5,20021,disney,no
5,21322,fantasy,no
5,15956,young adult,no
4,20535,mystery,no
4,15604,romance,yes
5,20217,sci-fi,no
5,19206,fantasy,yes
4,17448,comedy,yes
5,18827,mystery,yes
5,27655,young adult,no
4,17886,romance,no
4,20236,young adult,no
5,14451,crime,no
5,16340,young adult,no
5,19985,mystery,no
5,19916,sci-fi,no
4,18373,sci-fi,no
4,17350,romance,no
5,16810,#N/A,no
4,25388,fantasy,no
5,17459,mystery,no
5,28944,young adult,no
4,16117,#N/A,no
4,12984,romance,no
4,25533,romance,no
5,16863,#N/A,no
5,15611,#N/A,no
4,15832,#N/A,no
4,10894,mystery,no
4,22533,fantasy,no
4,20260,sci-fi,no
5,16488,romance,no
5,28104,young adult,no
5,20587,comedy,no
4,18445,romance,no
4,17168,romance,no
5,17170,#N/A,no
4,21889,fantasy,no
4,26468,horror,no
5,19502,fantasy,no
4,22687,young adult,no
5,17126,drama,no
5,15505,young adult,no
5,16862,#N/A,no
4,21731,fantasy,no
5,16405,mystery,no
4,17173,romance,no
5,23951,fantasy,no
5,19816,#N/A,no
5,25532,fantasy,no
4,18822,sci-fi,no
4,27057,young adult,no
5,22257,young adult,no
4,19040,#N/A,no
5,24718,fantasy,no
4,23306,young adult,no
4,15614,#N/A,no
5,17871,mystery,no
4,17345,fantasy,no
4,26325,fantasy,no
5,23833,romance,no
4,20914,fantasy,no
4,14748,#N/A,no
5,24006,fantasy,no
5,18896,fantasy,no
4,17667,fairy-tales,no
4,24206,mystery,yes
4,15378,#N/A,no
4,17333,sci-fi,no
4,15950,#N/A,no
4,17205,#N/A,no
5,13563,mystery,no
4,15345,thriller,no
4,20935,#N/A,no
5,16818,sci-fi,no
4,31260,romance,no
4,17917,romance,no
4,19074,sci-fi,no
5,21007,fantasy,no
4,16975,drama,no
5,23925,romance,no
4,14513,fantasy,no
5,15373,fantasy,no
5,23180,young adult,no
4,14769,fantasy,no
4,21129,young adult,no
4,19113,drama,no
5,17617,fantasy,no
5,18015,sci-fi,no
4,21478,young adult,no
4,17813,thriller,no
5,23613,fantasy,no
4,18945,thriller,yes
4,23010,fantasy,no
4,24000,romance,no
5,24972,fantasy,no
5,16153,young adult,no
4,16790,#N/A,no
4,13035,#N/A,no
5,16757,romance,no
4,13927,romance,no
4,20411,young adult,no
5,13643,#N/A,no
5,14953,#N/A,yes
4,16861,young adult,no
4,15231,young adult,no
5,32046,romance,no
4,23877,young adult,no
5,12183,suspense,no
4,15443,drama,no
4,13479,mystery,no
4,14538,#N/A,no
4,21364,fantasy,no
5,19431,horror,no
5,21813,young adult,no
5,30690,romance,no
5,16744,mystery,no
4,19384,mystery,no
5,20460,fantasy,no
4,17843,sci-fi,no
4,14545,#N/A,no
5,16224,romance,no
4,23780,young adult,no
4,17393,young adult,no
5,28133,fantasy,no
5,21249,young adult,no
5,11719,young adult,no
4,15844,romance,no
5,18553,romance,no
4,17583,horror,yes
5,16810,thriller,no
4,13892,comedy,no
5,16326,#N/A,no
4,25138,fantasy,no
4,13482,horror,no
4,18708,mystery,no
5,13358,#N/A,no
5,25788,young adult,no
5,26286,young adult,no
4,25217,young adult,no
4,21823,young adult,no
5,22865,fantasy,no
5,13859,young adult,no
5,12396,fantasy,no
5,15619,#N/A,no
5,18477,#N/A,no
5,19326,young adult,no
4,19334,fantasy,no
4,26178,mystery,no
4,24920,young adult,no
4,18542,mystery,no
5,20569,fantasy,no
5,26102,romance,no
5,19634,fantasy,no
4,19618,mystery,no
4,17388,sci-fi,no
4,19276,horror,no
5,17950,mystery,no
5,18578,mystery,no
5,20022,comedy,no
5,27278,fantasy,no
5,24511,mystery,no
5,28533,romance,no
4,14350,drama,no
5,18260,fantasy,no
5,17797,mystery,no
4,19771,romance,no
5,17384,crime,no
4,14635,mystery,no
5,19423,comedy,no
5,17064,thriller,no
5,23604,romance,no
5,17078,fantasy,no
5,15113,#N/A,no
4,15606,thriller,no
4,20076,young adult,yes
4,21687,romance,no
5,17637,mystery,no
5,16184,#N/A,no
5,11196,romance,no
4,15647,#N/A,no
4,23764,young adult,no
4,29063,fantasy,no
4,19033,romance,no
4,18990,mystery,no
4,21214,fantasy,no
5,15647,#N/A,no
5,16181,sci-fi,no
4,25531,young adult,no
4,20594,drama,no
5,21629,young adult,no
5,17343,young adult,no
5,13677,romance,no
4,23732,young adult,no
5,16769,#N/A,no
5,27097,romance,no
5,26597,romance,no
5,18833,mystery,no
4,16044,#N/A,no
4,15491,thriller,no
5,10961,drama,no
5,18551,young adult,no
4,15560,romance,no
5,18356,fantasy,no
5,32332,romance,no
4,16558,drama,no
5,14518,mystery,no
4,19904,thriller,no
4,30703,fantasy,no
4,18879,fantasy,no
5,18287,romance,no
4,14725,mystery,no
4,17200,sci-fi,no
5,19704,thriller,no
5,18649,fantasy,no
5,29920,romance,no
4,27353,young adult,no
4,19406,mystery,no
4,18113,horror,no
4,17338,horror,no
5,14574,#N/A,no
5,24978,romance,no
4,16364,romance,no
5,20607,young adult,no
5,14525,sci-fi,no
5,22312,fantasy,no
4,17688,horror,no
5,20807,#N/A,no
4,25947,fantasy,no
5,18641,comedy,no
4,21582,horror,no
4,21267,fantasy,no
4,24398,young adult,no
4,28253,romance,no
4,19223,mystery,no
5,20974,sci-fi,no
4,18706,romance,no
4,22383,mystery,no
4,19461,young adult,no
5,18297,fantasy,no
4,16273,sci-fi,no
4,17033,comedy,no
4,17181,#N/A,no
5,27201,romance,no
4,18260,mystery,no
5,18466,romance,no
4,21247,young adult,no
4,22634,fantasy,no
5,20016,fantasy,no
5,23983,romance,no
5,19267,fantasy,no
4,16338,romance,no
4,16181,comedy,no
5,16792,#N/A,no
5,15031,horror,no
5,14600,#N/A,no
5,15374,thriller,no
4,27833,romance,no
5,25340,fantasy,no
4,13765,#N/A,no
5,26939,romance,no
5,17581,horror,no
4,18878,horror,no
4,14135,romance,no
4,18307,drama,no
4,16162,crime,no
4,16201,drama,no
4,15021,mystery,no
5,17729,romance,no
4,15318,mystery,no
4,21952,young adult,no
5,17887,young adult,no
4,15344,crime,no
5,16094,mystery,no
4,17541,comedy,no
4,17016,romance,no
5,16501,drama,no
5,10166,romance,no
4,17524,drama,no
4,16099,sci-fi,no
4,18998,romance,no
4,22964,fantasy,no
5,18168,mystery,yes
4,18997,crime,no
5,21136,romance,no
4,22014,young adult,no
5,12639,#N/A,no
5,33220,romance,no
4,21646,mystery,no
5,22022,#N/A,no
5,21892,mystery,no
4,18462,mystery,no
5,16487,#N/A,no
5,26888,romance,no
4,22992,fantasy,no
5,24117,romance,no
4,11981,#N/A,no
5,17024,romance,no
5,21426,romance,no
4,14886,mystery,no
4,29612,romance,no
5,23911,young adult,no
5,15102,fantasy,no
5,18592,mystery,no
4,18399,thriller,no
4,17357,mystery,no
5,15870,#N/A,no
5,20524,young adult,no
5,28341,romance,no
5,24612,young adult,no
4,19503,fantasy,no
4,23300,young adult,no
4,17102,#N/A,no
4,18546,#N/A,no
4,21207,mystery,no
5,16330,sci-fi,no
4,17853,romance,no
4,22311,mystery,no
5,14491,mystery,no
5,14013,#N/A,no
4,17128,fantasy,no
5,16539,fantasy,no
4,16142,thriller,no
5,19683,horror,no
5,13531,#N/A,no
4,16389,sci-fi,no
5,25508,romance,no
4,15460,mystery,no
5,15625,mystery,no
4,16879,mystery,no
5,18194,fantasy,no
5,16680,#N/A,no
5,17938,fantasy,no
5,24148,fantasy,no
5,16318,sci-fi,no
4,17694,fantasy,no
4,14571,romance,no
4,14275,crime,yes
5,24203,young adult,no
5,14511,young adult,no
5,16303,romance,no
5,14434,mystery,no
4,15888,comedy,no
5,14167,romance,no
4,18594,fantasy,no
4,17413,romance,no
4,28950,fantasy,no
4,16604,comedy,no
4,13206,drama,no
4,14830,drama,no
5,15096,young adult,no
5,14890,#N/A,no
4,17002,drama,no
4,16074,crime,no
4,17489,thriller,no
4,12690,romance,no
5,16106,fantasy,no
4,17706,young adult,no
4,13225,romance,no
5,26598,romance,no
4,8516,#N/A,no
5,23695,young adult,no
4,17271,#N/A,no
5,16484,sci-fi,no
4,18403,thriller,no
5,17192,#N/A,no
5,18903,romance,no
5,14811,disney,yes
4,15769,young adult,no
5,29239,romance,no
5,23191,fantasy,no
5,18279,young adult,no
5,14609,crime,no
5,18438,young adult,no
5,20480,comedy,no
4,17399,mystery,no
5,15008,romance,no
5,23060,romance,no
4,24570,young adult,no
4,5168,horror,no
5,19122,fantasy,no
5,18809,fantasy,no
4,19171,young adult,no
5,16821,mystery,no
5,16663,fantasy,no
5,20813,romance,no
4,17378,drama,no
4,16183,romance,no
4,17309,thriller,no
5,16205,romance,no
5,16190,romance,no
5,21544,fantasy,no
4,16616,thriller,no
5,28656,fantasy,no
5,16134,#N/A,no
5,10427,romance,no
4,16637,horror,no
5,22274,fantasy,no
5,25116,romance,no
5,17425,thriller,no
4,15456,romance,no
5,17930,fantasy,no
5,12969,sci-fi,no
5,16474,fantasy,no
4,26108,fantasy,no
4,17293,thriller,no
4,24936,young adult,no
4,18168,mystery,no
4,20566,young adult,yes
5,27311,fantasy,no
4,15249,#N/A,no
4,8828,thriller,no
4,18479,horror,no
4,17260,fantasy,no
5,15362,#N/A,no
5,16528,thriller,no
5,17335,#N/A,no
5,26188,romance,no
5,18636,horror,no
4,17996,mystery,no
5,16833,mystery,no
4,14734,#N/A,no
5,18655,horror,no
4,13539,romance,no
4,18343,horror,no
4,16412,mystery,no
4,17604,mystery,no
4,12527,romance,no
4,14329,#N/A,no
5,17351,romance,no
4,18125,mystery,no
5,18462,sci-fi,no
4,14440,sci-fi,no
4,14784,#N/A,no
5,16533,drama,no
4,15009,#N/A,no
4,18618,#N/A,no
5,14481,comedy,no
5,14303,fantasy,no
4,16398,romance,no
5,15137,fantasy,no
4,11735,romance,no
5,24104,fantasy,no
5,17459,young adult,no
4,18424,horror,no
4,13708,#N/A,no
4,19131,mystery,no
5,16650,thriller,no
5,17948,mystery,no
4,19867,fantasy,no
4,18846,mystery,no
5,20473,drama,no
5,22119,young adult,no
5,15502,#N/A,no
5,24511,fantasy,yes
4,14300,#N/A,no
4,15821,mystery,no
4,14645,young adult,no
5,13516,#N/A,no
4,23933,young adult,no
5,22968,young adult,no
4,12708,romance,no
5,19619,fantasy,no
5,24319,fantasy,no
4,26116,fantasy,no
5,20639,fantasy,no
4,15414,romance,no
4,20698,romance,no
4,13407,mystery,no
4,17918,#N/A,no
5,28709,romance,no
4,14381,fantasy,no
5,16829,drama,no
5,7383,romance,no
5,22149,mystery,no
5,19839,mystery,no
4,24180,young adult,no
4,15421,mystery,no
4,19942,mystery,no
5,5873,fantasy,no
4,13328,#N/A,no
4,25991,romance,no
5,17045,young adult,yes
5,17189,mystery,no
5,16532,romance,no
4,21460,mystery,no
5,15133,fantasy,no
4,15971,sci-fi,no
5,14833,thriller,no
5,10835,drama,no
5,15971,#N/A,no
5,26503,fantasy,no
4,13519,sci-fi,no
5,14695,mystery,no
4,13465,romance,no
5,17315,fantasy,yes
5,16682,fantasy,no
5,17352,fantasy,no
5,17679,fantasy,no
4,22733,romance,no
4,12685,romance,no
4,19784,romance,no
4,15864,drama,no
4,27707,romance,no
4,20101,fantasy,no
5,25037,young adult,no
5,23874,young adult,no
4,19577,mystery,no
5,13648,young adult,no
5,20053,young adult,no
4,20793,mystery,yes
5,25474,romance,no
4,17781,fantasy,no
5,18327,#N/A,no
4,13995,#N/A,no
5,13447,romance,no
4,15172,fantasy,no
4,17138,romance,no
5,12986,#N/A,no
4,15399,mystery,no
5,22863,romance,no
4,14912,drama,yes
5,13079,#N/A,no
5,16552,fantasy,no
5,24420,fantasy,no
4,15746,thriller,no
4,21117,fantasy,no
5,17540,fantasy,no
5,16531,fantasy,no
5,23813,fantasy,no
5,14554,romance,no
5,14248,#N/A,no
4,19795,fantasy,no
5,22266,fantasy,no
5,16322,#N/A,no
5,21926,romance,no
4,23723,young adult,no
4,24287,romance,no
5,20800,romance,no
4,22237,young adult,no
5,10005,mystery,no
5,23875,romance,no
4,17414,fantasy,no
4,16396,mystery,no
5,21288,mystery,no
5,32541,romance,no
4,17781,fantasy,no
5,16654,fantasy,no
5,17402,romance,no
4,22176,young adult,no
5,12776,sci-fi,no
5,24515,romance,no
4,18700,horror,no
4,21617,romance,no
5,20246,mystery,no
4,17935,drama,no
5,18599,romance,no
4,17370,comedy,no
5,15039,drama,no
4,17109,romance,no
4,13583,mystery,no
5,24710,fantasy,no
5,20661,young adult,no
4,18150,romance,no
4,17723,romance,no
4,14840,romance,no
4,18437,romance,no
4,15030,romance,no
5,13614,#N/A,no
4,18413,thriller,no
4,19371,sci-fi,no
5,17497,romance,no
5,20416,fantasy,no
4,17219,romance,no
4,16675,mystery,no
4,13798,romance,no
5,10257,mystery,no
4,17359,horror,no
4,17216,mystery,no
5,15752,horror,no
4,17777,romance,no
4,14434,romance,no
4,16865,drama,no
4,21635,mystery,no
4,13347,comedy,no
4,17267,horror,no
4,15286,#N/A,no
4,16304,comedy,no
4,20992,young adult,no
5,13740,fantasy,no
4,15947,thriller,no
4,13763,comedy,no
4,18722,young adult,no
4,15644,#N/A,no
4,15838,horror,no
5,18296,fantasy,no
4,13726,fantasy,no
4,14576,sci-fi,no
5,21917,horror,no
4,19819,young adult,no
5,15942,fantasy,no
5,16883,mystery,no
4,10344,romance,no
4,14101,horror,no
4,16550,#N/A,no
5,10958,fantasy,no
4,17084,fantasy,no
4,12529,young adult,no
4,18913,young adult,no
5,15807,fantasy,no
5,8234,comedy,no
5,18310,mystery,no
5,21311,fantasy,no
4,16776,romance,no
5,24309,young adult,no
4,16311,mystery,no
4,22167,mystery,no
5,14955,young adult,no
5,15669,thriller,no
5,24859,romance,no
5,14512,fantasy,no
5,20354,young adult,no
4,12898,thriller,no
4,22362,young adult,no
5,16101,thriller,no
5,16558,horror,no
4,12644,drama,no
5,16401,#N/A,no
4,14806,sci-fi,no
5,16744,mystery,no
4,22927,young adult,no
4,15350,sci-fi,no
5,11301,romance,no
4,17497,mystery,no
5,25930,young adult,no
5,14288,fantasy,no
4,13574,romance,no
5,19780,young adult,no
4,26804,fantasy,no
5,13931,#N/A,no
5,20403,young adult,no
4,12805,#N/A,no
5,24730,fantasy,no
4,11788,horror,no
5,14640,#N/A,no
5,12774,#N/A,no
4,24334,young adult,no
4,22039,romance,no
5,15659,thriller,no
4,15782,romance,no
5,28776,romance,no
4,18817,fantasy,no
5,20189,fantasy,no
4,23568,romance,no
4,19149,fantasy,no
5,15912,fantasy,no
5,14638,#N/A,no
4,23580,fantasy,no
5,22724,fantasy,no
4,18193,fantasy,no
5,14948,comedy,no
4,14619,young adult,no
5,17274,sci-fi,no
4,18549,mystery,no
4,9240,sci-fi,no
5,19343,young adult,no
5,17742,mystery,no
5,16814,drama,no
5,14811,romance,no
5,24790,romance,no
5,16021,#N/A,no
5,17101,romance,no
5,19921,romance,no
5,14563,drama,no
4,15636,mystery,no
5,27675,romance,no
5,15214,fantasy,no
4,16767,romance,no
5,23290,romance,no
4,12439,drama,no
5,12680,young adult,yes
5,14688,#N/A,no
4,13578,crime,no
4,16238,young adult,no
5,21157,romance,no
4,15075,drama,no
5,13045,#N/A,no
5,14011,#N/A,no
5,19765,#N/A,no
5,15446,fantasy,no
4,10230,mystery,no
4,14347,crime,no
4,15747,crime,yes
5,27048,romance,no
4,15798,drama,no
5,14853,#N/A,no
5,15663,romance,no
4,25813,fantasy,no
4,17013,drama,no
5,15426,romance,no
5,22902,young adult,no
5,17329,young adult,no
4,18247,fantasy,no
4,14618,sci-fi,no
5,14321,drama,no
4,19903,young adult,no
5,15962,#N/A,no
5,10840,fantasy,no
4,17655,mystery,no
4,14464,#N/A,no
5,20089,young adult,no
4,13778,#N/A,no
4,16717,young adult,yes
5,16875,crime,no
5,14637,#N/A,no
4,19871,romance,yes
5,26468,romance,no
4,13556,mystery,no
4,13731,thriller,no
5,11085,fantasy,no
5,28346,#N/A,no
4,15669,romance,no
4,17573,horror,no
5,15651,sci-fi,no
5,20109,romance,no
5,14370,fantasy,no
5,24959,fantasy,no
5,18358,mystery,no
5,15140,fantasy,no
5,23079,fantasy,no
5,17396,romance,no
4,14870,sci-fi,no
5,15096,fantasy,no
5,20510,fantasy,no
4,11207,sci-fi,no
4,21676,young adult,no
4,17971,mystery,no
4,16366,#N/A,no
5,10558,#N/A,no
4,12752,romance,no
5,20668,romance,no
5,19224,fairy-tales,no
4,25873,fantasy,no
4,10303,romance,no
4,16137,#N/A,no
4,17469,romance,no
4,19018,fantasy,no
5,21313,romance,no
4,21543,romance,no
5,26962,romance,no
4,14811,#N/A,no
5,16470,fantasy,no
4,27102,romance,no
4,17118,romance,no
4,14622,#N/A,no
5,19187,fantasy,no
4,13735,#N/A,no
5,17547,fantasy,no
4,24045,mystery,no
5,19153,comfort-food,no
5,22767,young adult,no
5,16551,#N/A,no
4,14109,thriller,no
4,12598,romance,no
4,17282,young adult,no
4,16377,comedy,no
4,17862,mystery,no
5,22583,fantasy,no
4,15997,drama,no
4,10317,fantasy,no
4,21851,romance,no
5,18451,young adult,no
4,15298,sci-fi,no
4,17859,young adult,no
4,13389,romance,no
5,15438,sci-fi,no
5,24793,romance,no
5,16301,romance,no
5,17108,mystery,no
4,17382,horror,yes
5,14949,#N/A,no
4,20983,mystery,no
5,19049,fantasy,no
4,15757,mystery,no
5,18392,fantasy,no
4,22745,fantasy,no
4,14411,romance,no
4,24872,mystery,no
5,14980,romance,no
5,13939,mystery,no
5,16249,fantasy,no
5,14904,romance,no
4,21516,fantasy,no
5,19216,fantasy,no
5,29197,romance,no
4,17472,mystery,no
5,15558,crime,no
4,19413,mystery,no
5,15318,#N/A,no
4,15544,sci-fi,no
5,15359,mystery,no
5,17114,sci-fi,no
4,21756,mystery,no
4,13485,mystery,no
4,18873,horror,no
5,13678,#N/A,no
4,13100,#N/A,no
5,15737,romance,no
5,8634,mystery,no
5,4225,romance,no
4,15533,mystery,no
5,24085,romance,no
4,18402,mystery,no
5,19964,young adult,no
4,14855,sci-fi,no
5,12781,thriller,no
4,12704,mystery,no
4,15852,#N/A,no
4,14583,sci-fi,no
4,13627,comedy,no
4,17578,horror,no
5,16507,mystery,no
4,15917,#N/A,no
4,17128,mystery,no
5,16803,fantasy,no
4,24615,romance,no
4,16853,romance,no
5,18472,young adult,no
5,14098,fantasy,no
4,15044,young adult,no
4,17203,drama,no
5,17289,young adult,no
4,18899,fantasy,no
4,14703,comedy,no
5,16964,mystery,no
5,15599,horror,no
5,20057,mystery,no
4,16739,sci-fi,no
4,21896,fantasy,no
4,17080,comedy,no
4,13314,#N/A,no
4,17052,thriller,no
5,23366,romance,no
4,16957,comedy,no
4,14500,#N/A,no
4,15532,horror,no
5,20148,fantasy,no
4,11218,drama,no
4,19553,sci-fi,no
4,13862,thriller,no
4,23199,young adult,no
5,14209,#N/A,no
5,22815,romance,no
4,12576,#N/A,no
5,26701,romance,no
4,15572,thriller,no
4,13765,sci-fi,no
5,28620,romance,no
4,18208,young adult,no
5,22116,romance,no
4,17820,mystery,no
4,19463,mystery,no
4,11329,thriller,no
5,12490,young adult,no
4,11974,mystery,no
4,15076,fantasy,no
5,14043,fantasy,no
5,13686,fantasy,no
5,13941,sci-fi,no
4,13516,#N/A,no
5,18998,young adult,no
5,13616,romance,no
4,14230,thriller,yes
5,15060,young adult,no
4,14699,#N/A,no
5,18596,young adult,no
5,15701,fantasy,no
5,12374,fantasy,no
4,14700,horror,no
4,11971,young adult,no
5,13706,mystery,no
5,12336,mystery,no
4,18374,fantasy,no
4,13049,crime,no
4,19080,fantasy,no
5,15136,sci-fi,no
4,16461,mystery,no
5,14928,thriller,no
5,20049,young adult,no
5,12301,#N/A,no
4,15634,#N/A,no
4,15351,#N/A,no
4,14706,crime,no
5,20916,fantasy,no
