Version-count,Genre_id,No-of-rating,Rating,Class
0,9,40000,4,0
60,2,40000,4,0
60,8,40000,4,1
80,4,40000,4,1
30,4,70000,4.5,0
60,8,40000,4,0
70,2,40000,4,0
70,8,40000,4,0
40,7,30000,4,0
60,2,40000,4.5,0
40,2,40000,4,0
40,4,40000,3.5,0
30,2,30000,4,0
50,5,30000,4,0
60,1,50000,4,0
40,1,40000,4,0
40,1,50000,4,0
30,4,50000,4,0
40,2,40000,4.5,0
20,5,30000,4,0
40,2,40000,4,0
40,4,50000,4,0
70,7,40000,4,0
40,1,40000,3.5,1
20,2,40000,4,0
50,2,50000,4,0
100,2,30000,4,0
30,4,50000,4,0
60,4,30000,4,0
50,2,40000,3.5,0
40,11,30000,4,0
30,4,40000,3.5,0
90,1,40000,3.5,0
50,4,50000,4,0
30,4,40000,3.5,0
700,6,30000,4,0
50,6,40000,3.5,0
50,2,40000,3.5,0
20,2,50000,4.5,0
10,2,30000,4.5,0
50,2,50000,4,0
60,2,40000,4,0
50,1,30000,4,1
0,5,30000,3.5,0
60,2,40000,4,0
50,2,40000,4.5,0
30,2,40000,4,0
30,9,40000,4,0
40,5,30000,4,0
100,1,40000,4,0
30,1,40000,4,0
20,1,40000,4,0
40,7,30000,4,0
200,4,30000,4.5,0
80,8,40000,4,0
800,2,40000,3.5,0
50,5,40000,4,0
20,1,40000,4,0
70,8,40000,4,0
50,2,40000,3,0
80,5,40000,4,0
50,4,40000,3.5,0
80,9,40000,4,1
100,1,40000,4,1
20,2,40000,4,0
100,5,40000,4,0
90,5,40000,4,0
70,1,40000,4,0
10,4,50000,4.5,0
10,4,20000,3.5,0
30,2,40000,4,0
100,5,30000,4,0
100,5,30000,4,1
100,7,40000,4,0
30,5,40000,4,0
30,4,30000,4,0
20,2,30000,4,0
90,2,40000,4,0
40,2,40000,4,1
30,1,40000,3.5,0
40,4,50000,4,0
300,6,40000,4,0
30,2,50000,4,0
80,2,30000,4.5,0
20,7,30000,4,0
20,2,50000,4.5,0
60,8,20000,4,0
30,4,30000,4,0
60,7,30000,4,0
30,6,20000,4,0
20,6,40000,4.5,0
60,5,40000,4,0
50,8,20000,4,0
50,6,20000,4,0
20,4,50000,4,0
20,1,40000,4,0
30,4,50000,4,0
40,2,40000,4.5,0
90,4,40000,4.5,0
10,7,30000,4,0
40,2,40000,4.5,0
70,2,30000,3.5,0
70,1,50000,4,0
50,1,40000,3.5,0
70,8,30000,4,1
50,8,30000,4,0
30,2,30000,4.5,0
90,4,30000,3.5,0
40,4,50000,4.5,0
40,4,30000,4,1
200,6,40000,4.5,1
40,1,40000,4,0
30,5,40000,4,0
20,4,50000,4,0
20,2,50000,4,0
40,2,50000,4,0
20,1,40000,4,0
70,4,30000,3.5,1
50,2,50000,4.5,0
40,2,30000,4,0
100,4,20000,3.5,1
90,2,30000,4,1
50,2,40000,4,0
50,1,40000,4,0
50,8,40000,4,0
70,2,50000,4,0
70,13,30000,3.5,0
50,2,50000,4,0
70,7,30000,4,0
20,1,30000,4,0
30,9,40000,4,0
30,6,30000,3.5,0
10,1,60000,4,0
70,8,40000,4,0
60,5,40000,4,0
70,4,40000,3.5,0
50,2,30000,4.5,0
40,4,50000,4,0
80,8,30000,4,0
60,2,40000,4,0
70,5,30000,3.5,0
40,8,30000,4.5,0
50,7,20000,4,0
100,2,30000,4,0
50,8,30000,4.5,0
80,1,40000,4,1
60,11,30000,4,0
60,1,40000,4,0
20,4,20000,4,1
40,7,40000,4,0
50,5,40000,4,0
30,2,30000,4,1
40,1,40000,4,0
100,5,10000,4,0
60,2,30000,4,0
80,5,30000,4,0
50,2,50000,4,0
10,4,30000,4,0
40,9,40000,4,1
30,2,40000,4,0
100,4,40000,4,0
40,5,30000,4,0
70,5,40000,4,0
70,4,50000,4,0
60,8,30000,4,0
70,2,40000,4,0
90,1,40000,4,0
60,9,30000,4,0
50,8,30000,4,0
10,9,40000,4,1
40,7,30000,3.5,0
10,1,50000,4,0
70,4,30000,4,0
40,1,40000,3.5,0
20,2,30000,4,0
30,6,30000,4,0
30,7,30000,4,0
70,4,40000,4,1
300,4,30000,4,1
50,1,40000,4,0
50,2,40000,4.5,0
50,5,40000,4,0
40,2,40000,4,0
30,1,20000,4.5,1
60,2,40000,4,0
60,4,40000,4,0
40,4,40000,3.5,0
40,1,50000,4.5,0
100,1,40000,4,0
40,2,40000,4,0
40,2,40000,4.5,0
40,5,30000,4,0
20,2,20000,4.5,0
80,5,30000,4,0
30,1,40000,4,0
20,2,40000,4,0
70,5,30000,4,0
10,2,30000,4.5,0
10,1,40000,4,0
20,10,30000,4,0
80,2,40000,4,0
30,2,30000,3.5,0
30,7,30000,4,0
40,4,50000,4,0
100,2,30000,3.5,0
50,2,30000,4.5,1
30,7,30000,4,0
60,4,30000,3.5,0
0,2,30000,4,0
40,2,40000,4,0
40,1,40000,4,0
30,5,40000,4,0
70,11,30000,4,1
40,2,50000,4,0
30,4,40000,4,0
50,5,30000,3.5,0
50,9,30000,4,0
40,1,40000,4,0
30,5,20000,4,0
40,1,40000,4,0
50,8,30000,4.5,0
30,5,30000,4.5,0
50,2,30000,4,0
100,8,30000,3.5,0
10,10,30000,4,0
100,4,30000,4,0
100,4,40000,4,1
50,4,30000,4,0
20,1,40000,4,0
30,2,40000,4.5,0
600,7,30000,4,0
50,1,40000,4,0
40,1,30000,3.5,0
200,4,30000,4,0
50,2,30000,4.5,0
80,2,40000,3.5,0
30,2,40000,4.5,0
60,4,30000,4,0
60,6,30000,4,0
30,4,30000,4.5,0
20,2,50000,4,0
90,8,30000,4.5,1
40,6,40000,3.5,0
60,2,40000,4.5,0
50,2,30000,3.5,0
60,2,30000,4,0
50,4,40000,4,0
60,11,30000,4,0
40,1,40000,4,0
500,4,40000,4,0
50,7,30000,3.5,0
40,2,40000,4,0
40,4,50000,4.5,0
10,1,30000,4.5,0
30,2,50000,4.5,0
40,1,30000,4,1
40,1,40000,3.5,0
40,8,30000,4.5,0
100,2,40000,4,0
70,1,30000,4.5,0
90,6,30000,4,0
50,1,40000,4,0
60,2,30000,4,0
70,5,40000,4,0
30,2,50000,4.5,0
30,4,30000,4,0
80,8,30000,4,1
40,1,40000,4,0
0,7,30000,4.5,0
60,1,40000,4,0
50,7,30000,4,0
20,2,30000,4.5,0
80,9,30000,4,0
40,1,40000,4,0
70,11,30000,4,0
60,4,30000,4,1
30,1,40000,4,0
60,2,40000,4,0
40,1,40000,3.5,0
50,1,40000,4,0
30,1,50000,4,0
40,5,40000,4,0
60,13,30000,4,0
300,2,40000,4,0
40,5,30000,4,0
50,2,30000,4,0
30,9,40000,4,0
60,4,30000,4,0
60,8,30000,4,0
30,1,50000,4,0
30,1,50000,4.5,0
30,2,50000,4.5,0
60,4,20000,4,0
70,2,40000,4,0
50,4,50000,4,0
600,4,30000,3.5,0
60,4,30000,4,0
20,4,50000,4,0
50,8,30000,4,0
70,7,30000,4,0
50,4,30000,3.5,0
20,1,40000,4,0
100,11,30000,3.5,0
40,4,30000,3.5,0
10,6,30000,4,0
30,7,30000,4,0
10,2,30000,4.5,0
20,4,40000,4.5,0
60,4,30000,4,0
10,4,50000,4.5,0
90,5,30000,4,0
30,2,40000,4,0
200,2,30000,4,0
40,6,30000,4,0
200,2,40000,3.5,0
700,10,30000,4,0
20,5,40000,3.5,0
30,10,30000,4,0
90,8,30000,4,0
0,1,30000,4.5,0
50,1,40000,4,0
30,1,30000,4,0
50,4,30000,3.5,0
80,5,40000,4,0
30,2,30000,3.5,0
200,9,30000,4,0
40,1,30000,4,0
40,1,40000,3.5,0
30,4,50000,4,0
50,4,30000,4,0
40,8,20000,4,0
60,2,40000,4,0
60,1,40000,4,0
30,2,40000,4,0
100,5,30000,4,0
100,2,30000,4,0
50,5,30000,4,0
40,12,40000,4,0
30,2,40000,4,0
30,5,30000,4,0
10,2,30000,4.5,0
10,2,30000,4,0
40,4,40000,4,1
20,1,50000,4.5,0
0,5,30000,4,0
30,5,40000,4,0
100,1,40000,4,0
70,6,20000,3.5,0
50,9,30000,4,0
70,5,30000,4,0
50,4,30000,4,0
70,7,30000,4,1
100,2,40000,3.5,0
90,7,30000,4,0
70,2,30000,4,0
20,7,30000,4,0
40,1,40000,3.5,0
100,4,30000,4,1
300,2,40000,4,0
40,2,40000,4.5,0
600,2,30000,4,1
10,4,40000,4.5,0
30,2,40000,4.5,0
60,1,40000,3.5,0
40,1,40000,3.5,0
200,6,30000,4,0
40,9,40000,4.5,0
70,2,30000,4,0
400,4,30000,4,1
70,1,40000,4,0
80,4,30000,3.5,1
60,6,30000,4.5,0
90,2,30000,4.5,0
10,1,30000,4.5,0
50,2,40000,4,0
60,4,30000,4,0
80,5,30000,4,0
40,7,30000,4,0
50,1,40000,4,1
10,9,30000,4.5,0
60,5,30000,4,0
40,2,30000,4,0
30,2,50000,4.5,0
100,15,30000,4,1
20,4,40000,4,0
100,5,40000,4,0
40,2,30000,4.5,1
50,7,30000,4,0
50,5,30000,4,0
30,5,40000,4,0
60,1,30000,4,0
50,4,50000,4,0
40,1,40000,4,0
70,2,30000,4,0
60,4,30000,3.5,0
50,4,30000,4,1
60,2,40000,4.5,0
30,1,50000,4,0
70,11,20000,4,0
100,2,30000,4.5,0
30,5,30000,4,0
100,2,30000,4,0
60,9,30000,4,0
10,6,30000,4,0
100,9,30000,4,0
20,2,50000,4,0
70,2,20000,3.5,0
30,6,30000,4,0
40,11,30000,4,0
70,4,30000,4,0
50,2,30000,4,0
200,1,50000,4,0
300,4,30000,4,0
30,4,30000,4.5,0
100,6,30000,3.5,0
60,4,30000,4,1
70,8,30000,4,0
30,1,40000,4,0
90,4,20000,3,0
40,2,20000,4.5,0
20,4,30000,4,1
20,4,50000,4.5,0
20,2,30000,4,0
70,4,40000,4.5,0
40,2,30000,4.5,0
70,5,20000,4,0
0,4,30000,3.5,0
40,1,30000,4.5,0
100,5,30000,4,0
80,16,30000,4.5,0
40,1,40000,4,0
80,5,30000,4,1
60,5,30000,4,0
80,8,30000,4,0
40,1,30000,4,0
30,1,40000,4,0
60,2,40000,4,0
50,8,30000,4.5,0
70,4,40000,4,0
100,9,30000,4,0
20,1,40000,4,0
70,5,30000,4,0
20,6,30000,4,0
40,2,30000,4.5,0
50,2,30000,4,0
50,1,50000,4,0
30,2,40000,4.5,0
30,7,30000,4,0
50,2,30000,4,0
40,4,30000,4,0
70,2,40000,4,0
60,4,40000,4.5,0
40,4,40000,4,0
20,1,40000,4.5,0
90,1,30000,4,0
30,2,30000,4,0
40,4,40000,4.5,0
40,8,30000,4.5,0
20,2,40000,4.5,0
40,4,40000,4,0
20,5,30000,3.5,0
30,2,30000,3.5,0
60,4,30000,3.5,0
90,1,30000,4,0
80,5,40000,4,0
100,5,30000,4,0
20,4,50000,4.5,0
60,2,40000,4,0
20,4,40000,4,0
60,7,30000,4,1
10,2,40000,4,0
40,4,30000,4,0
70,9,30000,3.5,0
30,1,40000,4,1
60,7,30000,4,0
30,4,20000,3.5,0
400,2,30000,4,0
90,4,30000,3.5,0
400,4,30000,3.5,0
70,4,30000,4,0
40,8,30000,4.5,0
30,4,40000,4.5,0
30,6,30000,4,0
20,6,30000,4,0
50,1,40000,4,0
80,5,30000,3.5,0
10,2,30000,4.5,0
40,2,40000,4,0
80,5,30000,4,0
30,2,30000,4,0
50,1,40000,4.5,0
200,5,40000,4,0
10,2,20000,4.5,0
20,4,50000,4,0
40,2,40000,4,0
50,1,30000,4.5,0
60,1,40000,4,1
40,5,30000,4,0
30,1,30000,4,1
20,1,40000,3.5,0
50,2,20000,4,0
60,5,30000,4,1
30,2,40000,4.5,0
70,1,30000,4,0
80,7,30000,4,0
30,2,40000,4.5,0
20,2,50000,3.5,0
50,7,30000,4,0
60,7,30000,4,0
30,2,30000,4.5,0
40,2,30000,4,0
40,4,30000,3.5,1
200,1,30000,4,1
30,5,30000,3.5,0
50,2,30000,4,0
500,4,30000,4,0
40,4,30000,4,0
70,4,30000,4,0
30,4,30000,3.5,0
10,2,40000,4,0
20,10,30000,3.5,0
100,5,20000,4,1
30,1,50000,4,0
50,8,30000,4,0
40,4,40000,4,0
10,2,30000,4.5,0
60,5,30000,3.5,0
40,9,20000,4,0
50,7,30000,4,0
50,2,50000,3.5,0
10,4,20000,3.5,0
70,5,30000,3.5,0
30,2,40000,4,0
10,2,30000,5,0
70,1,40000,4,0
80,5,30000,4,0
50,2,30000,4,0
20,2,30000,4.5,0
90,5,30000,4,0
70,2,30000,4,0
30,2,30000,4.5,0
70,1,30000,3.5,0
20,6,30000,3.5,0
0,1,30000,4,1
40,2,30000,4,0
10,4,20000,4,0
30,1,40000,3.5,0
30,4,30000,4,0
50,2,30000,4,0
20,5,30000,4.5,0
40,6,30000,4,0
60,4,20000,4.5,0
70,2,30000,4,0
60,10,20000,3.5,0
30,4,40000,4,0
50,2,30000,4,0
50,4,30000,4,0
40,6,30000,4,0
10,4,30000,4,0
50,2,40000,4.5,0
30,2,30000,4,0
40,1,30000,4,0
600,2,40000,4,0
20,2,30000,4,0
60,2,30000,4,0
50,5,20000,4,0
70,2,30000,4,0
40,2,30000,4,0
0,11,20000,4,0
40,2,40000,4,0
10,2,30000,4.5,0
30,1,40000,4,0
80,2,30000,4,0
90,5,30000,4,0
80,4,30000,3.5,0
100,2,30000,4,1
0,10,30000,3.5,0
0,2,30000,4.5,0
40,1,40000,4,0
60,1,20000,4,0
30,2,30000,3.5,0
40,7,30000,3.5,0
40,2,40000,4.5,0
30,1,40000,4,0
40,5,30000,4,0
20,4,30000,4,0
40,1,40000,4,0
40,1,30000,4.5,0
30,10,30000,4.5,0
50,2,40000,4,0
50,9,30000,3.5,0
20,2,30000,4.5,0
30,4,30000,3.5,0
60,1,30000,4.5,0
60,1,50000,4.5,0
300,4,30000,4,0
20,2,40000,4,0
30,2,30000,4.5,0
100,9,30000,4.5,0
20,2,30000,4,0
700,2,30000,4,1
50,5,30000,3.5,0
50,2,40000,4,0
60,4,30000,4,0
70,5,30000,4,0
90,5,30000,4,0
20,7,30000,4.5,0
70,2,30000,4,0
60,2,30000,3.5,0
60,2,30000,4,0
40,2,30000,4,0
50,6,40000,3.5,1
30,1,30000,4,0
100,5,30000,4,0
80,8,30000,4,0
10,9,30000,4,0
50,1,30000,4,0
200,1,30000,4.5,1
30,9,30000,4,0
20,1,40000,4,0
50,6,30000,3.5,0
50,9,30000,4,0
70,9,30000,4,0
700,4,20000,4,0
20,2,40000,4.5,0
700,6,30000,4,0
100,11,30000,4,0
40,4,40000,4.5,0
100,2,20000,3.5,0
20,4,50000,4,0
30,11,30000,4,0
50,4,30000,4,0
100,6,30000,4,0
70,1,40000,4,0
30,1,40000,4,0
30,5,20000,4,0
40,2,30000,4,0
100,5,30000,4,0
30,2,30000,4.5,0
30,2,30000,4.5,0
80,7,30000,4,0
200,12,30000,4,0
40,4,20000,4.5,0
90,4,30000,4,1
20,4,20000,3.5,0
100,2,30000,4,1
60,7,30000,4,0
30,4,40000,4.5,0
80,5,30000,3.5,0
90,2,30000,4,0
20,2,40000,4.5,0
100,8,20000,3.5,0
40,4,30000,4,0
20,1,40000,4,0
90,4,30000,3.5,1
60,2,40000,4,0
20,1,30000,4,0
70,8,30000,3.5,0
50,5,20000,4,0
40,1,30000,4,0
50,2,30000,4,0
0,4,50000,4,0
20,1,40000,4.5,0
50,10,20000,4,1
20,4,40000,4,0
40,10,20000,4,0
40,9,30000,4,0
30,1,30000,4,1
90,5,30000,4,0
30,1,20000,4,0
100,4,20000,3.5,1
20,1,40000,4,0
60,2,30000,4,0
20,1,50000,4,0
40,4,40000,4,0
10,4,20000,3.5,0
40,1,30000,4,0
90,9,30000,4,0
20,2,40000,4.5,0
70,11,30000,3.5,0
0,2,40000,4,0
40,2,40000,4,0
60,1,20000,3.5,0
10,4,30000,4,0
40,5,30000,4.5,0
30,5,30000,4,0
90,1,40000,3.5,0
20,2,40000,4,0
50,4,30000,4.5,0
50,5,30000,4,0
40,6,30000,3.5,0
700,9,30000,4.5,0
30,5,30000,4,0
100,4,30000,4,1
400,1,40000,4,0
40,5,20000,4,0
50,2,30000,4,0
20,2,40000,4.5,0
80,7,20000,4,0
50,6,30000,4,1
50,5,30000,4,0
70,5,30000,4,0
20,6,30000,4,0
50,7,30000,4,0
40,8,20000,4.5,0
20,2,30000,4,0
20,1,30000,4,1
40,2,20000,4,0
40,5,30000,4,0
80,10,30000,3.5,0
70,9,30000,3.5,0
30,2,30000,4.5,1
20,1,20000,4.5,0
60,9,30000,3.5,0
400,2,30000,4,0
30,2,20000,4.5,0
200,10,30000,4,0
60,1,30000,4,0
30,1,30000,3.5,0
60,7,30000,4,0
10,8,20000,4,0
20,11,30000,4.5,0
40,2,30000,4,0
60,5,20000,4,0
20,4,50000,4.5,0
30,2,40000,4,0
40,1,30000,4,0
40,2,30000,4,0
40,2,30000,4,0
90,4,30000,4,0
60,4,20000,4,0
10,4,30000,4,0
60,5,20000,4,0
700,4,20000,4,0
40,2,30000,4.5,0
50,2,40000,4,0
100,4,30000,4,0
60,7,30000,3.5,0
70,9,30000,4,0
30,4,40000,4,0
30,5,40000,3.5,0
60,4,30000,4,0
60,5,30000,4,0
100,1,30000,4,0
200,4,30000,4,1
10,9,30000,4,0
20,2,30000,4,0
30,2,50000,4,0
60,1,30000,4,0
10,7,40000,4,0
60,1,30000,4,0
60,1,50000,4.5,0
20,4,40000,4,0
20,11,20000,4,0
100,7,30000,4,1
50,2,30000,4,0
30,4,30000,4,1
50,2,20000,4,0
70,8,30000,4,0
30,2,30000,4.5,0
20,2,40000,4.5,0
70,5,30000,4,0
20,11,20000,3.5,0
10,2,30000,4.5,0
80,2,20000,4,0
50,7,30000,4,0
10,9,30000,4.5,0
30,10,30000,4,0
60,2,30000,4,0
20,6,30000,4,1
40,4,40000,4,0
60,6,30000,2.5,0
80,7,30000,3.5,1
40,5,20000,4,0
20,4,40000,4.5,0
20,10,30000,3.5,0
50,1,20000,4.5,0
30,4,40000,4,0
20,5,30000,4,0
80,7,30000,3.5,0
60,1,20000,4,0
30,2,30000,4,1
20,2,30000,4.5,0
60,1,40000,4,0
60,1,30000,4,0
40,4,30000,3.5,0
20,10,30000,4,0
70,8,20000,4,1
30,4,40000,4.5,0
50,7,30000,4,0
60,4,30000,3.5,0
0,17,30000,4.5,0
30,4,40000,4.5,0
80,2,30000,4,0
50,2,30000,4,0
50,10,30000,3.5,0
500,1,40000,4,0
70,7,20000,4,0
90,1,40000,4,1
90,2,20000,4,0
400,4,30000,4,0
100,10,20000,3.5,0
40,4,40000,4,0
200,6,30000,4,1
50,1,20000,4,0
60,2,20000,4,0
30,2,40000,4,0
700,11,30000,4.5,0
100,2,30000,4,0
20,2,30000,4.5,0
30,10,20000,4,0
30,10,20000,4,0
10,10,30000,4,0
80,7,20000,4,0
40,2,30000,4.5,0
10,2,20000,4,0
80,4,30000,4,0
30,4,40000,4.5,0
30,2,40000,4,1
50,4,30000,3.5,0
40,2,40000,4,0
50,5,30000,4,0
60,1,30000,4,0
40,2,30000,4,0
40,4,20000,4,0
40,2,40000,4,0
20,1,40000,4,0
20,10,30000,3.5,0
70,5,30000,4,0
80,8,20000,4,0
60,5,30000,4,0
60,5,30000,4,0
70,8,20000,3.5,0
10,5,30000,4,0
40,1,40000,3.5,0
40,2,30000,4.5,0
10,10,30000,5,0
10,2,30000,4,0
50,8,30000,3.5,1
40,7,30000,4,0
30,4,30000,4.5,0
30,4,30000,3.5,0
10,2,30000,4.5,0
20,2,30000,4,1
20,1,30000,4,0
90,2,30000,4,1
80,8,20000,4,0
30,2,30000,3.5,1
600,4,30000,3.5,1
100,6,30000,4,0
40,7,30000,4,0
100,11,10000,4,0
30,2,40000,4,0
10,4,40000,4,0
50,10,20000,4.5,0
20,4,30000,4,0
80,1,30000,4,0
80,5,30000,4,0
60,2,30000,4,0
30,1,30000,4,0
60,4,20000,3.5,0
70,1,30000,3.5,1
10,17,30000,4.5,0
70,8,20000,4,0
30,2,30000,4.5,0
10,17,30000,4.5,1
30,2,40000,4.5,0
50,1,30000,4,0
30,1,40000,4.5,0
20,4,40000,4.5,0
60,8,30000,4,1
30,7,20000,4,0
50,8,30000,4.5,0
20,7,30000,4,0
30,2,40000,4.5,0
400,4,30000,3.5,0
20,2,30000,4.5,0
40,4,20000,4,1
20,1,30000,4.5,0
90,5,30000,3.5,0
40,5,30000,3.5,0
50,9,30000,4,1
40,1,40000,4,0
80,8,30000,4.5,0
10,8,20000,4,0
20,6,10000,4,0
30,5,20000,4,0
60,2,20000,4.5,0
60,2,30000,4.5,0
300,6,30000,4,0
600,6,30000,4,0
70,4,30000,3.5,0
50,2,40000,4,0
80,6,20000,4,1
40,2,40000,4,0
90,5,30000,4,0
20,4,40000,4,0
90,4,30000,4,0
70,8,20000,4,0
40,4,30000,4.5,0
40,1,30000,3.5,0
60,2,30000,4,0
60,5,30000,4,0
40,1,20000,4,0
100,4,30000,4,0
10,9,30000,4,0
30,1,30000,4,0
100,8,20000,4,0
20,1,30000,4,0
50,4,20000,4.5,0
30,1,40000,4,0
20,2,30000,4.5,0
20,1,20000,4,0
30,2,30000,4,0
30,2,30000,4,0
40,4,30000,3.5,0
70,4,20000,3.5,0
50,2,30000,4.5,0
40,4,40000,4.5,0
40,17,30000,4,0
10,9,30000,4,0
10,2,30000,4.5,0
30,6,30000,4,1
50,2,40000,4.5,0
40,2,30000,4,0
50,5,30000,4,0
100,1,20000,4,1
40,2,30000,4,0
60,5,30000,4,0
60,5,30000,4,0
20,4,30000,4.5,0
40,4,20000,4,0
20,4,30000,4,0
10,1,40000,4.5,0
70,8,30000,4,1
100,5,20000,4,0
10,2,20000,4.5,0
100,7,30000,4,0
50,9,20000,4,0
100,5,20000,3.5,1
20,2,30000,4,1
0,2,30000,4.5,1
70,8,20000,3.5,1
100,11,30000,4,1
0,2,30000,4.5,0
30,4,20000,4,0
50,2,30000,4,0
20,2,30000,4.5,0
50,1,30000,4,0
40,7,40000,4.5,0
30,2,30000,4,0
40,4,30000,4.5,0
90,9,20000,3.5,1
40,1,30000,4,0
10,2,20000,4.5,0
80,8,30000,4,0
40,1,30000,4.5,0
20,4,30000,4,0
80,8,20000,4,0
60,5,30000,3.5,0
30,1,40000,4,0
30,5,20000,4,0
20,1,30000,3.5,0
50,8,20000,4,0
40,8,20000,4.5,0
30,6,30000,3.5,0
40,11,20000,3.5,0
60,7,20000,4,0
30,1,30000,3.5,0
10,4,20000,4,0
80,6,20000,3.5,0
30,1,40000,4.5,0
60,4,20000,4,0
80,7,30000,4,0
10,1,30000,4.5,0
80,2,20000,3.5,1
20,2,30000,4.5,0
700,9,30000,3.5,1
30,4,40000,4,0
50,5,30000,4,0
90,4,20000,4,0
50,9,30000,4,0
70,9,30000,4,0
60,5,30000,4,0
80,9,30000,4,0
80,5,30000,4,0
0,9,30000,4,0
40,9,30000,4.5,0
40,1,30000,4,0
20,6,30000,4,0
50,2,20000,4,0
20,2,40000,4.5,0
30,1,30000,4,0
10,9,30000,4.5,0
70,2,30000,4,0
20,2,40000,4.5,0
40,7,30000,4.5,0
20,10,30000,4,0
50,5,20000,4,0
80,5,40000,4.5,0
20,2,30000,4,0
70,2,30000,4,0
30,5,20000,4.5,0
80,6,20000,4,0
60,5,30000,4,0
30,1,30000,4,0
40,1,20000,4,0
40,2,40000,4,0
500,2,30000,4,1
60,2,30000,4,0
10,10,30000,4,0
40,2,30000,4.5,0
70,2,30000,4,0
30,4,40000,4,0
50,4,30000,4.5,0
50,8,20000,4,0
10,1,30000,4,0
40,8,20000,4,0
40,11,30000,4,0
40,5,20000,4,0
30,1,30000,3.5,0
30,5,20000,4,0
50,1,20000,4.5,0
20,2,30000,4,0
90,5,20000,4,0
70,8,20000,4,0
20,1,40000,4.5,0
10,4,30000,4,0
30,4,30000,4,0
50,6,20000,3.5,1
80,8,30000,4,0
70,2,30000,4,0
40,4,40000,4.5,0
30,1,40000,4.5,0
30,4,30000,4,0
30,1,30000,4,0
30,4,40000,4,0
20,1,30000,4,0
70,4,30000,4,0
50,5,20000,3.5,0
60,10,20000,3.5,0
100,5,30000,4,0
50,1,30000,4,0
30,6,20000,4.5,0
50,4,30000,4,0
30,2,40000,3.5,0
20,2,40000,4,0
90,5,30000,4,0
20,4,30000,3,0
60,10,30000,4,1
40,1,30000,4,0
60,4,30000,4,0
40,2,30000,4,0
60,7,30000,4,0
20,10,40000,4.5,0
40,1,30000,3.5,1
50,4,30000,4.5,0
10,1,30000,4,1
70,6,30000,4,0
40,4,20000,3.5,0
100,5,30000,3.5,1
60,6,30000,4,0
50,4,30000,4,0
20,1,30000,4,0
20,5,20000,4,0
50,2,30000,4,0
60,1,30000,4,0
30,4,40000,4.5,0
200,2,20000,4,0
200,1,40000,4,0
70,5,30000,4,0
10,4,30000,4,0
50,4,40000,4,0
40,2,30000,4,0
50,1,20000,4,0
30,4,30000,3.5,0
100,6,20000,4,0
40,5,20000,4,0
30,7,30000,4,0
60,6,30000,4,0
20,9,20000,4.5,0
40,2,30000,4,0
20,1,30000,4,0
100,4,20000,4.5,0
50,9,30000,4,0
30,2,30000,4,0
50,9,30000,3.5,1
60,8,20000,4,0
30,4,30000,4.5,0
40,4,20000,4.5,0
100,6,20000,4.5,0
30,1,30000,4.5,0
30,10,30000,3.5,0
50,4,30000,4,0
20,1,30000,4,0
80,9,30000,3.5,0
40,2,30000,4,0
70,13,20000,4,0
80,2,20000,4.5,0
40,11,20000,4,0
20,1,40000,4,0
10,2,30000,4,0
80,8,20000,4,0
40,5,30000,4,0
600,6,30000,4,1
70,11,20000,3.5,0
30,6,30000,4.5,0
20,11,20000,4.5,0
50,6,20000,4,0
30,4,20000,4,0
30,1,40000,4,0
70,5,30000,4,0
50,5,30000,4,0
20,11,20000,4,0
80,2,30000,4,1
30,4,20000,3.5,0
10,6,20000,4,0
50,6,20000,4,1
80,9,20000,4,0
90,5,30000,4,0
10,2,30000,4,0
40,2,30000,4,0
100,2,20000,4,1
30,1,30000,4.5,0
20,4,20000,4,0
40,8,20000,4,0
50,2,30000,4.5,0
20,1,40000,4,0
50,5,30000,4,0
10,2,20000,4,0
90,7,30000,4,0
80,5,20000,3,0
30,4,40000,4,0
10,2,20000,4.5,0
100,5,20000,4,0
60,1,30000,4.5,0
50,4,40000,4.5,0
20,4,20000,4,0
10,5,20000,4,0
50,2,30000,4.5,0
20,2,20000,4.5,0
40,2,40000,4,0
30,1,30000,4,0
30,1,30000,4,0
20,4,20000,3.5,0
20,1,20000,4,1
30,11,20000,4,0
100,2,10000,4,0
40,6,30000,3.5,0
70,4,30000,3.5,0
30,2,30000,4,0
40,2,30000,4.5,0
40,9,20000,4,0
40,1,30000,4.5,0
600,6,30000,4,0
50,4,20000,3.5,0
80,2,20000,4,0
20,1,30000,4,0
20,4,40000,4,0
60,4,20000,3,0
20,2,30000,4,0
30,5,30000,4,0
10,2,30000,4,0
100,1,30000,4,0
200,7,20000,4,0
50,2,30000,3.5,0
80,2,20000,4.5,0
40,2,20000,4,0
40,1,30000,3.5,0
50,5,30000,4,0
10,4,40000,4,0
20,1,30000,4,0
100,5,30000,4,0
40,7,20000,4.5,0
70,5,30000,4,0
20,1,40000,4,0
50,6,20000,4,0
30,4,30000,4,0
30,2,30000,4,0
10,4,30000,4,0
20,1,30000,3.5,0
50,7,30000,4,0
50,1,30000,4,0
30,1,20000,4,0
0,1,20000,4.5,0
20,10,20000,3,0
70,8,20000,4,0
0,9,20000,4,0
50,1,30000,4,0
10,1,20000,4.5,0
30,2,30000,4.5,0
10,4,20000,3,0
10,10,20000,4.5,0
30,7,30000,4,0
50,5,20000,4,0
20,7,30000,4,0
40,4,20000,3.5,0
60,1,30000,4,0
0,17,30000,4,0
40,11,20000,4,0
