rating,Genre,ratings_count,adapted
4,fantasy,30926,no
4,romance,22577,yes
3,comedy,18204,no
4,mystery,19429,no
4,fantasy,27521,no
4,young adult,24796,no
4,sci-fi,7905,no
4,#N/A,18688,yes
4,thriller,18791,no
4,#N/A,21776,no
4,young adult,16579,no
4,romance,16698,no
4,mystery,24658,no
4,romance,14300,no
5,young adult,19555,no
4,mystery,21486,no
4,romance,22861,no
4,fantasy,18305,no
4,thriller,18761,no
4,fantasy,22157,no
4,thriller,16294,no
4,romance,32709,no
4,romance,18120,no
4,drama,21977,no
4,fantasy,29556,no
4,fantasy,15946,no
4,mystery,16005,no
4,thriller,17173,no
4,fantasy,22466,no
4,romance,33026,no
4,fantasy,19896,no
4,mystery,20932,no
4,fantasy,27848,no
4,fantasy,19222,no
4,horror,19586,no
4,#N/A,17964,no
4,sci-fi,25824,no
4,young adult,21138,no
3,comedy,15708,no
4,romance,17121,no
4,young adult,26657,no
4,young adult,23327,yes
4,horror,18314,no
4,#N/A,19359,no
4,fantasy,21047,no
4,#N/A,18053,no
4,romance,19806,no
4,fantasy,21209,no
4,#N/A,18254,no
4,romance,30304,no
4,#N/A,23396,no
4,thriller,19171,no
4,crime,19468,no
4,young adult,25913,no
4,crime,16933,no
4,fantasy,24650,yes
4,#N/A,19492,no
4,young adult,19786,no
4,fantasy,20039,no
3,comedy,16553,no
4,romance,17155,no
4,#N/A,22046,no
4,mystery,24115,no
4,romance,19471,no
4,fantasy,20185,no
4,thriller,14302,no
4,thriller,11685,no
4,fantasy,22788,no
4,young adult,22946,yes
4,mystery,23448,no
4,mystery,18214,no
4,drama,18492,yes
4,drama,7886,no
4,mystery,26160,no
4,#N/A,26004,no
4,comedy,19358,no
4,#N/A,18655,no
4,drama,18914,no
4,fantasy,22339,no
4,fantasy,18402,no
4,young adult,25849,no
4,sci-fi,19773,no
4,fantasy,19901,no
4,romance,16337,no
4,#N/A,18303,no
4,#N/A,21619,no
4,romance,19149,no
4,young adult,21822,no
4,fantasy,27948,no
4,mystery,20932,no
4,fantasy,20889,no
4,romance,17015,no
4,romance,20867,no
4,romance,20278,no
3,romance,15668,no
3,fantasy,21794,no
4,fantasy,20847,no
4,young adult,19981,no
4,horror,19852,no
4,#N/A,21343,no
4,fantasy,28322,no
4,fantasy,21691,no
4,drama,21061,no
4,romance,28493,no
4,romance,21210,no
3,romance,16479,no
4,#N/A,22965,no
4,thriller,20410,no
4,#N/A,17065,no
4,mystery,24366,yes
4,mystery,21668,no
4,#N/A,18340,no
4,#N/A,18458,no
4,thriller,20297,no
4,romance,17657,no
4,#N/A,17310,no
4,mystery,18529,no
4,mystery,20727,no
4,fantasy,24055,no
4,fantasy,24506,no
4,romance,28315,no
4,mystery,19284,no
4,#N/A,17128,no
4,young adult,23310,no
4,romance,38673,no
4,young adult,18260,no
4,fantasy,23498,no
4,romance,18203,no
4,fantasy,24495,no
4,horror,18310,no
4,#N/A,17684,no
4,#N/A,21078,no
4,young adult,24077,no
4,fantasy,19562,no
4,#N/A,15597,no
4,young adult,26259,no
4,mystery,19416,yes
4,young adult,26347,no
4,mystery,16917,no
4,young adult,23298,no
4,drama,16535,no
4,young adult,18375,no
4,mystery,16765,no
4,young adult,22637,no
4,mystery,23416,no
4,mystery,25093,no
4,crime,14717,no
4,mystery,27905,no
4,fantasy,15497,no
4,drama,14860,no
4,fantasy,20745,no
4,young adult,29460,no
4,fantasy,25473,no
4,romance,19655,no
4,#N/A,21260,yes
4,thriller,19323,no
4,young adult,21137,no
4,drama,15499,no
4,sci-fi,21683,yes
4,fantasy,21554,no
4,comedy,15513,no
4,drama,18441,no
4,#N/A,17668,no
4,young adult,25064,no
4,thriller,16502,no
4,romance,24753,no
4,romance,30597,no
4,romance,23812,no
4,mystery,17413,no
4,young adult,20551,no
4,fantasy,19620,no
4,#N/A,16792,no
4,young adult,19100,no
4,#N/A,16485,no
4,fantasy,19609,no
4,sci-fi,20177,no
4,sci-fi,19032,no
4,horror,43490,no
4,fantasy,23042,yes
4,#N/A,15555,no
4,mystery,20029,no
3,young adult,21910,no
4,fantasy,21740,no
4,mystery,16853,no
4,#N/A,17375,no
4,crime,16509,no
4,thriller,16974,no
4,romance,16494,yes
4,young adult,23412,no
4,romance,20345,no
3,#N/A,17837,no
4,mystery,17481,no
4,young adult,26266,yes
4,mystery,21548,no
4,mystery,18306,no
4,fantasy,26388,no
4,fantasy,17106,no
3,#N/A,17837,no
4,drama,21394,no
4,romance,32013,no
4,romance,20948,no
4,romance,25472,no
4,fantasy,22537,no
4,sci-fi,20415,no
4,crime,18716,no
4,mystery,15063,no
4,thriller,15292,no
4,romance,23459,no
4,young adult,22368,no
4,young adult,22262,no
4,fantasy,20291,no
4,young adult,21410,no
4,mystery,20176,no
4,fantasy,18430,no
4,romance,24354,no
4,romance,26144,no
4,horror,22505,no
4,young adult,22181,no
4,mystery,20457,no
4,romance,10309,no
4,mystery,19777,no
4,young adult,29333,no
4,#N/A,16369,no
4,#N/A,18792,yes
4,mystery,18799,no
4,#N/A,15306,no
4,mystery,18044,no
4,fantasy,20936,no
4,sci-fi,16252,no
4,romance,11707,no
4,young adult,19139,no
4,horror,16431,no
4,mystery,21892,no
4,romance,12345,yes
4,romance,21901,yes
4,fantasy,14318,no
4,mystery,20168,no
4,fantasy,19251,no
4,mystery,21880,no
4,fantasy,20264,no
4,romance,34766,no
4,romance,17709,yes
4,mystery,24162,yes
4,mystery,21376,yes
4,sci-fi,21388,no
4,romance,18257,no
4,fantasy,21366,no
4,thriller,19287,no
4,fantasy,26844,no
4,#N/A,17787,no
4,fantasy,20661,no
4,romance,27704,no
4,horror,14213,no
4,drama,15635,no
4,fantasy,27293,no
4,young adult,21797,no
4,young adult,32490,no
4,comedy,16922,no
4,comedy,16954,no
4,fantasy,29747,no
4,romance,21311,no
4,romance,24613,no
4,fantasy,20877,no
4,fantasy,23232,no
4,drama,17129,yes
4,thriller,18616,no
4,#N/A,17937,no
4,mystery,12823,no
4,romance,30993,no
4,mystery,21975,no
4,mystery,19019,no
4,fantasy,17410,yes
4,young adult,21089,no
4,romance,32132,no
4,mystery,24958,no
4,romance,30299,no
4,sci-fi,22207,no
4,romance,15888,no
4,fantasy,27918,no
4,mystery,26075,no
4,young adult,18505,no
4,romance,27915,no
4,fantasy,23015,no
4,#N/A,18321,no
4,sci-fi,22220,no
4,fantasy,18902,no
4,young adult,13042,no
4,young adult,22480,no
4,fantasy,14612,no
4,fantasy,12885,no
4,drama,18392,no
4,horror,21746,no
4,drama,19325,no
4,young adult,27823,no
4,mystery,16631,no
4,sci-fi,20685,no
4,young adult,23154,no
4,young adult,29922,no
4,horror,20694,no
4,mystery,15957,no
4,romance,32611,no
4,romance,15919,yes
4,young adult,22291,no
4,young adult,18862,no
4,thriller,19102,no
4,romance,19635,no
4,fantasy,22206,no
4,horror,21488,no
4,fantasy,21461,yes
4,mystery,18248,no
5,comedy,19143,no
4,#N/A,15601,no
4,horror,16063,no
4,crime,16892,no
4,drama,18220,yes
4,#N/A,18139,no
4,fantasy,19443,no
4,fantasy,16032,no
4,#N/A,18056,no
4,romance,19614,no
4,fantasy,15946,no
4,romance,30249,no
4,romance,27691,no
4,romance,19585,no
4,young adult,27399,no
4,mystery,13714,no
4,young adult,25001,no
4,fantasy,26291,no
4,crime,18395,no
4,crime,15387,no
4,fantasy,17782,no
4,#N/A,15817,no
4,fantasy,19866,no
4,fantasy,15848,no
3,mystery,21093,no
4,fantasy,22802,no
4,romance,17708,no
4,#N/A,16200,no
4,thriller,16466,no
4,drama,16490,no
4,young adult,18380,no
3,thriller,14947,no
4,mystery,24842,no
4,crime,9337,no
4,romance,14555,yes
3,mystery,19079,no
4,fantasy,18785,no
4,fantasy,13221,no
4,young adult,19795,no
4,romance,19180,no
4,fantasy,20748,no
4,romance,27343,no
4,fantasy,11551,no
4,romance,20981,no
3,romance,20464,no
4,romance,24363,no
4,fantasy,21961,yes
4,sci-fi,18019,no
4,#N/A,11957,no
4,sci-fi,9815,no
4,drama,21440,no
4,#N/A,16775,no
4,fantasy,33348,no
4,young adult,21278,no
4,thriller,18413,no
4,young adult,30934,no
4,mystery,23089,no
4,romance,27854,no
4,fantasy,22268,no
4,romance,31616,no
4,young adult,19679,no
4,#N/A,17000,no
4,#N/A,15738,no
4,romance,18869,no
4,young adult,21707,no
4,romance,33606,no
4,fantasy,20438,no
4,#N/A,16719,no
4,#N/A,13423,no
4,crime,12653,no
4,romance,24398,no
4,young adult,29043,no
4,young adult,22311,no
4,#N/A,14491,no
4,young adult,20198,no
4,mystery,20962,no
4,fantasy,17920,no
4,mystery,18504,no
4,young adult,17602,no
4,#N/A,16078,no
4,fantasy,25432,no
4,fantasy,18235,no
4,crime,14495,no
4,horror,21402,no
4,fantasy,18060,no
3,mystery,20534,no
4,horror,20511,no
4,young adult,18793,no
4,fantasy,26783,no
4,thriller,25188,no
4,romance,17318,no
4,sci-fi,19685,no
4,mystery,22505,no
4,romance,26073,no
4,fantasy,21200,no
4,mystery,15851,no
4,fantasy,23852,no
4,horror,19838,no
3,romance,18306,no
4,fantasy,17381,no
4,fantasy,17613,no
4,young adult,20593,no
4,mystery,13353,no
4,fantasy,20227,no
4,fantasy,22062,no
4,horror,16485,no
4,thriller,18628,yes
4,mystery,19848,no
4,#N/A,17411,no
4,fantasy,26456,no
4,sci-fi,19500,no
3,fantasy,14364,no
4,mystery,16625,no
4,young adult,21728,no
4,fantasy,18513,no
4,young adult,23840,no
4,romance,27639,no
4,romance,27065,no
4,#N/A,15410,no
4,sci-fi,17305,no
4,#N/A,18648,no
4,fantasy,24032,no
4,fantasy,20720,no
4,sci-fi,15643,no
4,sci-fi,20511,no
4,fantasy,19242,no
4,fantasy,30604,no
4,#N/A,19447,no
4,fantasy,16304,no
4,#N/A,15323,no
4,mystery,19812,no
4,young adult,23711,no
4,fantasy,18244,no
4,mystery,24839,no
4,sci-fi,23197,no
4,young adult,17070,no
3,sci-fi,19072,no
5,fantasy,18667,no
4,young adult,29444,no
4,#N/A,16617,no
4,fantasy,24526,no
3,romance,19300,no
4,#N/A,18982,yes
4,young adult,19508,no
4,disney,20021,no
4,fantasy,21322,no
4,young adult,15956,no
4,mystery,20535,yes
3,romance,15604,yes
4,sci-fi,20217,no
4,fantasy,19206,yes
4,comedy,17448,yes
4,mystery,18827,yes
4,young adult,27655,no
4,romance,17886,no
4,young adult,20236,no
4,crime,14451,no
4,young adult,16340,no
4,mystery,19985,no
4,sci-fi,19916,no
4,sci-fi,18373,no
4,romance,17350,no
4,#N/A,16810,no
4,fantasy,25388,no
4,mystery,17459,no
4,young adult,28944,no
4,#N/A,16117,no
4,romance,12984,no
4,romance,25533,no
5,#N/A,16863,no
4,#N/A,15611,no
4,#N/A,15832,yes
4,mystery,10894,no
4,fantasy,22533,no
4,sci-fi,20260,no
4,romance,16488,yes
4,young adult,28104,no
4,comedy,20587,no
3,romance,18445,yes
4,romance,17168,no
4,#N/A,17170,no
4,fantasy,21889,yes
4,horror,26468,no
4,fantasy,19502,no
3,young adult,22687,no
4,drama,17126,no
4,young adult,15505,no
4,#N/A,16862,no
4,fantasy,21731,no
4,mystery,16405,no
4,romance,17173,no
4,fantasy,23951,no
4,#N/A,19816,no
4,fantasy,25532,no
4,sci-fi,18822,no
4,young adult,27057,no
4,young adult,22257,no
4,#N/A,19040,no
5,fantasy,24718,no
4,young adult,23306,no
3,#N/A,15614,no
4,mystery,17871,no
4,fantasy,17345,no
4,fantasy,26325,no
4,romance,23833,no
4,fantasy,20914,no
4,#N/A,14748,no
4,fantasy,24006,no
4,fantasy,18896,no
3,fairy-tales,17667,no
4,mystery,24206,yes
4,#N/A,15378,no
3,sci-fi,17333,no
4,#N/A,15950,no
4,#N/A,17205,no
4,mystery,13563,no
4,thriller,15345,no
4,#N/A,20935,no
4,sci-fi,16818,no
4,romance,31260,no
4,romance,17917,no
4,sci-fi,19074,no
4,fantasy,21007,no
4,drama,16975,no
4,romance,23925,no
4,fantasy,14513,no
4,fantasy,15373,no
4,young adult,23180,no
4,fantasy,14769,no
4,young adult,21129,no
4,drama,19113,no
4,fantasy,17617,no
4,sci-fi,18015,no
4,young adult,21478,no
4,thriller,17813,yes
4,fantasy,23613,no
4,thriller,18945,yes
4,fantasy,23010,no
4,romance,24000,no
4,fantasy,24972,no
4,young adult,16153,no
4,#N/A,16790,no
4,#N/A,13035,no
4,romance,16757,no
4,romance,13927,no
4,young adult,20411,no
4,#N/A,13643,no
4,#N/A,14953,yes
4,young adult,16861,no
4,young adult,15231,no
4,romance,32046,no
4,young adult,23877,no
4,suspense,12183,no
4,drama,15443,no
4,mystery,13479,no
4,#N/A,14538,no
4,fantasy,21364,no
4,horror,19431,no
4,young adult,21813,no
4,romance,30690,no
4,mystery,16744,no
4,mystery,19384,no
4,fantasy,20460,no
4,sci-fi,17843,no
4,#N/A,14545,no
4,romance,16224,no
4,young adult,23780,no
3,young adult,17393,no
4,fantasy,28133,no
4,young adult,21249,no
4,young adult,11719,no
4,romance,15844,no
4,romance,18553,no
4,horror,17583,yes
4,thriller,16810,no
4,comedy,13892,no
4,#N/A,16326,no
4,fantasy,25138,no
4,horror,13482,no
4,mystery,18708,no
4,#N/A,13358,no
4,young adult,25788,no
4,young adult,26286,no
4,young adult,25217,no
4,young adult,21823,no
4,fantasy,22865,no
4,young adult,13859,no
4,fantasy,12396,no
4,#N/A,15619,no
4,#N/A,18477,no
4,young adult,19326,no
4,fantasy,19334,no
4,mystery,26178,no
4,young adult,24920,no
4,mystery,18542,no
4,fantasy,20569,no
4,romance,26102,no
4,fantasy,19634,no
4,mystery,19618,no
4,sci-fi,17388,no
4,horror,19276,no
4,mystery,17950,no
4,mystery,18578,no
4,comedy,20022,no
4,fantasy,27278,no
4,mystery,24511,no
4,romance,28533,no
4,drama,14350,no
4,fantasy,18260,no
4,mystery,17797,no
4,romance,19771,no
4,crime,17384,no
4,mystery,14635,no
4,comedy,19423,no
4,thriller,17064,no
4,romance,23604,no
4,fantasy,17078,no
4,#N/A,15113,yes
4,thriller,15606,no
4,young adult,20076,yes
4,romance,21687,yes
4,mystery,17637,no
4,#N/A,16184,no
4,romance,11196,no
4,#N/A,15647,no
4,young adult,23764,no
4,fantasy,29063,no
4,romance,19033,no
4,mystery,18990,no
4,fantasy,21214,no
4,#N/A,15647,no
4,sci-fi,16181,no
4,young adult,25531,no
4,drama,20594,no
4,young adult,21629,no
4,young adult,17343,no
4,romance,13677,no
4,young adult,23732,no
4,#N/A,16769,no
4,romance,27097,no
4,romance,26597,no
4,mystery,18833,no
4,#N/A,16044,no
4,thriller,15491,no
4,drama,10961,no
4,young adult,18551,no
4,romance,15560,no
4,fantasy,18356,no
4,romance,32332,no
3,drama,16558,no
4,mystery,14518,no
4,thriller,19904,no
4,fantasy,30703,no
4,fantasy,18879,no
4,romance,18287,no
4,mystery,14725,no
4,sci-fi,17200,no
4,thriller,19704,no
4,fantasy,18649,no
4,romance,29920,no
4,young adult,27353,no
3,mystery,19406,no
4,horror,18113,no
4,horror,17338,no
4,#N/A,14574,no
4,romance,24978,no
4,romance,16364,no
4,young adult,20607,no
4,sci-fi,14525,no
4,fantasy,22312,no
4,horror,17688,no
4,#N/A,20807,no
4,fantasy,25947,no
5,comedy,18641,no
4,horror,21582,no
4,fantasy,21267,no
4,young adult,24398,no
4,romance,28253,no
4,mystery,19223,no
4,sci-fi,20974,no
4,romance,18706,no
4,mystery,22383,no
4,young adult,19461,no
4,fantasy,18297,no
4,sci-fi,16273,no
4,comedy,17033,no
4,#N/A,17181,no
4,romance,27201,no
3,mystery,18260,no
4,romance,18466,no
4,young adult,21247,no
4,fantasy,22634,no
4,fantasy,20016,no
4,romance,23983,no
4,fantasy,19267,no
4,romance,16338,no
4,comedy,16181,no
4,#N/A,16792,no
4,horror,15031,no
4,#N/A,14600,no
4,thriller,15374,no
4,romance,27833,no
4,fantasy,25340,no
4,#N/A,13765,no
4,romance,26939,no
4,horror,17581,no
4,horror,18878,no
4,romance,14135,no
4,drama,18307,no
4,crime,16162,no
4,drama,16201,no
4,mystery,15021,no
4,romance,17729,no
4,mystery,15318,no
4,young adult,21952,no
4,young adult,17887,no
4,crime,15344,no
4,mystery,16094,no
4,comedy,17541,no
4,romance,17016,yes
4,drama,16501,yes
4,romance,10166,no
4,drama,17524,no
4,sci-fi,16099,no
4,romance,18998,no
4,fantasy,22964,no
4,mystery,18168,yes
4,crime,18997,no
4,romance,21136,no
4,young adult,22014,no
4,#N/A,12639,no
4,romance,33220,no
4,mystery,21646,no
4,#N/A,22022,no
4,mystery,21892,no
4,mystery,18462,no
4,#N/A,16487,no
4,romance,26888,no
4,fantasy,22992,no
4,romance,24117,no
4,#N/A,11981,no
4,romance,17024,no
4,romance,21426,no
4,mystery,14886,no
4,romance,29612,no
4,young adult,23911,no
4,fantasy,15102,no
4,mystery,18592,no
4,thriller,18399,no
4,mystery,17357,no
4,#N/A,15870,no
4,young adult,20524,no
4,romance,28341,no
4,young adult,24612,no
4,fantasy,19503,no
4,young adult,23300,no
4,#N/A,17102,no
4,#N/A,18546,no
4,mystery,21207,no
4,sci-fi,16330,no
4,romance,17853,no
4,mystery,22311,no
4,mystery,14491,no
4,#N/A,14013,no
4,fantasy,17128,no
4,fantasy,16539,no
4,thriller,16142,no
4,horror,19683,no
4,#N/A,13531,no
4,sci-fi,16389,no
4,romance,25508,no
4,mystery,15460,no
4,mystery,15625,no
4,mystery,16879,no
4,fantasy,18194,no
4,#N/A,16680,no
4,fantasy,17938,no
4,fantasy,24148,no
4,sci-fi,16318,no
4,fantasy,17694,no
4,romance,14571,no
4,crime,14275,yes
4,young adult,24203,no
4,young adult,14511,no
4,romance,16303,no
4,mystery,14434,no
4,comedy,15888,no
4,romance,14167,no
4,fantasy,18594,no
4,romance,17413,no
4,fantasy,28950,no
4,comedy,16604,no
4,drama,13206,no
4,drama,14830,no
4,young adult,15096,no
4,#N/A,14890,no
4,drama,17002,no
4,crime,16074,no
4,thriller,17489,no
3,romance,12690,no
4,fantasy,16106,no
4,young adult,17706,no
3,romance,13225,no
4,romance,26598,no
4,#N/A,8516,no
4,young adult,23695,no
4,#N/A,17271,no
4,sci-fi,16484,no
4,thriller,18403,no
4,#N/A,17192,no
4,romance,18903,yes
4,disney,14811,yes
3,young adult,15769,no
4,romance,29239,no
4,fantasy,23191,no
4,young adult,18279,no
4,crime,14609,no
4,young adult,18438,no
4,comedy,20480,no
4,mystery,17399,no
4,romance,15008,no
4,romance,23060,no
4,young adult,24570,no
4,horror,5168,no
4,fantasy,19122,no
4,fantasy,18809,no
4,young adult,19171,no
4,mystery,16821,no
4,fantasy,16663,no
4,romance,20813,no
4,drama,17378,no
4,romance,16183,no
4,thriller,17309,yes
4,romance,16205,no
4,romance,16190,no
4,fantasy,21544,no
4,thriller,16616,no
4,fantasy,28656,no
4,#N/A,16134,no
4,romance,10427,no
4,horror,16637,no
4,fantasy,22274,no
4,romance,25116,no
4,thriller,17425,no
3,romance,15456,no
4,fantasy,17930,no
4,sci-fi,12969,no
5,fantasy,16474,no
4,fantasy,26108,no
4,thriller,17293,yes
4,young adult,24936,no
4,mystery,18168,no
4,young adult,20566,yes
4,fantasy,27311,no
4,#N/A,15249,no
4,thriller,8828,no
4,horror,18479,no
4,fantasy,17260,no
4,#N/A,15362,no
4,thriller,16528,no
4,#N/A,17335,no
4,romance,26188,no
4,horror,18636,no
4,mystery,17996,no
4,mystery,16833,no
4,#N/A,14734,no
4,horror,18655,no
4,romance,13539,no
4,horror,18343,no
3,mystery,16412,no
4,mystery,17604,no
4,romance,12527,no
4,#N/A,14329,no
4,romance,17351,no
4,mystery,18125,no
4,sci-fi,18462,no
4,sci-fi,14440,no
4,#N/A,14784,no
4,drama,16533,no
4,#N/A,15009,no
4,#N/A,18618,no
4,comedy,14481,no
4,fantasy,14303,no
4,romance,16398,no
4,fantasy,15137,no
4,romance,11735,no
4,fantasy,24104,no
4,young adult,17459,no
4,horror,18424,yes
4,#N/A,13708,no
4,mystery,19131,no
4,thriller,16650,yes
4,mystery,17948,no
4,fantasy,19867,no
4,mystery,18846,no
4,drama,20473,no
4,young adult,22119,no
4,#N/A,15502,no
4,fantasy,24511,yes
4,#N/A,14300,no
4,mystery,15821,no
4,young adult,14645,no
4,#N/A,13516,no
4,young adult,23933,no
4,young adult,22968,no
4,romance,12708,no
4,fantasy,19619,no
4,fantasy,24319,no
4,fantasy,26116,no
4,fantasy,20639,no
3,romance,15414,no
4,romance,20698,yes
4,mystery,13407,no
4,#N/A,17918,no
4,romance,28709,no
4,fantasy,14381,no
4,drama,16829,no
4,romance,7383,no
4,mystery,22149,no
4,mystery,19839,no
4,young adult,24180,yes
4,mystery,15421,no
4,mystery,19942,no
4,fantasy,5873,no
4,#N/A,13328,no
4,romance,25991,no
4,young adult,17045,yes
4,mystery,17189,no
4,romance,16532,no
4,mystery,21460,no
4,fantasy,15133,no
4,sci-fi,15971,no
4,thriller,14833,no
4,drama,10835,no
4,#N/A,15971,no
4,fantasy,26503,no
4,sci-fi,13519,no
4,mystery,14695,no
4,romance,13465,no
4,fantasy,17315,yes
5,fantasy,16682,no
4,fantasy,17352,no
4,fantasy,17679,no
4,romance,22733,no
4,romance,12685,no
4,romance,19784,no
4,drama,15864,no
4,romance,27707,no
4,fantasy,20101,no
4,young adult,25037,no
4,young adult,23874,no
4,mystery,19577,no
4,young adult,13648,no
4,young adult,20053,no
4,mystery,20793,yes
4,romance,25474,no
4,fantasy,17781,no
4,#N/A,18327,no
4,#N/A,13995,no
4,romance,13447,no
4,fantasy,15172,no
4,romance,17138,no
4,#N/A,12986,no
4,mystery,15399,no
4,romance,22863,no
4,drama,14912,yes
4,#N/A,13079,no
4,fantasy,16552,no
4,fantasy,24420,no
4,thriller,15746,no
4,fantasy,21117,no
4,fantasy,17540,no
4,fantasy,16531,no
4,fantasy,23813,no
4,romance,14554,no
4,#N/A,14248,no
4,fantasy,19795,no
4,fantasy,22266,no
4,#N/A,16322,no
4,romance,21926,no
4,young adult,23723,no
4,romance,24287,no
4,romance,20800,no
3,young adult,22237,no
4,mystery,10005,no
4,romance,23875,no
4,fantasy,17414,no
4,mystery,16396,no
4,mystery,21288,no
4,romance,32541,no
4,fantasy,17781,no
4,fantasy,16654,no
4,romance,17402,no
4,young adult,22176,no
4,sci-fi,12776,no
4,romance,24515,no
4,horror,18700,no
4,romance,21617,no
4,mystery,20246,no
4,drama,17935,no
4,romance,18599,no
4,comedy,17370,no
4,drama,15039,no
4,romance,17109,no
4,mystery,13583,no
4,fantasy,24710,no
4,young adult,20661,no
4,romance,18150,no
4,romance,17723,no
4,romance,14840,no
4,romance,18437,no
3,romance,15030,no
5,#N/A,13614,no
4,thriller,18413,no
4,sci-fi,19371,no
4,romance,17497,no
4,fantasy,20416,no
4,romance,17219,yes
4,mystery,16675,no
4,romance,13798,yes
4,mystery,10257,no
4,horror,17359,yes
4,mystery,17216,no
4,horror,15752,no
4,romance,17777,no
4,romance,14434,no
4,drama,16865,no
4,mystery,21635,no
4,comedy,13347,no
4,horror,17267,no
4,#N/A,15286,no
4,comedy,16304,no
4,young adult,20992,no
4,fantasy,13740,no
4,thriller,15947,no
4,comedy,13763,no
4,young adult,18722,no
4,#N/A,15644,no
4,horror,15838,no
4,fantasy,18296,no
4,fantasy,13726,no
4,sci-fi,14576,no
4,horror,21917,yes
4,young adult,19819,no
4,fantasy,15942,no
4,mystery,16883,no
4,romance,10344,no
4,horror,14101,no
4,#N/A,16550,no
4,fantasy,10958,no
4,fantasy,17084,no
4,young adult,12529,no
4,young adult,18913,no
4,fantasy,15807,no
4,comedy,8234,no
4,mystery,18310,yes
4,fantasy,21311,no
4,romance,16776,no
4,young adult,24309,no
4,mystery,16311,no
4,mystery,22167,no
4,young adult,14955,no
4,thriller,15669,no
4,romance,24859,no
4,fantasy,14512,no
4,young adult,20354,no
3,thriller,12898,no
4,young adult,22362,no
4,thriller,16101,no
4,horror,16558,no
4,drama,12644,no
4,#N/A,16401,no
4,sci-fi,14806,no
4,mystery,16744,no
4,young adult,22927,no
4,sci-fi,15350,no
4,romance,11301,no
4,mystery,17497,no
4,young adult,25930,no
4,fantasy,14288,no
3,romance,13574,no
4,young adult,19780,no
4,fantasy,26804,no
4,#N/A,13931,no
4,young adult,20403,no
4,#N/A,12805,no
4,fantasy,24730,no
4,horror,11788,no
4,#N/A,14640,no
4,#N/A,12774,no
4,young adult,24334,no
4,romance,22039,no
4,thriller,15659,yes
4,romance,15782,no
4,romance,28776,no
4,fantasy,18817,no
4,fantasy,20189,no
4,romance,23568,no
4,fantasy,19149,no
4,fantasy,15912,no
4,#N/A,14638,no
4,fantasy,23580,no
4,fantasy,22724,no
4,fantasy,18193,no
4,comedy,14948,no
4,young adult,14619,no
4,sci-fi,17274,no
4,mystery,18549,no
4,sci-fi,9240,no
4,young adult,19343,no
4,mystery,17742,no
4,drama,16814,no
4,romance,14811,no
4,romance,24790,no
4,#N/A,16021,no
4,romance,17101,no
4,romance,19921,no
4,drama,14563,no
4,mystery,15636,no
4,romance,27675,no
5,fantasy,15214,no
4,romance,16767,no
4,romance,23290,no
4,drama,12439,no
4,young adult,12680,yes
4,#N/A,14688,no
4,crime,13578,no
4,young adult,16238,no
4,romance,21157,no
3,drama,15075,no
4,#N/A,13045,no
4,#N/A,14011,no
4,#N/A,19765,no
4,fantasy,15446,no
3,mystery,10230,no
4,crime,14347,no
4,crime,15747,yes
4,romance,27048,no
4,drama,15798,yes
4,#N/A,14853,no
4,romance,15663,no
4,fantasy,25813,no
4,drama,17013,no
4,romance,15426,no
4,young adult,22902,no
4,young adult,17329,no
4,fantasy,18247,no
4,sci-fi,14618,no
4,drama,14321,yes
4,young adult,19903,no
4,#N/A,15962,no
4,fantasy,10840,no
4,mystery,17655,no
4,#N/A,14464,no
4,young adult,20089,no
4,#N/A,13778,no
4,young adult,16717,yes
4,crime,16875,no
4,#N/A,14637,no
4,romance,19871,yes
4,romance,26468,no
4,mystery,13556,no
4,thriller,13731,no
4,fantasy,11085,no
4,#N/A,28346,no
4,romance,15669,no
4,horror,17573,no
4,sci-fi,15651,no
4,romance,20109,no
4,fantasy,14370,no
4,fantasy,24959,no
4,mystery,18358,no
4,fantasy,15140,no
4,fantasy,23079,no
4,romance,17396,no
3,sci-fi,14870,no
4,fantasy,15096,no
4,fantasy,20510,no
3,sci-fi,11207,no
4,young adult,21676,no
4,mystery,17971,no
3,#N/A,16366,no
5,#N/A,10558,no
4,romance,12752,no
4,romance,20668,no
4,fairy-tales,19224,no
4,fantasy,25873,no
4,romance,10303,no
4,#N/A,16137,no
3,romance,17469,no
4,fantasy,19018,no
4,romance,21313,no
4,romance,21543,no
4,romance,26962,no
4,#N/A,14811,no
4,fantasy,16470,no
4,romance,27102,no
3,romance,17118,no
4,#N/A,14622,no
4,fantasy,19187,no
4,#N/A,13735,no
4,fantasy,17547,no
4,mystery,24045,no
4,comfort-food,19153,no
4,young adult,22767,no
4,#N/A,16551,no
4,thriller,14109,no
3,romance,12598,no
4,young adult,17282,no
4,comedy,16377,no
4,mystery,17862,no
5,fantasy,22583,no
4,drama,15997,no
4,fantasy,10317,no
4,romance,21851,no
4,young adult,18451,no
4,sci-fi,15298,no
4,young adult,17859,no
4,romance,13389,no
4,sci-fi,15438,no
4,romance,24793,no
4,romance,16301,no
4,mystery,17108,no
4,horror,17382,yes
4,#N/A,14949,no
4,mystery,20983,no
4,fantasy,19049,no
4,mystery,15757,no
4,fantasy,18392,no
4,fantasy,22745,no
4,romance,14411,no
4,mystery,24872,no
4,romance,14980,no
4,mystery,13939,no
5,fantasy,16249,no
4,romance,14904,no
4,fantasy,21516,no
4,fantasy,19216,no
