author,rounded_rating,rounded_ratings_count,adapted
Beth Revis,4,20000,no
Ursula K. Le Guin,4,20000,no
Amy Tintera,4,20000,no
Carrie Brownstein,4,20000,no
Jon Meacham,4,20000,no
Agatha Christie,4,20000,no
Iain M. Banks,4,20000,no
Pearl Cleage,4,20000,no
Sue Grafton,4,20000,no
David Baldacci,4,10000,no
Irvin D. Yalom,4,10000,no
Trudi Canavan,4,20000,no
Steven Erikson,4,20000,no
Frank E. Peretti,4,20000,no
"Joe Hill, Gabriel Rodríguez",4,20000,no
The Arbinger Institute,4,10000,no
"Arthur C. Clarke, Gentry Lee",4,20000,no
Lisa Kleypas,4,30000,no
Graham Greene,4,20000,no
"Scott Snyder, Jock, Francesco Francavilla, Jared K. Fletcher, Sal Cipriano, David   Baron",4,20000,no
"James Patterson, Marshall Karp",4,20000,no
Darren Shan,4,20000,no
Corrie ten Boom,4,20000,no
"Laura Joffe Numeroff, Felicia Bond",4,20000,no
"Laurell K. Hamilton, Laural Merlington",4,20000,no
"Orson Scott Card, James Cameron",4,20000,no
Paula Brackston,4,20000,no
"Katarina Bivald, Alice Menzies",4,10000,no
Dennis Lehane,4,10000,yes
Amy Plum,4,20000,no
"Richard Dawkins, Dave McKean",4,10000,no
"Karen Kingsbury, Gary Smalley",4,20000,no
James Patterson,4,10000,no
Christian Lander,4,20000,no
Nora Roberts,4,10000,no
Stephen R. Donaldson,4,20000,no
Marian Keyes,4,20000,no
Heather Dixon,4,30000,no
Rachel Dratch,4,20000,no
Gabriel García Márquez,4,10000,no
J.M. Coetzee,4,10000,no
Willy Lindwer,4,20000,no
Walter Isaacson,4,10000,no
Deborah Rodriguez,4,20000,no
Ernest Hemingway,4,20000,no
Ken Follett,4,20000,no
محمد السالم,3,10000,no
Neal Stephenson,4,20000,no
Ben Mikaelsen,4,20000,no
Rachel Kushner,3,10000,no
Jeaniene Frost,4,30000,no
Deborah Feldman,4,10000,no
Kiera Cass,4,20000,no
Gary Vaynerchuk,4,20000,no
Alastair Reynolds,4,20000,no
Steve Berry,4,20000,no
T.S. Eliot,4,20000,no
Lloyd C. Douglas,4,20000,no
"Walt Disney Company, Ellen Titlebaum",4,10000,yes
Anton DiSclafani,3,20000,no
Kylie Scott,4,30000,no
Kelley Armstrong,4,20000,no
"Joseph Delaney, Patrick  Arrasmith",4,20000,no
Gavin de Becker,4,10000,no
Jennifer Echols,4,20000,no
Lincoln Peirce,4,20000,no
Mary Kubica,4,20000,no
Willard F. Harley Jr.,4,20000,no
Nora Roberts,4,20000,no
Kelly Creagh,4,20000,no
"Sadegh Hedayat, D.P. Costello",4,10000,no
"Eric Litwin, James Dean",4,20000,no
"Jonathan Stroud, Simon  Jones",4,20000,no
R.L. Stine,4,20000,no
Louise Erdrich,4,20000,no
Glen Cook,4,20000,no
Abbi Glines,4,20000,no
Melinda Haynes,4,20000,no
Chris Cleave,4,20000,no
Michael Crichton,4,20000,no
Danielle Steel,4,20000,no
Kristin Hannah,4,20000,no
Juliet Marillier,4,20000,no
Ken Follett,4,20000,no
Chloe Neill,4,30000,no
"Ina Garten, Maura McEvoy",4,20000,no
Fisher Amelie,4,10000,no
"H.P. Lovecraft, China Miéville, S.T. Joshi",4,20000,no
Nora Roberts,4,20000,no
Lara Adrian,4,30000,no
James Rollins,4,20000,no
Allison Pearson,3,20000,no
"Garth Ennis, Steve Dillon",4,20000,no
Becky  Chambers,4,10000,no
"Jorge Luis Borges, Andrew Hurley",5,20000,no
Holly Black,4,30000,no
John le Carré,4,20000,no
Jennifer Lynn Barnes,4,20000,no
Harlan Coben,4,20000,no
L.J. Smith,4,20000,yes
Sherrilyn Kenyon,4,30000,no
"Carol Tavris, Elliot Aronson",4,20000,no
T.R. Ragan,4,10000,no
"Richard Bachman, Stephen King",4,20000,no
Clive Cussler,4,20000,no
Jared Diamond,4,20000,no
Dennis Lehane,4,20000,no
"Gina Mayer, Mercer Mayer",4,20000,no
Nicole  Williams,4,30000,no
Mira Grant,4,20000,no
Harlan Coben,4,20000,no
Karin Slaughter,4,20000,no
Jill Bolte Taylor,4,10000,no
"Robert Kirkman, Charlie Adlard, Cliff Rathburn",4,20000,no
"Isabel Allende, Margaret Sayers Peden",4,10000,no
Dean Koontz,4,20000,no
Emma Donoghue,3,20000,no
Iain Pears,4,20000,no
Donny Dhirgantoro,4,10000,no
"Geoffrey A. Moore, Regis McKenna",4,10000,no
Peach-Pit,4,20000,no
Harlan Coben,4,20000,no
Isaac Asimov,4,20000,no
Aldous Huxley,4,10000,no
Neil Shubin,4,10000,no
Jean-Paul Sartre,4,20000,no
Seth Godin,4,20000,no
Alison Bechdel,4,20000,no
Bob Ong,4,10000,no
Robin Hobb,4,10000,no
Elin Hilderbrand,4,20000,no
Darynda Jones,4,20000,no
"Milan Kundera, Linda Asher",4,10000,no
Mary E. Pearson,4,20000,no
Loung Ung,4,20000,no
"Owen  West, Dean Koontz",4,20000,no
Stephen M.R. Covey,4,10000,no
Mary Higgins Clark,4,20000,no
Betty Mahmoody,4,20000,no
Lisa Gardner,4,20000,no
Piers Anthony,4,20000,no
Mary Higgins Clark,4,20000,no
Joseph Kesselring,4,20000,no
Ellen Schreiber,4,20000,no
Ken Kesey,4,20000,no
Tamora Pierce,4,20000,yes
Sam Harris,4,10000,no
Darcie Chan,4,20000,no
Douglas Coupland,4,10000,no
Jon Lee Anderson,4,10000,no
Scott Westerfeld,4,20000,no
C.C. Hunter,4,20000,no
Paulo Coelho,4,10000,no
Brandon Mull,4,20000,no
Kelley Armstrong,4,20000,no
Maggie Stiefvater,4,30000,no
"Verna Aardema, Leo Dillon, Diane Dillon",4,20000,no
Sophie Kinsella,3,20000,no
Nora Roberts,4,20000,no
Tom Rob Smith,4,10000,no
Rebecca Solnit,4,20000,no
Kristen Proby,4,30000,no
"Carlos Ruiz Zafón, Lucia Graves",4,10000,no
Alfred Uhry,4,20000,no
Meredith Wild,4,10000,no
J.D. Robb,4,20000,no
Alexander McCall Smith,4,20000,no
"Laura Ingalls Wilder, Garth Williams",4,20000,no
R.D. Ronald,4,20000,no
Kathy Reichs,4,20000,no
"Jacob Grimm, Wilhelm Grimm, منى الخميسي",4,10000,no
"Allan Pease, Barbara Pease",4,10000,no
Tammara Webber,4,30000,no
Farley Mowat,4,20000,yes
"James Patterson, Michael Ledwidge",4,20000,no
Michelle Moran,4,20000,no
Kathy Reichs,4,20000,no
Kevin Hearne,4,20000,no
John Scalzi,4,20000,no
Brad Thor,4,10000,no
"Oscar Wilde, Merlin Holland",4,10000,no
"Cook's Illustrated Magazine, John Burgoyne, Carl Tremblay",4,20000,no
Renee Ahdieh,4,30000,no
Peter Clines,4,10000,no
Louise Penny,4,10000,no
Laura C. Schlessinger,4,10000,no
Ted Dekker,4,20000,yes
Yana Toboso,5,20000,no
Michael J. Sullivan,4,20000,no
"Fábio Moon, Gabriel Bá, Craig Thompson, Dave Stewart, Sean Konot",4,20000,no
Cherise Sinclair,4,20000,no
"Orhan Pamuk, Maureen Freely",4,10000,no
Brit Bennett,4,20000,no
"Johann Wolfgang von Goethe, Walter Kaufmann",4,20000,no
Cora Carmack,4,30000,no
Jenny Nimmo,4,20000,no
Shelly Crane,4,30000,no
Andrea Cremer,4,20000,no
Agatha Christie,4,20000,no
Rachel Renée Russell,4,10000,no
Beverly Cleary,4,20000,no
Agatha Christie,4,20000,yes
Susan Elizabeth Phillips,4,30000,no
Maxine Hong Kingston,4,20000,no
"Masha, Marie Simchow Stern",4,20000,no
Charles Bukowski,4,10000,no
Samantha Young,4,10000,no
Terry Brooks,4,20000,no
Taylor Jenkins Reid,4,20000,no
Glennon Doyle Melton,4,10000,no
"Arthur Conan Doyle, David Timson",4,20000,no
Nora Roberts,4,20000,no
Charles Dickens,4,10000,yes
Stephen R. Covey,4,10000,no
Larry Correia,4,20000,no
Rae Carson,4,20000,no
Tom Clancy,4,20000,no
Anne McCaffrey,4,20000,no
Diane Muldrow,4,20000,no
"Garth Ennis, Steve Dillon, Peter Snejbjerg",4,20000,no
Megan Whalen Turner,4,20000,no
Christopher Isherwood,4,10000,no
Christopher Hitchens,4,10000,no
Chris d'Lacey,4,20000,no
Neil Gaiman,4,20000,no
Stephen E. Ambrose,4,20000,no
Julie Garwood,4,20000,no
Kody Keplinger,4,20000,no
A. Meredith Walters,4,20000,no
Nora Roberts,4,20000,no
Jeanne DuPrau,3,20000,no
James Patterson,4,10000,no
"Kresley Cole, Gena Showalter",4,20000,no
"Holly Black, Eliza Wheeler",4,20000,no
Patricia Cornwell,4,20000,no
Alan Bradley,4,20000,no
Kristen Ashley,4,30000,no
"Joseph Fink, Jeffrey Cranor",4,20000,no
"Michael Teitelbaum, Walt Disney Company",4,20000,no
Julia Quinn,4,20000,no
Julie   Murphy,4,20000,no
Ann Leckie,4,10000,no
Gena Showalter,4,20000,no
Stephen King,4,20000,no
Gina L. Maxwell,4,20000,no
Alexander McCall Smith,4,20000,no
"Eve Ensler, Gloria Steinem",4,20000,no
Charles Dickens,4,20000,no
Evelyn Waugh,4,20000,no
Francine Rivers,4,20000,no
Barbara Delinsky,4,20000,no
Paul Auster,4,10000,no
Karen Marie Moning,4,20000,no
Wendy Mass,4,20000,no
Maeve Binchy,4,20000,no
"George Eliot, Edmund White",4,20000,no
Elin Hilderbrand,4,10000,no
Susan Mallery,4,20000,no
Plum Sykes,3,20000,no
"Anonymous, Ronald A. Beers, Ronald A. Beers",5,10000,no
"Douglas Preston, Lincoln Child",4,20000,no
Sylvain Neuvel,4,20000,no
Julianne Donaldson,4,20000,no
"Neil Gaiman, Barron Storey, Bill Sienkiewicz, Glenn Fabry, Dave McKean, P. Craig Russell, Milo Manara, Miguelanxo Prado, Frank Quitely, Todd Klein",4,20000,no
Olivia Goldsmith,4,20000,no
Maggie O'Farrell,4,20000,no
Sarah Waters,4,10000,no
Jeffrey Archer,4,10000,no
Anne Rice,4,20000,no
Carl Hiaasen,4,20000,no
Robert McCammon,4,20000,no
"George Eliot, Joanna Trollope, Hugh Osborne",4,20000,no
Chitra Banerjee Divakaruni,4,10000,no
"Yōko Ogawa, Stephen Snyder",4,20000,no
Sue Grafton,4,20000,no
Douglas Coupland,4,10000,no
Dean Koontz,4,20000,no
Niall Ferguson,4,20000,no
Jim Gaffigan,4,20000,no
Laurie Halse Anderson,4,20000,no
"Dante Alighieri, Robert M. Durling",4,10000,no
David Baldacci,4,20000,no
Jonathan Tropper,4,10000,no
"Julie Anne Peters, C.J. Bott",4,20000,no
Denise Kiernan,4,20000,no
"Dean Koontz, Ed Gorman, John Bedford Lloyd",4,20000,no
D.J. MacHale,4,20000,no
David Mitchell,4,10000,no
Douglas Coupland,4,10000,no
Stephen King,4,20000,no
Mark Dunn,4,20000,no
Steven Erikson,4,20000,no
Tess Gerritsen,4,20000,no
Dee Lestari,4,10000,no
Paul Tremblay,4,10000,no
Gretchen Rubin,4,20000,no
Ben Aaronovitch,4,10000,no
Raymond E. Feist,4,20000,no
"Isabel Allende, Anne McLean",4,10000,no
Rita Williams-Garcia,4,20000,no
Robin Hobb,4,20000,no
P.G. Wodehouse,4,10000,no
"Pseudonymous Bosch, Gilbert Ford",4,20000,no
Erin Hunter,4,20000,no
Jason F. Wright,4,20000,no
"Lili St. Crow, Lilith Saintcrow",4,20000,no
"James Patterson, Howard Roughan",4,20000,no
"Blue Balliett, Brett Helquist",4,20000,no
Philip Yancey,4,10000,no
Greg Iles,4,20000,no
Alice Clayton,4,20000,no
"Dav Pilkey, George Beard, Harold Hutchins",4,10000,no
"Robert Louis Stevenson, Tasha Tudor",4,20000,no
Bret Easton Ellis,3,10000,no
Kiera Cass,4,20000,no
James Rollins,4,20000,no
"Robert Kirkman, Charlie Adlard",4,20000,no
Jane Smiley,4,10000,no
"Paulo Freire, Myra Bergman Ramos, Donaldo Macedo, Richard Shaull",4,20000,no
Ian Doescher,4,10000,no
"Brad Meltzer, Rags Morales, Michael Bair, Joss Whedon",4,20000,no
Sarah Rees Brennan,4,20000,no
"Arthur C. Clarke, Gentry Lee",4,20000,no
José Saramago,4,10000,no
"Lemony Snicket, Seth",4,20000,no
Kelley Armstrong,4,30000,no
"Bryan Konietzko, Michael Dante DiMartino, Aaron Ehasz, Alison Wilgus, Amy Kim Ganter, Brian Ralph, Corey Lewis, Dave Roman, Elsa Garagarza, Ethan Spaulding, Frank Pittarese, Gurihiru, J. Torres, Joaquim Dos Santos, Johane Matte, John O'Bryan, Joshua Hamilton, Justin Ridge, Kaite Mattila, May Chan, Rawles Marie Lumumba, Reagan Lodge, Tim Hedrick, Tom McWeeney",4,10000,no
Catherine McKenzie,3,10000,no
Margaret Sidney,4,20000,no
Jessica Day George,4,30000,no
"Radwa Ashour, رضوى عاشور",4,10000,no
Barbara Cooney,4,20000,no
Jim Bouton,4,10000,no
"Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean",4,20000,no
Carlos Fuentes,4,10000,no
Harriet Lerner,4,10000,no
Burton G. Malkiel,4,10000,no
Jennifer Echols,4,20000,no
Kelly Elliott,4,20000,no
William Goldman,4,20000,no
Julie Klassen,4,20000,no
Michelle A. Valentine,4,30000,no
Piers Anthony,4,20000,no
"Claire Huchet Bishop, Kurt Wiese",4,20000,no
Jamie McGuire,4,20000,no
Piers Anthony,4,20000,no
Arnold Lobel,4,20000,no
Cormac McCarthy,4,10000,no
C.S. Pacat,4,20000,no
Megan Whalen Turner,4,20000,no
"Ridley Pearson, David Frankland",4,20000,no
Richard Feynman,4,10000,no
Paul Murray,4,10000,no
David Weber,4,20000,no
V.C. Andrews,4,20000,no
A.G. Riddle,4,10000,no
Jessica Shirvington,4,20000,no
Dorothy L. Sayers,4,20000,no
Tony Kushner,4,20000,no
Dorothy Koomson,4,10000,no
Lisa Kleypas,4,20000,no
Ruth Reichl,4,20000,no
John Keats,4,20000,no
Judith McNaught,4,20000,no
Joseph Boyden,4,10000,no
Dashiell Hammett,4,20000,no
"J. Lynn, Jennifer L. Armentrout",4,30000,no
"Masashi Kishimoto, Frances Wall",5,20000,no
David Baldacci,4,20000,no
Judith McNaught,4,20000,no
Khushwant Singh,4,10000,no
Craig Silvey,4,10000,yes
Michael A. Singer,4,10000,no
Marlon James,4,10000,no
Nina LaCour,4,20000,no
Julie Garwood,4,20000,no
Jami Attenberg,3,20000,no
"Thomas Piketty, Arthur Goldhammer",4,10000,no
James D. Bradley,4,10000,no
"Kay Thompson, Hilary Knight",4,20000,no
Jonathan Stroud,4,20000,no
Herman Koch,3,10000,no
Peter Carey,4,10000,no
Elmore Leonard,4,20000,yes
K.A. Tucker,4,30000,no
"Nathanael West, Alfred Kazin",4,20000,no
James Gleick,4,10000,no
Alan Brennert,4,20000,no
Keri Arthur,4,30000,no
Richard Russo,4,20000,no
Rosamunde Pilcher,4,20000,no
Ally Carter,4,20000,no
Rachel Caine,4,20000,no
Anthony Horowitz,4,20000,no
John Darnielle,4,10000,no
Erich Maria Remarque,4,10000,no
Melissa de la Cruz,4,20000,no
Maya Angelou,4,20000,no
Andrzej Sapkowski,4,10000,no
"James Patterson, Richard DiLallo",4,20000,no
"Ori Brafman, Rom Brafman",4,10000,no
"Marguerite Henry, Wesley Dennis",4,20000,no
Sam Harris,4,10000,no
Jack London,4,20000,yes
Iris Chang,4,20000,no
Jerry A. Coyne,4,10000,no
Annie Proulx,4,20000,yes
Susan Elizabeth Phillips,4,30000,no
Lisa Scottoline,4,10000,no
Jeffrey Archer,4,10000,no
"Jostein Gaarder, Sarah Jane Hails",4,10000,no
Jen Sincero,4,30000,no
Jill Mansell,4,20000,no
Dean Koontz,4,20000,no
Iain M. Banks,4,20000,no
Nicky Charles,4,20000,no
Conn Iggulden,4,10000,no
"Kurtis J. Wiebe, Roc Upchurch",4,20000,no
Agatha Christie,4,20000,no
Lian Hearn,4,20000,no
Laurell K. Hamilton,4,20000,no
Laurelin Paige,4,20000,no
Edan Lepucki,3,10000,no
"Stephen Briggs, Terry Pratchett",4,20000,no
Mo Willems,4,20000,no
Chuck Wendig,3,10000,no
Ellen Schreiber,4,20000,no
Agatha Christie,4,20000,no
Jennifer Chiaverini,3,20000,no
Safiy al-Rahman al-Mubarakfuri,5,10000,no
Sarah McCoy,4,10000,no
J.R. Ward,4,20000,no
"Trina Schart Hyman, Johann Grimm, Wilhelm Grimm",4,20000,no
Dav Pilkey,4,30000,no
"Martin Pistorius, Megan Lloyd Davies",4,10000,no
Greg McKeown,4,20000,no
Philippa Gregory,3,20000,no
"Roald Dahl, Quentin Blake",4,20000,no
Lisa Renee Jones,4,20000,no
L.A. Fiore,4,20000,no
Samantha Towle,4,30000,no
"René Descartes, Donald A. Cress",4,10000,no
Enid Blyton,4,20000,no
Sandi Lynn,4,30000,no
Henry James,3,20000,no
Lauren Groff,4,10000,no
Dorothy Kunhardt,4,20000,no
Melanie Benjamin,4,10000,no
"CLAMP, Maria Simpson",4,20000,no
Meg Cabot,4,20000,no
Ree Drummond,4,20000,no
Shelly Crane,4,20000,no
Dian Fossey,4,20000,no
"Jeffery Hudson, Michael Crichton",4,10000,no
Adelle Waldman,3,10000,no
"P.C. Cast, Kristin Cast",4,20000,no
Matthew Norman,4,20000,no
Linda Castillo,4,20000,no
Ilona Andrews,5,20000,no
"Anton Chekhov, Michael Frayn",4,20000,no
"Haruki Murakami, 村上 春樹",4,10000,no
Meg Cabot,4,20000,no
Louise Rennison,4,20000,no
Robert A. Heinlein,4,20000,no
Julie Anne Peters,4,20000,no
Alice Munro,4,10000,no
Iain M. Banks,4,20000,no
Mia Sheridan,4,20000,no
E.M. Forster,4,20000,no
"J.D. Robb, Susan Ericksen",4,20000,no
Ira Levin,4,20000,yes
Cornelius Ryan,4,10000,no
Janet Evanovich,4,20000,no
D.J. MacHale,4,20000,no
David Baldacci,4,20000,no
"Raymond E. Feist, Janny Wurts",4,20000,no
C.J. Redwine,4,20000,no
Elin Hilderbrand,4,10000,no
"Carolyn Keene, Mildred Benson",4,20000,no
Taylor Caldwell,4,10000,no
Daniel Silva,4,10000,no
J.K. Rowling,5,20000,no
Karen Kingsbury,4,10000,no
Laurell K. Hamilton,4,20000,no
"Stephen Briggs, Terry Pratchett",4,20000,no
Mariana Zapata,4,30000,no
Mary Higgins Clark,4,20000,no
Joseph Wambaugh,4,20000,no
Kathy Reichs,4,20000,no
Kelly McGonigal,4,20000,no
Richard K. Morgan,4,20000,no
Karin Slaughter,4,20000,no
John Scalzi,4,20000,no
Sue Grafton,4,20000,no
Thomas Pynchon,4,10000,no
"Joseph Conrad, A. Michael Matin",4,20000,no
"Bertrand Russell, Paul  Edwards",4,10000,no
Alain de Botton,4,10000,no
Paullina Simons,4,20000,no
James Patterson,4,10000,no
"Heinrich Böll, محمد اسماعیل‌زاده",4,0,no
Laura McHugh,4,20000,no
Julia Quinn,4,20000,no
Sue Grafton,4,20000,no
Margaret Peterson Haddix,4,20000,no
William Gibson,4,10000,no
"Anonymous, Richard Wilhelm, Cary F. Baynes, C.G. Jung",4,10000,no
John Buchan,4,10000,no
Joan Didion,4,20000,no
Peter Watts,4,10000,no
Nick Offerman,4,10000,no
"Scott Snyder, Stephen King, Rafael Albuquerque",4,20000,no
John Sandford,4,20000,no
"Alexis de Tocqueville, Isaac Kramnick, Gerald Bevan",4,20000,no
Harlan Coben,4,20000,no
Darren Shan,4,20000,no
A. Meredith Walters,4,20000,no
Erica Bauermeister,4,20000,no
Amy A. Bartol,4,20000,no
Bernard Cornwell,4,10000,no
Roddy Doyle,4,20000,no
Anne Tyler,4,20000,no
V.C. Andrews,4,20000,no
Jenny Nimmo,4,20000,no
Martin Amis,4,10000,no
John Sandford,4,20000,no
"Chris Ryall, Gabriel Rodríguez, Clive Barker",4,20000,no
Arthur Conan Doyle,4,20000,no
"Brian Herbert, Kevin J. Anderson",4,20000,no
Diana Wynne Jones,4,20000,no
Charles Dickens,4,20000,no
Joseph O'Neill,3,10000,no
Steve Berry,4,20000,no
Larissa Ione,4,20000,no
Alan Bennett,4,20000,no
"Franz Kafka, بهرام مقدادی",4,10000,no
"Steve Niles, Ben Templesmith",4,20000,no
Erin Hunter,4,20000,no
"يوسف زيدان, Youssef Ziedan",3,10000,no
Hillary Jordan,4,20000,no
Sidney Sheldon,4,10000,no
Meg Cabot,4,20000,no
"Christopher Hitchens, Titus Lucretius Carus, Omar Khayyám, Thomas Hobbes, Baruch Spinoza, David Hume, James Boswell, Percy Bysshe Shelley, George Eliot, Charles Darwin, Leslie Stephen, Anatole France, Mark Twain, Joseph Conrad, Thomas Hardy, Emma Goldman, H.P. Lovecraft, Carl Van Doren, H.L. Mencken, Sigmund Freud, Albert Einstein, George Orwell, John Betjeman, Chapman Cohen, Bertrand Russell, Philip Larkin, Martin Gardner, Carl Sagan, John Updike, John Leslie Mackie, Michael Shermer, A.J. Ayer, Daniel C. Dennett, Charles Templeton, Richard Dawkins, Victor J. Stenger, Elizabeth S.  Anderson, Penn Jillette, Ian McEwan, Steven Weinberg, Salman Rushdie, Ibn Warraq, Sam Harris, A.C. Grayling, Ayaan Hirsi Ali, John Stuart Mill, Karl Marx",4,10000,no
Larissa Ione,4,20000,no
Fritjof Capra,4,10000,no
Madeline Sheehan,4,30000,no
Kathryn Croft,4,20000,no
Jeff VanderMeer,4,10000,no
Kristen Ashley,4,30000,no
Elizabeth Eulberg,4,20000,no
Julie Garwood,4,20000,no
Agatha Christie,4,20000,no
Agatha Christie,4,20000,no
Renée Knight,4,10000,no
Veronica Roth,5,10000,no
"Umberto Eco, Richard Dixon",3,10000,no
Yann Martel,3,20000,no
Hiroyuki Takei,4,10000,no
Robert Jordan,4,10000,no
Michio Kaku,4,10000,no
Steven Pinker,4,10000,no
Bella Forrest,4,20000,no
Karen Kingsbury,4,10000,no
Ian Fleming,4,10000,yes
Kate Egan,4,20000,no
"John Stuart Mill, George Sher",4,10000,no
Andrew  Smith,4,20000,no
Mitch Albom,4,20000,no
Robin Hobb,5,10000,no
Jack Finney,4,10000,no
Melvin Burgess,4,10000,no
"Bill O'Reilly, Martin Dugard",4,10000,no
"Keigo Higashino, Alexander O. Smith",4,10000,no
Jenny Nimmo,4,20000,no
Irvine Welsh,4,10000,no
Jenny Nimmo,4,20000,no
Hugh Howey,4,20000,no
"James Patterson, Michael Ledwidge",4,20000,no
Daniel Silva,4,10000,no
Ellen Schreiber,4,20000,no
Neale Donald Walsch,4,10000,no
Patti Smith,4,20000,no
Louise Erdrich,4,20000,no
Brad Meltzer,4,10000,no
Jessica Day George,4,20000,no
Carrie Fisher,4,20000,no
Steven Erikson,4,10000,no
Rachel Renée Russell,4,10000,no
Lisa McMann,4,20000,no
"Brian K. Vaughan, Niko Henrichon",4,20000,no
Michel Houellebecq,4,10000,no
Jon Krakauer,4,10000,no
Richard K. Morgan,4,10000,no
Amish Tripathi,4,10000,no
Gail Carriger,4,30000,no
Jenny McCarthy,4,10000,no
Clive Barker,4,20000,no
William Zinsser,4,10000,no
Thomas A. Harris,4,10000,no
Mario Puzo,4,10000,no
Patricia Briggs,4,20000,no
Maeve Binchy,4,20000,no
"Jane Werner Watson, Corinne Malvern",4,20000,no
S.A. Bodeen,4,20000,no
James A. Michener,4,20000,no
Boris Vian,4,10000,no
Kimberly Derting,4,30000,no
Nora Roberts,4,20000,no
Kimberly Lauren,4,20000,no
Christine Feehan,4,20000,no
Dan Wells,4,20000,no
Sarah MacLean,4,20000,no
Martin Heidegger,4,10000,no
Ernest Hemingway,4,10000,no
Jonathan Kozol,4,10000,no
Charlie Higson,4,10000,no
Jeffrey Archer,4,10000,no
Jeffery Deaver,4,20000,no
Daphne du Maurier,4,10000,no
Kenneth Oppel,4,20000,no
Thomas Tryon,4,20000,no
Daniel Silva,4,10000,no
"Colin Meloy, Carson Ellis",4,20000,no
Ian McEwan,4,10000,no
"Margaret Weis, Tracy Hickman",4,20000,no
Daniel Tammet,4,10000,no
Rachel Van Dyken,4,30000,no
Conor Grennan,4,10000,no
Kaui Hart Hemmings,4,10000,no
Colleen Hoover,4,20000,no
"Natsumi Ando, Miyuki Kobayashi",4,20000,no
Irving Stone,4,10000,no
Faith Hunter,4,20000,no
Mary Kay Andrews,4,20000,no
"James Patterson, Mark T. Sullivan",4,10000,yes
Craig Johnson,4,10000,no
Sherwood Smith,4,20000,no
"Victoria Kann, Elizabeth Kann",4,20000,no
"Pablo Neruda, Ilan Stavans",4,10000,no
Tracy Chevalier,4,20000,no
Madeleine Wickham,3,20000,no
Ilsa J. Bick,4,20000,no
"Jane Austen, Robert William Chapman",4,20000,no
Tillie Cole,4,30000,no
Mary Higgins Clark,4,20000,no
"Julee Rosso, Sheila Lukins, Michael McLaughlin",4,20000,no
Sidney Sheldon,4,10000,no
Keri Hulme,4,20000,no
"Michelle Paver, Geoff Taylor",4,20000,no
Brian  McClellan,4,10000,no
Gavin Extence,4,10000,yes
Marguerite Henry,4,20000,no
"Tsugumi Ohba, Takeshi Obata, Diana Hammermeister",4,10000,no
Susan Elizabeth Phillips,4,20000,no
Agatha Christie,4,20000,no
J.G. Ballard,4,10000,no
"Friedrich Nietzsche, H.L. Mencken",4,10000,no
Lawrence Wright,4,10000,no
Robert A. Heinlein,4,20000,no
"K.R. Dwyer, Dean Koontz",4,20000,no
Charles Bukowski,4,10000,no
Jeff Lindsay,4,20000,no
John Irving,4,10000,no
Stephen King,4,20000,no
Sidney Sheldon,4,10000,no
J.D. Robb,4,20000,no
Virginia Woolf,4,20000,no
Jeffrey Toobin,4,10000,no
Sarah Jio,4,20000,no
"Kyung-Sook Shin, 신경숙, Chi-Young Kim",4,10000,no
David Eddings,4,20000,no
"Brian Michael Bendis, Olivier Coipel, Tim Townsend, Rick Magyar, John Dell, Scott Hanna, Frank D'Armata, Chris Eliopoulos, James Taveras, Omar Otieku, Tom Valente, Esad Ribic",4,10000,no
Heather Brewer,4,20000,no
Leon Uris,4,20000,no
Dr. Seuss,4,20000,no
Peter Carey,4,20000,no
Alexander McCall Smith,4,20000,no
"Booker T. Washington, Ishmael Reed",4,20000,no
Daniel Silva,4,10000,no
Laura Kaye,4,20000,no
Lois McMaster Bujold,4,20000,no
"René Goscinny, Albert Uderzo, Anthea Bell, Derek Hockridge",4,20000,no
Jan Karon,4,20000,no
Jessica Sorensen,4,20000,no
Lisa Gardner,4,20000,no
Gertrude Crampton,4,20000,no
Erin Hunter,4,20000,no
Mercer Mayer,4,20000,yes
Robert Fulghum,4,20000,no
Matthew Reilly,4,10000,no
"Dave Barry, Ridley Pearson, Greg Call",4,20000,no
Sarah Macdonald,4,10000,no
Tess Gerritsen,4,20000,no
China Miéville,4,20000,no
Jean-Paul Sartre,4,10000,no
Lisa Jewell,4,10000,no
George R.R. Martin,4,10000,no
Brad Thor,4,10000,no
Helen Bryan,4,10000,no
Enid Blyton,4,20000,no
Elin Hilderbrand,4,10000,no
Bill Watterson,5,20000,no
"Yoko Kamio, 神尾葉子",4,10000,no
Steven Levy,4,20000,no
Kazuo Ishiguro,3,10000,no
Linda Kage,4,30000,no
David Small,4,20000,no
Ellis Avery,4,10000,no
Tamora Pierce,4,20000,no
Anne McCaffrey,4,20000,no
Jamie McGuire,4,20000,no
Naomi Novik,4,20000,no
Julie Garwood,4,20000,no
David Shannon,4,20000,no
Tamora Pierce,4,20000,no
Colleen McCullough,4,20000,no
John Connolly,4,10000,no
Daniel Silva,4,10000,no
"Tomoko Hayakawa, David Ury",4,20000,no
"Robert Kirkman, Jay Bonansinga",4,10000,no
R.A. Salvatore,4,10000,no
Anna Quindlen,4,10000,no
Jerzy Kosiński,4,10000,no
Maeve Binchy,4,20000,no
Jonathan Haidt,4,10000,no
Edgar Allan Poe,4,20000,no
Peter F. Hamilton,4,10000,no
L.J. Smith,4,20000,no
Elizabeth Scott,4,20000,no
