Amazon Index (ASIN),File Name,Image URL,Title,Author,Category ID,Category
B0161JXZL4,B0161JXZL4.jpg,http://ecx.images-amazon.com/images/I/61Vxz%2BDXWCL.jpg,"The Reluctant Duke: Love's Pride, Book 1",G.L. Snodgrass,22,Romance
743249313,0743249313.jpg,http://ecx.images-amazon.com/images/I/51mR-CZrW0L.jpg,Meridon (Wildacre Trilogy),Philippa Gregory,22,Romance
1941145264,1941145264.jpg,http://ecx.images-amazon.com/images/I/51yEucvDkAL.jpg,Saving Grace (A Hearthfire Romance) (Volume 1),Michele Paige Holmes,22,Romance
743249305,0743249305.jpg,http://ecx.images-amazon.com/images/I/51%2BMNdg%2BBlL.jpg,The Favored Child: A Novel (Wildacre Trilogy),Philippa Gregory,22,Romance
1941145434,1941145434.jpg,http://ecx.images-amazon.com/images/I/51xSVvETyOL.jpg,Marrying Christopher (A Hearthfire Romance),Michele Paige Holmes,22,Romance
425164357,0425164357.jpg,http://ecx.images-amazon.com/images/I/514G2fDBAKL.jpg,"Death at Bishop's Keep (Robin Paige Victorian Mysteries, No. 1)",Robin Paige,22,Romance
515151319,0515151319.jpg,http://ecx.images-amazon.com/images/I/514g8YkSTvL.jpg,The Accidental Duchess,Madeline Hunter,22,Romance
312949820,0312949820.jpg,http://ecx.images-amazon.com/images/I/51o8DYVJNWL.jpg,"Tempt Me at Twilight (Hathaways, Book 3)",Lisa Kleypas,22,Romance
312949804,0312949804.jpg,http://ecx.images-amazon.com/images/I/51Cpglz%2B53L.jpg,"Mine Till Midnight (The Hathaways, Book 1)",Lisa Kleypas,22,Romance
B0116U5TGC,B0116U5TGC.jpg,http://ecx.images-amazon.com/images/I/61vIIClXYcL.jpg,"Montana Snowfall: McCutcheon Family Series, Book 7",Caroline Fyffe,22,Romance
425266036,0425266036.jpg,http://ecx.images-amazon.com/images/I/51cnOBn67eL.jpg,Rules for a Proper Governess (Mackenzies Series),Jennifer Ashley,22,Romance
1478959312,1478959312.jpg,http://ecx.images-amazon.com/images/I/61JcNeW-l3L.jpg,"Total Surrender (Sin Brothers series, Book 4)",Rebecca Zanetti,22,Romance
312949812,0312949812.jpg,http://ecx.images-amazon.com/images/I/51KaoLrVi%2BL.jpg,"Seduce Me at Sunrise (The Hathaways, Book 2)",Lisa Kleypas,22,Romance
B00GY9S93Q,B00GY9S93Q.jpg,http://ecx.images-amazon.com/images/I/61h6p4hqYfL.jpg,"The Rancher Takes a Bride: The Burnett Brides, Book 1",Sylvia McDaniel,22,Romance
B011CHJWJY,B011CHJWJY.jpg,http://ecx.images-amazon.com/images/I/51%2BDuDX2PTL.jpg,Nellie: The Brides of San Francisco Book 1,Cynthia Woolf,22,Romance
1941145531,1941145531.jpg,http://ecx.images-amazon.com/images/I/51Ci1dtIdYL.jpg,Loving Helen (A Hearthfire Romance) (Volume 2),Michele Paige Holmes,22,Romance
1420132288,1420132288.jpg,http://ecx.images-amazon.com/images/I/51tZRRGl%2BeL.jpg,The Daring Exploits of a Runaway Heiress,Victoria Alexander,22,Romance
146368343X,146368343X.jpg,http://ecx.images-amazon.com/images/I/512RZx0zmeL.jpg,A Heart for Milton: A Tale from North and South,Trudy Brasure,22,Romance
1492623504,1492623504.jpg,http://ecx.images-amazon.com/images/I/51ogObTY0XL.jpg,In Search of Scandal (London Explorers),Susanne Lord,22,Romance
1509203273,1509203273.jpg,http://ecx.images-amazon.com/images/I/51mm7vD3UBL.jpg,Secret Promise,Marin McGinnis,22,Romance
62412787,0062412787.jpg,http://ecx.images-amazon.com/images/I/51OO1N2lnjL.jpg,One-Eyed Dukes Are Wild: A Dukes Behaving Badly Novel,Megan Frampton,22,Romance
1420132261,1420132261.jpg,http://ecx.images-amazon.com/images/I/510rjDnb5%2BL.jpg,The Shocking Secret of a Guest at the Wedding,Victoria Alexander,22,Romance
451405331,0451405331.jpg,http://ecx.images-amazon.com/images/I/51AGB8WMQML.jpg,To Love and to Cherish (Victorian Trilogy),Patricia Gaffney,22,Romance
1517300037,1517300037.jpg,http://ecx.images-amazon.com/images/I/5120RaMv8uL.jpg,The 93rd Highlanders Volume I: Hamish and Conall (Volume 1),Samantha Kane,22,Romance
312360738,0312360738.jpg,http://ecx.images-amazon.com/images/I/51CUMGlOAUL.jpg,"A Wallflower Christmas (Wallflowers, Book 5)",Lisa Kleypas,22,Romance
B00H2BW2SI,B00H2BW2SI.jpg,http://ecx.images-amazon.com/images/I/61JUGXEye6L.jpg,"Montana Dawn: McCutcheon Family Series, Book 1",Caroline Fyffe,22,Romance
61734004,0061734004.jpg,http://ecx.images-amazon.com/images/I/51aSoYdAceL.jpg,Midnight Pleasures With a Scoundrel (Scoundrels of St. James),Lorraine Heath,22,Romance
1402268726,1402268726.jpg,http://ecx.images-amazon.com/images/I/51OO5TZCAlL.jpg,The MacGregor's Lady (MacGregor Series),Grace Burrowes,22,Romance
425244539,0425244539.jpg,http://ecx.images-amazon.com/images/I/51%2B9bnlGrwL.jpg,The Black Hawk (Berkley Sensation),Joanna Bourne,22,Romance
1402277490,1402277490.jpg,http://ecx.images-amazon.com/images/I/51V6o6ZFlhL.jpg,The Shivering Sands: A mysterious and suspenseful gothic romance (Casablanca Classics),Victoria Holt,22,Romance
62428004,0062428004.jpg,http://ecx.images-amazon.com/images/I/51MxYKS4ZML.jpg,One Scandalous Kiss: An Accidental Heirs Novel,Christy Carlyle,22,Romance
62317164,0062317164.jpg,http://ecx.images-amazon.com/images/I/51vHwOCy3zL.jpg,The Last Wicked Scoundrel: A Scoundrels of St. James Novella,Lorraine Heath,22,Romance
1515387402,1515387402.jpg,http://ecx.images-amazon.com/images/I/51RWqcUxFJL.jpg,The Chef's Mail Order Bride (Wild West Frontier Brides) (Volume 1),Cindy Caldwell,22,Romance
1402291914,1402291914.jpg,http://ecx.images-amazon.com/images/I/51B6h-RcyfL.jpg,Forged by Desire (London Steampunk),Bec McMaster,22,Romance
62352202,0062352202.jpg,http://ecx.images-amazon.com/images/I/5140nYShGAL.jpg,The Duke's Guide to Correct Behavior: A Dukes Behaving Badly Novel,Megan Frampton,22,Romance
B0119SWTY6,B0119SWTY6.jpg,http://ecx.images-amazon.com/images/I/61-1d-agRPL.jpg,"Sherlock Holmes and the Case of the Sword Princess: The Great Detective in Love, Book 1",Suzette Hollingsworth,22,Romance
425268888,0425268888.jpg,http://ecx.images-amazon.com/images/I/51n316BVnCL.jpg,The Luckiest Lady in London,Sherry Thomas,22,Romance
373605935,0373605935.jpg,http://ecx.images-amazon.com/images/I/51jMgNvRECL.jpg,Rule's Bride (Harlequin Feature Author),Kat Martin,22,Romance
764210378,0764210378.jpg,http://ecx.images-amazon.com/images/I/516TsxfEgCL.jpg,Like a Flower in Bloom,Siri Mitchell,22,Romance
1490994718,1490994718.jpg,http://ecx.images-amazon.com/images/I/51O6vpQrDfL.jpg,The Heiress Effect (The Brothers Sinister) (Volume 2),Courtney Milan,22,Romance
B008R651US,B008R651US.jpg,http://ecx.images-amazon.com/images/I/51i5-Lj92EL.jpg,"Firelight: Darkest London, Book 1",Kristen Callihan,22,Romance
1492620505,1492620505.jpg,http://ecx.images-amazon.com/images/I/51DlrET6xqL.jpg,A Talent for Trickery (The Thief-takers),Alissa Johnson,22,Romance
1478362014,1478362014.jpg,http://ecx.images-amazon.com/images/I/51svlcy2pUL.jpg,The Whistle Echoes: A Sequel to North and South,M. Liza Marte,22,Romance
312651341,0312651341.jpg,http://ecx.images-amazon.com/images/I/51pCnWIQNIL.jpg,The Husband List,Janet Evanovich,22,Romance
199656738,0199656738.jpg,http://ecx.images-amazon.com/images/I/51xR97GzNYL.jpg,Sylvia's Lovers (Oxford World's Classics),Elizabeth Gaskell,22,Romance
1402284675,1402284675.jpg,http://ecx.images-amazon.com/images/I/51XAVeyTqDL.jpg,Legend of the Highland Dragon (Highland Dragons),Isabel Cooper,22,Romance
1939813387,1939813387.jpg,http://ecx.images-amazon.com/images/I/519nJpM%2BU%2BL.jpg,Mail-Order Brides of the West: Prudence: A Montana Sky Novel (Montana Sky Series),Debra Holland,22,Romance
62352229,0062352229.jpg,http://ecx.images-amazon.com/images/I/51Mgtq3CxhL.jpg,Put Up Your Duke: A Dukes Behaving Badly Novel,Megan Frampton,22,Romance
62334654,0062334654.jpg,http://ecx.images-amazon.com/images/I/51jQd5h2QEL.jpg,Catch a Falling Heiress: An American Heiress in London,Laura Lee Guhrke,22,Romance
1402268696,1402268696.jpg,http://ecx.images-amazon.com/images/I/51zxQ%2BtbAlL.jpg,Once Upon a Tartan (MacGregor Series),Grace Burrowes,22,Romance
345548167,0345548167.jpg,http://ecx.images-amazon.com/images/I/51LKQjfimuL.jpg,A Reckless Desire: A Breconridge Brothers Novel (The Breconridge Brothers),Isabella Bradford,22,Romance
B00KDM8HP0,B00KDM8HP0.jpg,http://ecx.images-amazon.com/images/I/51hKMKG8E-L.jpg,"Mail-Order Brides of the West: Evie: McCutcheon Family Series, Book 3",Caroline Fyffe,22,Romance
B00NQFWDMO,B00NQFWDMO.jpg,http://ecx.images-amazon.com/images/I/61E4tBrH5yL.jpg,"Texas Twilight: McCutcheon Family Series, Book 2",Caroline Fyffe,22,Romance
1937216640,1937216640.jpg,http://ecx.images-amazon.com/images/I/51LCahoX8IL.jpg,Cast in Ruin,Laura Landon,22,Romance
1476717893,1476717893.jpg,http://ecx.images-amazon.com/images/I/511wAFxfMlL.jpg,Bride of a Distant Isle: A Novel (The Daughters of Hampshire),Sandra Byrd,22,Romance
1502918641,1502918641.jpg,http://ecx.images-amazon.com/images/I/51Bc-dFnRPL.jpg,The Christmas Calamity: A Sweet Victorian Holiday Romance (Hardman Holidays ) (Volume 3),Shanna Hatfield,22,Romance
1513700189,1513700189.jpg,http://ecx.images-amazon.com/images/I/51WZNrnEzHL.jpg,Lily in Bloom,Tammy Andresen,22,Romance
B00VTV6P6W,B00VTV6P6W.jpg,http://ecx.images-amazon.com/images/I/61KQ-trY6VL.jpg,"Her Irish Surrender: Holiday Mail Order Brides, Book Four",Kit Morgan,22,Romance
140228473X,140228473X.jpg,http://ecx.images-amazon.com/images/I/51mp7ZVt4YL.jpg,Night of the Highland Dragon (Highland Dragons),Isabel Cooper,22,Romance
1493763229,1493763229.jpg,http://ecx.images-amazon.com/images/I/51qmEVwajWL.jpg,The Christmas Token (Hardman Holidays) (Volume 2),Shanna Hatfield,22,Romance
B00XQOIA4A,B00XQOIA4A.jpg,http://ecx.images-amazon.com/images/I/51pJ3w2ITXL.jpg,Capital Bride: Matchmaker & Co. Book 1,Cynthia Woolf,22,Romance
578166690,0578166690.jpg,http://ecx.images-amazon.com/images/I/51X%2BtJqJpiL.jpg,The Devious Debutante,Ursula LeCoeur,22,Romance
996085920,0996085920.jpg,http://ecx.images-amazon.com/images/I/513G6Vl3jGL.jpg,A Pirate's Wife For Me (The Governess Brides),Christina Dodd,22,Romance
1455581704,1455581704.jpg,http://ecx.images-amazon.com/images/I/51kJwJ7PnyL.jpg,Forevermore (Darkest London),Kristen Callihan,22,Romance
62380303,0062380303.jpg,http://ecx.images-amazon.com/images/I/51pYjCqaaYL.jpg,When Good Earls Go Bad: A Victorian Valentine's Day Novella (Dukes Behaving Badly),Megan Frampton,22,Romance
B00WNBEGG8,B00WNBEGG8.jpg,http://ecx.images-amazon.com/images/I/516YVxteKbL.jpg,"Heiress Bride: Matchmaker & Co., Book 2",Cynthia Woolf,22,Romance
425263274,0425263274.jpg,http://ecx.images-amazon.com/images/I/51Ucw5VrTQL.jpg,Where the Horses Run (The Heroes of Heartbreak Creek),Kaki Warner,22,Romance
1937248305,1937248305.jpg,http://ecx.images-amazon.com/images/I/5156aEDM3rL.jpg,The Countess Conspiracy (Volume 3),Courtney Milan,22,Romance
1402291949,1402291949.jpg,http://ecx.images-amazon.com/images/I/51GFtk5MVEL.jpg,Of Silk and Steam (London Steampunk),Bec McMaster,22,Romance
B00TYUIHJS,B00TYUIHJS.jpg,http://ecx.images-amazon.com/images/I/61b5%2BabWUKL.jpg,"Moon Over Montana: McCutcheon Family Series, Book 5",Caroline Fyffe,22,Romance
B00EDQJIO6,B00EDQJIO6.jpg,http://ecx.images-amazon.com/images/I/6100TTS5sBL.jpg,"Shades of Honor (Grayson Brothers, Book 1)",Wendy Lindstrom,22,Romance
62117572,0062117572.jpg,http://ecx.images-amazon.com/images/I/514VP5-CENL.jpg,Christmas in Transylvania: A Deadly Angels Novella,Sandra Hill,22,Romance
62064614,0062064614.jpg,http://ecx.images-amazon.com/images/I/510P%2BYwym6L.jpg,Kiss of Pride: A Deadly Angels Book,Sandra Hill,22,Romance
098654146X,098654146X.jpg,http://ecx.images-amazon.com/images/I/61Y-VUhAMOL.jpg,Fate of the Norns: Ragnarok - Denizens of the North,Andrew Valkauskas,22,Romance
451206487,0451206487.jpg,http://ecx.images-amazon.com/images/I/51mXiRFOWGL.jpg,Season of the Sun (Viking Novels),Catherine Coulter,22,Romance
8466647988,8466647988.jpg,http://ecx.images-amazon.com/images/I/51bnF8kBYhL.jpg,El vikingo (Spanish Edition),Bobbi Smith,22,Romance
B013PKHF9A,B013PKHF9A.jpg,http://ecx.images-amazon.com/images/I/51um2nBNdoL.jpg,"Celtic Viking: Heart of the Battle Series, Book 1",Lexy Timms,22,Romance
440206707,0440206707.jpg,http://ecx.images-amazon.com/images/I/51frj2PhgQL.jpg,The Viking's Woman,Heather Graham,22,Romance
61673498,0061673498.jpg,http://ecx.images-amazon.com/images/I/51-B49UsTSL.jpg,Viking in Love,Sandra Hill,22,Romance
1440571228,1440571228.jpg,http://ecx.images-amazon.com/images/I/51wYJqp98WL.jpg,Viking Fire,Andrea R. Cooper,22,Romance
515112305,0515112305.jpg,http://ecx.images-amazon.com/images/I/51zqZ98s1cL.jpg,Lord of Hawkfell Island (Viking Series),Catherine Coulter,22,Romance
1619353733,1619353733.jpg,http://ecx.images-amazon.com/images/I/51qcQN9Rz4L.jpg,The Highlander's Accidental Bride,Cathy MacRae,22,Romance
380757478,0380757478.jpg,http://ecx.images-amazon.com/images/I/51KIfA9aw-L.jpg,Fires of Winter (Haardrad Family),Johanna Lindsey,22,Romance
451469100,0451469100.jpg,http://ecx.images-amazon.com/images/I/61OJs8RT3XL.jpg,Raging Sea: A Novel of the Stone Circles,Terri Brisbin,22,Romance
1491270306,1491270306.jpg,http://ecx.images-amazon.com/images/I/51HopowOHQL.jpg,Lust of the Vikings,Virginia Wade,22,Romance
1495981894,1495981894.jpg,http://ecx.images-amazon.com/images/I/41LjHOJuqgL.jpg,The Deepening Night,Jayne Castel,22,Romance
1503307557,1503307557.jpg,http://ecx.images-amazon.com/images/I/61A5S9JHGzL.jpg,Wanted By The Viking,Joanna Davis,22,Romance
1453722661,1453722661.jpg,http://ecx.images-amazon.com/images/I/41gX1lFfkWL.jpg,The Viking,Marti Talbott,22,Romance
1250015618,1250015618.jpg,http://ecx.images-amazon.com/images/I/51HulckV8jL.jpg,"Wicked Temptation: A Nemesis, Unlimited Novel",Zoë Archer,22,Romance
B00UQR79W4,B00UQR79W4.jpg,http://ecx.images-amazon.com/images/I/61cuQxXSI-L.jpg,"Her Prairie Viking: Prairie Brides, Book Four",Kit Morgan,22,Romance
1496909089,1496909089.jpg,http://ecx.images-amazon.com/images/I/51%2BDsZWH58L.jpg,Came From Afar Woman: A Viking Tale (Book 1),Susan Schaffner,22,Romance
451209737,0451209737.jpg,http://ecx.images-amazon.com/images/I/51XtUQLoUpL.jpg,Enchantress Mine,Bertrice Small,22,Romance
1910075000,1910075000.jpg,http://ecx.images-amazon.com/images/I/51HG7zyP6cL.jpg,Viking Myths - Stories of the Norse Gods and Goddesses,,22,Romance
006167351X,006167351X.jpg,http://ecx.images-amazon.com/images/I/519HG95fojL.jpg,The Norse King's Daughter (Viking I),Sandra Hill,22,Romance
62019120,0062019120.jpg,http://ecx.images-amazon.com/images/I/51x8LXa6MHL.jpg,A Tale of Two Vikings (Viking I),Sandra Hill,22,Romance
994024053,0994024053.jpg,http://ecx.images-amazon.com/images/I/41ufxC376yL.jpg,Horn of the Kraken,Stephen B Pearl,22,Romance
1250084989,1250084989.jpg,http://ecx.images-amazon.com/images/I/51oBvbkXYZL.jpg,Avelynn: A Novel,Marissa Campbell,22,Romance
62019015,0062019015.jpg,http://ecx.images-amazon.com/images/I/51nb79u84kL.jpg,The Blue Viking (Viking I),Sandra Hill,22,Romance
B00GOA2JVS,B00GOA2JVS.jpg,http://ecx.images-amazon.com/images/I/61SXrngGhQL.jpg,"Lord of Fire, Lady of Ice",Michelle M. Pillow,22,Romance
1506017428,1506017428.jpg,http://ecx.images-amazon.com/images/I/51vY48OoweL.jpg,"Viking King: The MacLomain Series- Viking Ancestors, Book 1 (Volume 1)",Sky Purington,22,Romance
62019007,0062019007.jpg,http://ecx.images-amazon.com/images/I/51fGvQ2rK-L.jpg,The Bewitched Viking (Viking I),Sandra Hill,22,Romance
1935817019,1935817019.jpg,http://ecx.images-amazon.com/images/I/51ivEIWILkL.jpg,Ræliksen: Book One of the Emerald Isle Trilogy,Renee Vincent,22,Romance
553581643,0553581643.jpg,http://ecx.images-amazon.com/images/I/510-%2BF6PyWL.jpg,Come Back to Me,Josie Litton,22,Romance
1416509909,1416509909.jpg,http://ecx.images-amazon.com/images/I/51IXGbN9SKL.jpg,On a Highland Shore,Kathleen Givens,22,Romance
1935817329,1935817329.jpg,http://ecx.images-amazon.com/images/I/51dOglEodsL.jpg,"Mac Liam: Emerald Isle Trilogy, Book Two",Renee Vincent,22,Romance
515113514,0515113514.jpg,http://ecx.images-amazon.com/images/I/51p7Q09YZKL.jpg,Lord of Raven's Peak (Viking Series),Catherine Coulter,22,Romance
62019147,0062019147.jpg,http://ecx.images-amazon.com/images/I/510gso2-8bL.jpg,"Truly, Madly Viking (Viking II)",Sandra Hill,22,Romance
1512246409,1512246409.jpg,http://ecx.images-amazon.com/images/I/41vcxVhpRDL.jpg,Tamed By The Viking,Joanna Davis,22,Romance
62019201,0062019201.jpg,http://ecx.images-amazon.com/images/I/51iuXpA6RSL.jpg,The Very Virile Viking (Viking II),Sandra Hill,22,Romance
62019104,0062019104.jpg,http://ecx.images-amazon.com/images/I/51lpY3GvLcL.jpg,The Reluctant Viking (Viking I),Sandra Hill,22,Romance
62019082,0062019082.jpg,http://ecx.images-amazon.com/images/I/51liRnxZzyL.jpg,The Viking's Captive (Viking I),Sandra Hill,22,Romance
B00DP5QPBA,B00DP5QPBA.jpg,http://ecx.images-amazon.com/images/I/61YAKdICLuL.jpg,Viking's Prize,Tanya Anne Crosby,22,Romance
61673501,0061673501.jpg,http://ecx.images-amazon.com/images/I/51L840G2riL.jpg,The Viking Takes a Knight (Viking I),Sandra Hill,22,Romance
037324567X,037324567X.jpg,http://ecx.images-amazon.com/images/I/210HAXCN1NL.jpg,The Marriage Medallion (Silhouette Special Edition 1567) (Viking Brides series),Christine Rimmer,22,Romance
515116998,0515116998.jpg,http://ecx.images-amazon.com/images/I/219XYFYZGGL.jpg,Captive Heart,Anita Gordon,22,Romance
1514373297,1514373297.jpg,http://ecx.images-amazon.com/images/I/51r18Tmlh8L.jpg,Celtic Mann (Heart of the Battle Series) (Volume 3),Lexy Timms,22,Romance
1512037125,1512037125.jpg,http://ecx.images-amazon.com/images/I/51oWVVjXKQL.jpg,Celtic Rune: Historical Viking - Highlander Romance (Heart of the Battle Series) (Volume 2),Lexy Timms,22,Romance
62019139,0062019139.jpg,http://ecx.images-amazon.com/images/I/51s1SWer1UL.jpg,The Tarnished Lady (Viking I),Sandra Hill,22,Romance
843932430,0843932430.jpg,http://ecx.images-amazon.com/images/I/41NYJCydqbL.jpg,Viking Passion,Flora Speer,22,Romance
1942606036,1942606036.jpg,http://ecx.images-amazon.com/images/I/51adTfX5HDL.jpg,The Man of Her Dreams,Leanne Burroughs,22,Romance
515115843,0515115843.jpg,http://ecx.images-amazon.com/images/I/51xah4SMeML.jpg,Lord of Falcon Ridge,Catherine Coulter,22,Romance
373297904,0373297904.jpg,http://ecx.images-amazon.com/images/I/51P6%2BTdxMcL.jpg,Surrender to the Viking (Harlequin Historical\Victorious Vikings),Joanna Fulford,22,Romance
B00G2SK1WQ,B00G2SK1WQ.jpg,http://ecx.images-amazon.com/images/I/61PjZNp%2BY2L.jpg,Maiden and the Monster,Michelle M. Pillow,22,Romance
1494841894,1494841894.jpg,http://ecx.images-amazon.com/images/I/51wagZLUwoL.jpg,The Viking's Daughter,Marti Talbott,22,Romance
1402261853,1402261853.jpg,http://ecx.images-amazon.com/images/I/51un9-9xypL.jpg,Lord of Fire and Ice,Mia Marlowe,22,Romance
1508957487,1508957487.jpg,http://ecx.images-amazon.com/images/I/51QTlyVJjrL.jpg,The Viking's Son (The Viking Series) (Volume 3),Marti Talbott,22,Romance
1611942179,1611942179.jpg,http://ecx.images-amazon.com/images/I/51e4859aFSL.jpg,Santa Viking,Sandra Hill,22,Romance
380770482,0380770482.jpg,http://ecx.images-amazon.com/images/I/41M11ZS5ZML.jpg,Viking,Fabio,22,Romance
843957468,0843957468.jpg,http://ecx.images-amazon.com/images/I/51hK0EGf9IL.jpg,Viking Warrior (Leisure Historical Romance),Connie Mason,22,Romance
373295340,0373295340.jpg,http://ecx.images-amazon.com/images/I/31mWkywm4dL.jpg,The Viking's Defiant Bride,Joanna Fulford,22,Romance
62019090,0062019090.jpg,http://ecx.images-amazon.com/images/I/51cgAKIYZyL.jpg,The Outlaw Viking (Viking I),Sandra Hill,22,Romance
62210440,0062210440.jpg,http://ecx.images-amazon.com/images/I/51IBbTBmO8L.jpg,The Pirate Bride (Viking I),Sandra Hill,22,Romance
006201904X,006201904X.jpg,http://ecx.images-amazon.com/images/I/512RlE3RBxL.jpg,Hot & Heavy (Viking II),Sandra Hill,22,Romance
150859810X,150859810X.jpg,http://ecx.images-amazon.com/images/I/51g822qIwdL.jpg,The Shield Maiden's Revenge: The Vikings of Vinland: Book One (Volume 1),Bibi Rizer,22,Romance
1508572070,1508572070.jpg,http://ecx.images-amazon.com/images/I/510tLCBgQrL.jpg,VIking Mine,Joanna Davis,22,Romance
1556526008,1556526008.jpg,http://ecx.images-amazon.com/images/I/51ne52su3KL.jpg,Avalon: A Novel (Rediscovered Classics),Anya Seton,22,Romance
62019236,0062019236.jpg,http://ecx.images-amazon.com/images/I/51W723WOdnL.jpg,Wet & Wild (Viking II),Sandra Hill,22,Romance
1507628390,1507628390.jpg,http://ecx.images-amazon.com/images/I/51Al30pBV5L.jpg,Viking Thrall,Joanna Davis,22,Romance
B00YRBMPEM,B00YRBMPEM.jpg,http://ecx.images-amazon.com/images/I/61-fSkOLlaL.jpg,"Her Fiery Viking: A Paranormal Romance: Her Elemental Viking, Book 1",AJ Tipton,22,Romance
843949848,0843949848.jpg,http://ecx.images-amazon.com/images/I/51TmiHHTnrL.jpg,My Fair Viking,Sandra Hill,22,Romance
373297580,0373297580.jpg,http://ecx.images-amazon.com/images/I/51NfQ%2BhlAiL.jpg,Defiant in the Viking's Bed (Harlequin Historical\Victorious Vikings),Joanna Fulford,22,Romance
821744607,0821744607.jpg,http://ecx.images-amazon.com/images/I/51J6C3SA9ZL.jpg,Beloved Viking (Lovegram historical romances),Betty Brooks,22,Romance
373295901,0373295901.jpg,http://ecx.images-amazon.com/images/I/51fmcpS%2BZrL.jpg,Pleasurably Undone!: Seducing a Stranger\The Viking's Forbidden Love-Slave\Disrobed and Dishonored\A Night for Her Pleasure\The Unlacing of Miss Leigh,Christine Merrill,22,Romance
373296827,0373296827.jpg,http://ecx.images-amazon.com/images/I/51yUlARHOQL.jpg,The Viking's Touch,Joanna Fulford,22,Romance
373291159,0373291159.jpg,http://ecx.images-amazon.com/images/I/51EJGM3Z63L.jpg,"The Viking's Heart (Harlequin Historical, 515)",Jacqueline Navin,22,Romance
373795386,0373795386.jpg,http://ecx.images-amazon.com/images/I/51lrxb0tEFL.jpg,The Captive,Joanne Rock,22,Romance
373297181,0373297181.jpg,http://ecx.images-amazon.com/images/I/51fyWjzEtOL.jpg,"Warriors in Winter: In the Bleak Midwinter / The Holly and the Viking / A Season to Forgive (MacEgan Brothers, Book 7)",Michelle Willingham,22,Romance
843944021,0843944021.jpg,http://ecx.images-amazon.com/images/I/51A2NZ3CK5L.jpg,Viking!,Connie Mason,22,Romance
082174836X,082174836X.jpg,http://ecx.images-amazon.com/images/I/21mBgMUDiOL.jpg,Viking Gold,Nadine Crenshaw,22,Romance
1940223598,1940223598.jpg,http://ecx.images-amazon.com/images/I/51hHJMbcgsL.jpg,Death Blow,Jianne Carlo,22,Romance
786200936,0786200936.jpg,http://ecx.images-amazon.com/images/I/41XNipV%2BgCL.jpg,Lord of the Wolves,Heather Graham,22,Romance
373298021,0373298021.jpg,http://ecx.images-amazon.com/images/I/51DiDujdrpL.jpg,Saved by the Viking Warrior (Harlequin Historical),Michelle Styles,22,Romance
8490700311,8490700311.jpg,http://ecx.images-amazon.com/images/I/51cuCI%2BH3%2BL.jpg,Alma vikinga (Spanish Edition),Nieves Hidalgo,22,Romance
1477837310,1477837310.jpg,http://ecx.images-amazon.com/images/I/51mfWS8I0EL.jpg,Danegeld,Susan Squires,22,Romance
1503350770,1503350770.jpg,http://ecx.images-amazon.com/images/I/51aPw8ZByLL.jpg,To Love a Warrior (Isle of Mull) (Volume 3),Lily Baldwin,22,Romance
425228347,0425228347.jpg,http://ecx.images-amazon.com/images/I/51YYAo5l%2ByL.jpg,Immortal Outlaw (Immortal Brotherhood),Lisa Hendrix,22,Romance
989158101,0989158101.jpg,http://ecx.images-amazon.com/images/I/51IsekCVpaL.jpg,"Farewell, My Denmark",Tina Peterson Scott,22,Romance
1936751984,1936751984.jpg,http://ecx.images-amazon.com/images/I/51-k7o%2BKV5L.jpg,The Viking Warriors Collection,Jianne Carlo,22,Romance
1511661267,1511661267.jpg,http://ecx.images-amazon.com/images/I/41LkEPT%2BwTL.jpg,Until You,Mrs. Deborah E. Hammond,22,Romance
821740628,0821740628.jpg,http://ecx.images-amazon.com/images/I/51NRT2Y88SL.jpg,Viking Ecstasy (Zebra books),Robin Gideon,22,Romance
373487673,0373487673.jpg,http://ecx.images-amazon.com/images/I/51%2Bxt%2BwTafL.jpg,The Viking's Bride (Heartsong Presents),Darlene Mindrup,22,Romance
1477837329,1477837329.jpg,http://ecx.images-amazon.com/images/I/51cMTSHGLQL.jpg,Danelaw,Susan Squires,22,Romance
B00YYIUQBC,B00YYIUQBC.jpg,http://ecx.images-amazon.com/images/I/51nYpNHFLCL.jpg,Norse Jewel: Entangled Scandalous,Gina Conkle,22,Romance
1496084896,1496084896.jpg,http://ecx.images-amazon.com/images/I/519KXHtez4L.jpg,Viking's Desire: Sexy-Romance Novel: A Viking Love Story,Catherine Sharp,22,Romance
1601428146,1601428146.jpg,http://ecx.images-amazon.com/images/I/51g1jdYeBML.jpg,Amish Christmas at North Star: Four Stories of Love and Family,Cindy Woodsmall,22,Romance
373659253,0373659253.jpg,http://ecx.images-amazon.com/images/I/51doD%2BSTxAL.jpg,A Cold Creek Christmas Story (Harlequin Special Edition),RaeAnne Thayne,22,Romance
800721195,0800721195.jpg,http://ecx.images-amazon.com/images/I/51esbg8u0gL.jpg,Keeping Christmas: A Novel,Dan Walsh,22,Romance
1496700139,1496700139.jpg,http://ecx.images-amazon.com/images/I/5182JRi7mVL.jpg,The Amish Christmas Sleigh,Kelly Long,22,Romance
718039653,0718039653.jpg,http://ecx.images-amazon.com/images/I/51ZmRQdrk-L.jpg,An Amish Christmas Gift: Three Amish Novellas,Amy Clipston,22,Romance
1420137476,1420137476.jpg,http://ecx.images-amazon.com/images/I/51ywCjdIWkL.jpg,Snowflake Bay (The Brides Of Blueberry Cove),Donna Kauffman,22,Romance
