book_id,title,books_count,isbn,authors,original_title,,language_code,average_rating,ratings_count,Class
6316,The Anti-Christ,423,1421270536,"Friedrich Nietzsche, H.L. Mencken",Der Antichrist,,eng,3.91,10332,no
6317,The Looming Tower: Al-Qaeda and the Road to 9/11,40,037541486X,Lawrence Wright,The Looming Tower: Al-Qaeda and the Road to 9/11,,en-US,4.38,12737,no
6318,The Cat Who Walks Through Walls (The World As Myth),38,441094996,Robert A. Heinlein,The Cat Who Walks through Walls,,en-US,3.7,17892,no
6319,Shattered,33,425099334,"K.R. Dwyer, Dean Koontz",Shattered,,eng,3.87,17224,no
6320,Hollywood,73,843391426X,Charles Bukowski,Hollywood,,,3.78,12923,no
6321,"Dexter By Design (Dexter, #4)",48,752885170,Jeff Lindsay,Dexter by Design,,en-GB,3.72,16086,no
6322,A Son of the Circus,67,345915623,John Irving,A Son of the Circus,,,3.61,14878,no
6323,Apt Pupil,22,751525677,Stephen King,,,eng,3.83,17198,no
6324,"Morning, Noon & Night",69,446602213,Sidney Sheldon,"Morning, Noon & Night",,eng,3.62,12679,no
6325,"Memory in Death (In Death, #22)",50,425210731,J.D. Robb,Memory in Death ,,eng,4.31,19613,no
6326,The Waves,294,156949601,Virginia Woolf,The Waves,,en-US,4.14,15965,no
6327,The Nine: Inside the Secret World of the Supreme Court,15,385516401,Jeffrey Toobin,The Nine: Inside the Secret World of the Supreme Court,,en-US,4.06,12426,no
6328,The Violets of March,35,452297036,Sarah Jio,The Violets of March,,en-US,3.8,17379,no
6329,Please Look After Mom,77,307593916,"Kyung-Sook Shin, 신경숙, Chi-Young Kim",엄마를 부탁해,,eng,3.76,12130,no
6330,"The Shining Ones (The Tamuli, #2)",36,345388666,David Eddings,The Shining Ones,,,3.95,19083,no
6331,House of M,30,785117210,"Brian Michael Bendis, Olivier Coipel, Tim Townsend, Rick Magyar, John Dell, Scott Hanna, Frank D'Armata, Chris Eliopoulos, James Taveras, Omar Otieku, Tom Valente, Esad Ribic",House of M,,eng,3.97,14960,no
6332,"Tenth Grade Bleeds (The Chronicles of Vladimir Tod, #3)",30,525421351,Heather Brewer,Tenth Grade Bleeds,,en-US,4.24,17579,no
6333,Trinity,35,60827882,Leon Uris,Trinity: A Novel of Ireland,,,4.23,16056,no
6334,The Cat in the Hat Comes Back,36,394800028,Dr. Seuss,The Cat in the Hat Comes Back,,en-US,3.83,22229,no
6335,Oscar and Lucinda,58,702229784,Peter Carey,Oscar and Lucinda,,eng,3.72,15139,no
6336,"The Good Husband of Zebra Drive (No. 1 Ladies' Detective Agency, #8)",55,375422730,Alexander McCall Smith,The Good Husband of Zebra Drive,,en-US,4.06,18329,no
6337,Up from Slavery,337,451527542,"Booker T. Washington, Ishmael Reed",Up from Slavery,,eng,4.09,15038,no
6338,"The Secret Servant (Gabriel Allon, #7)",46,399154221,Daniel Silva,The Secret Servant,,eng,4.25,14335,no
6339,"Hearts in Darkness (Hearts in Darkness, #1)",13,,Laura Kaye,Hearts In Darkness,,eng,3.86,20939,no
6340,"Shards of Honour  (Vorkosigan Saga, #1)",42,743468422,Lois McMaster Bujold,Shards of Honor,,eng,4.13,16756,no
6341,"Asterix the Gaul (Asterix, #1)",98,752866052,"René Goscinny, Albert Uderzo, Anthea Bell, Derek Hockridge",Astérix le Gaulois,,eng,4.18,16011,no
6342,"A Light in the Window (Mitford Years, #2)",41,1589190637,Jan Karon,"A Light in the Window (The Mitford Years, #2)",,,4.23,17083,no
6343,"The Forever of Ella and Micha (The Secret, #2)",27,1455574880,Jessica Sorensen,The Forever of Ella and Micha,,eng,4.1,24776,no
6344,"Say Goodbye (Quincy & Rainie, #6)",47,553804332,Lisa Gardner,Say Goodbye,,eng,4.12,16057,no
6345,Scuffy the Tugboat (Big Little Golden Book),19,307105474,Gertrude Crampton,Scuffy the Tugboat and His Adventures Down the River,,,4.11,17186,no
6346,"Dawn (Warriors: The New Prophecy, #3)",33,006074457X,Erin Hunter,Dawn,,en-US,4.31,19824,no
6347,Just Me and My Dad (Little Critter),8,307118398,Mercer Mayer,Just Me and My Dad (Look-Look),,en-US,4.19,16315,yes
6348,All I Really Need to Know I Learned in Kindergarten,42,034546639X,Robert Fulghum,All I Really Need To Know I Learned in Kindergarten,,eng,4.03,15816,no
6349,Temple,42,312981260,Matthew Reilly,Temple,,eng,4.04,14961,no
6350,"Peter and the Secret of Rundoon (Peter and the Starcatchers, #3)",26,786837888,"Dave Barry, Ridley Pearson, Greg Call",Peter and the Secret of Rundoon,,en-US,4.16,18570,no
6351,Holy Cow: An Indian Adventure,29,767915747,Sarah Macdonald,Holy Cow: An Indian Adventure,,eng,3.51,13627,no
6352,"Last to Die (Rizzoli & Isles, #10)",62,345515633,Tess Gerritsen,Last to Die,,,4.1,16036,no
6353,Kraken,31,034549749X,China Miéville,Kraken: An Anatomy,,,3.6,16078,no
6354,The Wall,116,184391400X,Jean-Paul Sartre,Le Mur,,eng,4.07,12180,no
6355,The House We Grew Up In,21,1476702993,Lisa Jewell,The House We Grew Up In,,eng,3.88,11546,no
6356,"A Dance with Dragons: Dreams and Dust (A Song of Ice and Fire #5, Part 1 of 2)",47,7466064,George R.R. Martin,A Dance With Dragons: Part 1 Dreams and Dust,,en-GB,4.32,11636,no
6357,"Full Black (Scot Harvath, #10)",22,141658661X,Brad Thor,Full Black,,en-US,4.26,13240,no
6358,The Sisterhood,18,,Helen Bryan,,,en,3.75,7967,no
6359,"Five on a Treasure Island (Famous Five, #1)",109,340796146,Enid Blyton,Five on a Treasure Island ,,eng,4.06,15877,no
6360,Summer People,10,312997191,Elin Hilderbrand,Summer People,,eng,3.93,14369,no
6361,There's Treasure Everywhere: A Calvin and Hobbes Collection,22,836213122,Bill Watterson,There's Treasure Everywhere: A Calvin and Hobbes Collection,,eng,4.74,16766,no
6362,"Boys Over Flowers: Hana Yori Dango, Vol. 1 (Boys Over Flowers, #1)",10,1569319960,"Yoko Kamio, 神尾葉子",花より男子 1,,eng,4.12,14295,no
6363,"In the Plex: How Google Thinks, Works, and Shapes Our Lives",1,1416596585,Steven Levy,"In the Plex: How Google Thinks, Works, and Shapes Our Lives",,en-US,3.83,18464,no
6364,When We Were Orphans,74,571225403,Kazuo Ishiguro,When We Were Orphans,,eng,3.45,13886,no
6365,"Price of a Kiss (Forbidden Men, #1)",6,,Linda Kage,,,eng,4.1,25625,no
6366,Stitches,23,393068579,David Small,Stitches: A Memoir,,eng,4.03,17589,no
6367,The Last Nude,9,1594488134,Ellis Avery,The Last Nude,,en-US,3.77,13280,no
6368,"Daja's Book (Circle of Magic, #3)",27,590554107,Tamora Pierce,Daja's Book,,eng,4.06,22695,no
6369,"All the Weyrs of Pern (Pern, #11)",49,345419359,Anne McCaffrey,All the Weyrs of Pern,,eng,4.15,18265,no
6370,"Beautiful Sacrifice (The Maddox Brothers, #3)",20,,Jamie McGuire,Beautiful Sacrifice,,eng,4.08,21020,no
6371,"Black Powder War (Temeraire, #3)",53,345481305,Naomi Novik,Black Powder War,,en-US,3.9,18778,no
6372,"Heartbreaker (Buchanan-Renard, #1)",60,1416503811,Julie Garwood,Heartbreaker,,en-US,4.02,19000,no
6373,David Goes To School,14,590480871,David Shannon,,,eng,4.16,15654,no
6374,"Briar's Book (Circle of Magic, #4)",23,590554115,Tamora Pierce,Briar's Book,,eng,4.14,23152,no
6375,"The First Man in Rome (Masters of Rome, #1)",57,380710811,Colleen McCullough,The First Man in Rome,,eng,4.08,15362,no
6376,"Every Dead Thing (Charlie Parker, #1)",67,067102731X,John Connolly,Every Dead Thing,,eng,4.01,14390,no
6377,"The Confessor (Gabriel Allon, #3)",49,014101587X,Daniel Silva,The Confessor,,eng,4.14,13166,no
6378,"The Wallflower, Vol. 1 (The Wallflower, #1)",6,345479122,"Tomoko Hayakawa, David Ury",ヤマトナデシコ七変化,,eng,4.15,16399,no
6379,Rise of the Governor (The Walking Dead #1),51,312547730,"Robert Kirkman, Jay Bonansinga",The Walking Dead: Rise of the Governor,,eng,3.9,13076,no
6380,"The Thousand Orcs (Forgotten Realms: Hunter's Blades, #1; Legend of Drizzt, #14)",24,786929804,R.A. Salvatore,The Thousand Orcs (Hunter's Blades #1),,eng,4.08,14329,no
6381,Miller's Valley,19,812996089,Anna Quindlen,Miller's Valley,,en-GB,3.89,12391,no
6382,The Painted Bird,84,080213422X,Jerzy Kosiński,,,,3.94,14284,no
6383,The Glass Lake,62,752876872,Maeve Binchy,The Glass Lake,,eng,3.89,16073,no
6384,The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom,32,465028020,Jonathan Haidt,The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom,,eng,4.12,13282,no
6385,The Masque of the Red Death,125,1594567395,Edgar Allan Poe,The Masque of the Red Death,,eng,4.08,17728,no
6386,The Evolutionary Void,33,345496574,Peter F. Hamilton,The Evolutionary Void,,eng,4.25,13440,no
6387,"The Forbidden Game (The Forbidden Game, #1-3)",2,1416989404,L.J. Smith,The Forbidden Game,,en-US,4.19,18443,no
6388,Perfect You,6,1416953558,Elizabeth Scott,Perfect You,,en-US,3.7,20858,no
6389,Jazz,73,452269652,Toni Morrison,Jazz,,eng,3.78,14853,no
6390,The Te of Piglet,22,1405204273,Benjamin Hoff,,,eng,3.81,13325,no
6391,"You're the One That I Want (Gossip Girl, #6)",47,316735167,Cecily von Ziegesar,You're the one that I want,,eng,3.71,16643,no
6392,The Twelve Chairs,128,810114844,"Ilya Ilf, Eugene Petrov, Maurice Friedberg, John H.C. Richardson",Двенадцать стульев,,,4.42,13688,no
6393,"Chicken Soup for the Teenage Soul: 101 Stories of Life, Love and Learning (Chicken Soup for the Soul)",52,1558744630,"Jack Canfield, Mark Victor Hansen, Kimberly Kirberger",Chicken Soup for the Teenage Soul (Chicken Soup for the Soul),,eng,3.91,14722,no
6394,The Fever,28,316231053,Megan Abbott,The Fever,,,3.12,14775,no
6395,The Very Quiet Cricket,19,399218858,Eric Carle,The Very Quiet Cricket,,en-US,4.07,17016,no
6396,"The Naming (The Books of Pellinor, #1)",39,763631620,Alison Croggon,The Gift,,en-US,4,19214,no
6397,"Something from the Nightside (Nightside, #1)",27,441010652,Simon R. Green,Something from the Nightside,,eng,3.77,19206,no
6398,The Millionaire Mind,29,740718584,Thomas J. Stanley,,,,4.15,14795,no
6399,The Stars Shine Down,71,6178715,Sidney Sheldon,The Stars Shine Down,,eng,3.65,12874,no
6400,The Beatles Anthology,13,811826848,"The Beatles, Paul McCartney, Ringo Starr, John Lennon, George Harrison",The Beatles Anthology,,eng,4.38,12474,no
6401,Sex at Dawn: The Prehistoric Origins of Modern Sexuality,35,61707803,"Christopher  Ryan, Cacilda Jethá",Sex at Dawn: The Prehistoric Origins of Modern Sexuality,,en-US,4.02,12521,no
6402,"You Know You Love Me (Gossip Girl, #2)",59,316911488,Cecily von Ziegesar,You Know You Love Me,,en-US,3.53,18052,no
6403,Night World: The Ultimate Fan Guide,7,1442402849,"Annette Pollert, L.J. Smith",Night World: The Ultimate Fan Guide.,,,4.36,13626,no
6404,A Chair for My Mother,30,688040748,Vera B. Williams,A Chair for My Mother ,,eng,4.2,19919,no
6405,The Crow Road,23,349103232,Iain Banks,The Crow Road,,eng,4.07,14365,no
6406,The Book of Joe,37,385338104,Jonathan Tropper,The Book of Joe,,en-US,3.95,13064,no
6407,Dragonlance Chronicles (Dragonlance #1-3),22,880386525,"Margaret Weis, Tracy Hickman",Dragonlance Chronicles: Dragons of Autumn Twilight/Dragons of Winter Night/Dragons of Spring Dawning (Collectors Edition),,,4.21,13553,no
6408,"Beauty Pop, Vol. 1 (Beauty Pop, #1)",5,1421505754,Kiyoko Arai,ビューティーポップ 1 [Byūtī poppu 1],,eng,4.15,16223,no
6409,From Head to Toe,31,61119725,Eric Carle,From Head to Toe,,,4.18,16074,no
6410,Boy Meets Girl: Say Hello to Courtship,18,1590521676,Joshua Harris,Boy Meets Girl: Say Hello to Courtship,,en-GB,3.78,13868,no
6411,"Fables, Vol. 6: Homelands",10,1401205003,"Bill Willingham, Mark Buckingham, David Hahn, Steve Leialoha","Fables, Volume 6: Homelands",,eng,4.3,18893,no
6412,"Reasonable Doubt: Volume 1 (Reasonable Doubt, #1)",14,,Whitney G.,Reasonable Doubt,,eng,4.13,25788,no
6413,"Home (Gilead, #2)",42,374299102,Marilynne Robinson,Home,,eng,3.97,13851,no
6414,For the Love: Fighting for Grace in a World of Impossible Standards,14,718031822,Jen Hatmaker,For the Love: Fighting for Grace in a World of Impossible Standards,,,4.1,16200,no
6415,"The Game Changer (The Perfect Game, #2)",4,,J. Sterling,,,en,4.11,23295,no
6416,"Sweet Filthy Boy (Wild Seasons, #1)",31,1476751803,Christina Lauren,Sweet Filthy Boy ,,eng,4.16,25337,no
6417,The Winter's Tale,498,521293731,William Shakespeare,The Winter's Tale,,eng,3.69,15385,no
6418,The Temporal Void,38,1405088834,Peter F. Hamilton,The Temporal Void,,eng,4.24,13478,no
6419,"Sex Criminals, Vol. 1: One Weird Trick",16,1607069466,"Matt Fraction, Chip Zdarsky","Sex Criminals, Volume One: One Weird Trick",,eng,3.99,22017,no
6420,"The Rising: Antichrist is Born  (Before They Were Left Behind, #1)",25,842361936,"Tim LaHaye, Jerry B. Jenkins",The Rising : Antichrist is Born : Before They Were Left Behind,,eng,4.18,13412,no
6421,"Teardrop (Teardrop, #1)",61,375990690,Lauren Kate,Teardrop,,eng,3.65,18998,no
6422,"The Scarpetta Factor (Kay Scarpetta, #17)",71,399156399,Patricia Cornwell,The Scarpetta Factor ,,en-US,3.67,16388,no
6423,"The Winner's Kiss (The Winner's Trilogy, #3)",17,374384738,Marie Rutkoski,The Winner's Kiss,,eng,4.29,23125,no
6424,"Bad Things (Tristan & Danika, #1)",15,,R.K. Lilley,,,eng,4.33,27420,no
6425,"Here be Dragons (Welsh Princes, #1)",15,345382846,Sharon Kay Penman,Here be Dragons,,eng,4.3,16205,no
6426,Loving What Is: Four Questions That Can Change Your Life,30,1400045371,"Byron Katie, Stephen Mitchell",Loving What Is: Four Questions That Can Change Your Life,,,4.15,12568,no
6427,The Whipping Boy,38,60521228,"Sid Fleischman, Peter Sís",The Whipping Boy,,eng,3.54,18090,no
6428,"Short Stories from Hogwarts of Heroism, Hardship and Dangerous Hobbies (Pottermore Presents, #1)",18,1781106282,"J.K. Rowling, MinaLima","Short Stories from Hogwarts of Heroism, Hardship and Dangerous Hobbies",,eng,4.22,16285,no
6429,Nancy Drew: #1-64,4,448445867,Carolyn Keene,"Nancy Drew Complete Series Set, Books 1-64",,eng,4.19,16743,no
6430,Pygmalion and Three Other Plays,5,1593080786,"George Bernard Shaw, John A. Bertolini",Pygmalion and Three Other Plays,,en-US,4.01,16568,no
6431,"Path of Destruction (Star Wars: Darth Bane, #1)",25,345477367,Drew Karpyshyn,,,eng,4.25,13197,no
6432,Miramont's Ghost,4,,Elizabeth  Hall,,,en-GB,3.34,14295,no
6433,"Storm (Elemental, #1)",18,758272812,Brigid Kemmerer,Storm,,en-US,3.96,21281,no
6434,"The Last Little Blue Envelope (Little Blue Envelope, #2)",12,61976792,Maureen Johnson,The Last Little Blue Envelope,,en-US,3.86,19275,no
6435,The Making of the Atomic Bomb,18,684813785,Richard Rhodes,The Making of the Atomic Bomb,,eng,4.32,12201,no
6436,Minding Frankie,57,1409113965,Maeve Binchy,Minding Frankie,,eng,3.78,15606,no
6437,Unveiled: Tamar (Lineage of Grace #1),22,842319476,Francine Rivers,Unveiled: Tamar (Lineage of Grace #1),,,4.26,14441,no
6438,"Angels in America, Part Two: Perestroika",5,1559360739,Tony Kushner,,,en-US,4.26,16498,no
6439,The Third Twin,81,033034837X,Ken Follett,The Third Twin,,en-GB,3.64,14499,no
6440,"The Butlerian Jihad (Legends of Dune, #1)",45,765340771,"Brian Herbert, Kevin J. Anderson",Dune: The Butlerian Jihad,,eng,3.57,14868,no
6441,The 80/20 Principle: The Secret to Achieving More with Less,46,385491743,Richard Koch,The 80/20 Principle: The Secret to Success by Achieving More with Less,,,3.99,13241,no
6442,The Complete Poetry and Prose,6,385152132,"William Blake, David V. Erdman, Harold Bloom",The Complete Poetry & Prose of William Blake,,en-US,4.23,14157,no
6443,Nutshell,47,385542070,Ian McEwan,Nutshell,,eng,3.71,10904,no
6444,"Death Note, Vol. 2: Confluence (Death Note, #2)",35,1421501694,"Tsugumi Ohba, Takeshi Obata",デスノート #2 (Desu Nōto) Gōryū (合流),,eng,4.42,20177,no
6445,"Akira, Vol. 1",20,1569714983,"Katsuhiro Otomo, Yoko Umezawa, Linda M. York, Jo Duffy",Akira 1,,eng,4.36,16116,no
6446,"Imperium: A Novel of Ancient Rome (Cicero, #1)",86,074326603X,Robert   Harris,Imperium,,en-US,4.05,13959,no
6447,The Sportswriter,48,394743253,Richard Ford,The Sportswriter,,,3.7,12606,no
6448,"Grim Tuesday (The Keys to the Kingdom, #2)",33,439703700,Garth Nix,Grim Tuesday,,,3.86,19133,no
6449,Le bleu est une couleur chaude,33,272346783X,Julie Maroh,Le bleu est une couleur chaude,,fre,3.92,8504,no
6450,The Road to Little Dribbling: Adventures of an American in Britain,33,385539282,Bill Bryson,The Road to Little Dribbling,,eng,3.71,9694,no
6451,"The Firebird (Slains, #2)",26,140227663X,Susanna Kearsley,The Firebird,,eng,4.08,12421,no
6452,"Gakuen Alice, Vol. 01 (Gakuen Alice, #1)",12,1427803196,"Tachibana Higuchi, 樋口 橘",学園アリス１,,eng,4.23,15373,no
6453,Blue Highways,45,316353299,William Least Heat-Moon,Blue Highways: A Journey into America,,,4,15693,no
6454,Breathing Lessons,72,345485599,Anne Tyler,Breathing Lessons,,eng,3.66,18053,no
6455,Selected Poems,98,517206064,Emily Dickinson,Selected Poems of Emily Dickinson,,eng,4.16,16218,no
6456,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories ,98,1593081316,"Robert Louis Stevenson, Jenny Davidson",The Strange Case of Dr. Jekyll and Mr. Hyde ,,eng,3.96,20812,no
6457,The Miracle of Forgiveness,12,884944441,Spencer W. Kimball,The Miracle of Forgiveness,,,4.37,13795,no
6458,Juliet,69,345516109,Anne Fortier,Juliet,,en-US,3.9,19328,no
6459,The Darkest Secret (Lords of the Underworld #7),32,373775490,Gena Showalter,"The Darkest Secret (Lords of the Underworld, #7)",,eng,4.32,23247,no
6460,God Help the Child,49,307594173,Toni Morrison,God Help the Child,,eng,3.7,12228,no
6461,"The Umbrella Academy, Vol. 1: The Apocalypse Suite",18,1593079788,"Gerard Way, Gabriel Bá, Dave Stewart, Nate Piekos, Tony Ong","The Umbrella Academy, Vol 1: The Apocalypse Suite",,eng,3.97,17384,no
6462,"Sentinel (Covenant, #5)",21,1937053571,Jennifer L. Armentrout,,,eng,4.49,24150,no
6463,Founders at Work: Stories of Startups' Early Days,19,1590597141,Jessica Livingston,Founders at Work: Stories of Startups' Early Days,,en-US,3.94,15049,no
6464,"Crush (Crush, #1)",5,,Lacey Weatherford,,,en-GB,3.97,22025,no
6465,"Infected (Infected, #1)",36,307406105,Scott Sigler,Infected,,en-US,3.85,14346,no
6466,This Song Will Save Your Life,28,374351384,Leila Sales,This Song Will Save Your Life,,eng,3.95,19947,no
6467,The Women of Brewster Place,30,014006690X,Gloria Naylor,The Women of Brewster Place,,en-US,4.13,14777,no
6468,"Ms. Marvel, Vol. 2: Generation Why",14,785190228,"G. Willow Wilson, Adrian Alphona, Jacob Wyatt","Ms. Marvel, Vol. 2: Generation Why",,eng,4.14,17048,no
6469,Passion and Purity: Learning to Bring Your Love Life Under Christ's Control,17,800758188,Elisabeth Elliot,Passion and Purity: Learning to Bring Your Love Life Under Christ's Control,,,4.15,13767,no
6470,"Burn for Burn (Burn for Burn, #1)",28,1442440759,"Jenny Han, Siobhan Vivian",Burn for Burn,,eng,3.87,18772,no
6471,The Greater Journey: Americans in Paris,17,1416571760,David McCullough,The Greater Journey: Americans In Paris,,eng,3.9,14001,no
6472,"The Hidden City (The Tamuli, #3)",34,345390407,David Eddings,The Hidden City,,eng,3.97,18718,no
6473,The Glassblower,14,,"Petra Durst-Benning, Samuel Willcocks",Die Glasbläserin,,eng,3.87,13478,no
6474,Seating Arrangements,22,307599469,Maggie Shipstead,Seating Arrangements,,,3.02,14243,no
6475,The Broom of the System,39,142002429,David Foster Wallace,The Broom of the System,,,3.84,13011,no
6476,Practice Makes Perfect (Berkley Sensation),28,425226743,Julie James,Practice Makes Perfect,,eng,3.99,23783,no
6477,"The Dark Hills Divide (The Land of Elyon, #1)",40,439700930,Patrick Carman,The Dark Hills Divide,,en-US,3.71,19358,no
6478,"Fracture Me (Shatter Me, #2.5)",10,62284835,Tahereh Mafi,Fracture Me,,eng,3.77,24092,no
6479,You Will Know Me,23,031623107X,Megan Abbott,You Will Know Me,,eng,3.45,17002,no
6480,The Sunne in Splendour,20,345363132,Sharon Kay Penman,The Sunne in Splendour,,eng,4.4,15364,no
6481,Arcadia,24,571169341,Tom Stoppard,Arcadia,,en-US,4.19,15362,no
6482,An Innocent Client,19,,Scott Pratt,An Innocent Client,,eng,4.16,8045,no
6483,West Side Story,24,671725661,Irving Shulman,West Side Story,,,4.12,16593,no
6484,"The Masterharper of Pern (Pern, #15)",35,552142743,Anne McCaffrey,The MasterHarper of Pern,,eng,4.22,18322,no
6485,The Drunkard's Walk: How Randomness Rules Our Lives,42,375424040,Leonard Mlodinow,The Drunkard's Walk: How Randomness Rules Our Lives,,eng,3.88,12818,no
6486,"Merry Christmas, Alex Cross (Alex Cross, #19)",43,316210730,James Patterson,"Merry Christmas, Alex Cross",,eng,3.85,12343,no
6487,Don't Make Me Think: A Common Sense Approach to Web Usability,44,321344758,Steve Krug,Don't Make Me Think! A common sense approach to web usability,,en-US,4.24,7296,no
6488,"Shakespeare's Landlord (Lily Bard, #1)",34,425206866,Charlaine Harris,"Shakespeare's Landlord (Lily Bard, #1)",,eng,3.76,21091,no
6489,"Shadows (Lux, #0.5)",24,1620610086,Jennifer L. Armentrout,Shadows,,eng,4.16,26697,no
6490,"Pathfinder (Pathfinder, #1)",31,141699176X,Orson Scott Card,Pathfinder,,en-US,3.98,16979,no
6491,Shrill: Notes from a Loud Woman,18,316348406,Lindy West,"Shrill: Women Are Funny, It's Okay to Be Fat, and Feminists Don't Have to Be Nice",,eng,4.23,15258,no
6492,"Queen of the Darkness (The Black Jewels, #3)",24,451456734,Anne Bishop,Queen of the Darkness,,,4.37,19743,no
6493,"Axel (Corps Security, #1)",12,,Harper Sloan,Axel,,,4.13,9556,no
6494,"A Lot like Love (FBI/US Attorney, #2)",26,425240169,Julie James,A Lot Like Love,,eng,4.09,23883,no
6495,"Big Red (Big Red, #1)",16,553154346,"Jim Kjelgaard, Carl Pfeuffer",Big Red,,,4.11,15923,yes
6496,"The Angel of Darkness (Dr. Laszlo Kreizler, #2)",49,345427637,Caleb Carr,The Angel of Darkness,,en-US,3.94,16343,no
6497,"A Dance with Dragons: After the Feast (A Song of Ice and Fire #5, Part 2 of 2)",43,7466072,George R.R. Martin,A Dance With Dragons: Part 2 After The Feast,,eng,4.41,11486,no
6498,I Was So Mad,6,307119394,Mercer Mayer,I Was So Mad (Look-Look),,en-GB,4.21,15379,no
6499,"Silver Blaze (The Memoirs of Sherlock Holmes, #1)",55,9791680000,Arthur Conan Doyle,Sherlock Holmes : Silver Blaze,,eng,4.18,14024,no
6500,Sellevision,20,312422288,Augusten Burroughs,Sellevision,,,3.54,12934,no
6501,Crooked House,175,031298166X,Agatha Christie,Crooked House,,eng,3.98,15657,no
6502,"The Sword in the Stone (The Once and Future King, #1)",70,000675399X,T.H. White,The Sword in the Stone,,eng,3.92,17104,yes
6503,"The Year of Secret Assignments (Ashbury/Brookfield, #2)",27,439498821,Jaclyn Moriarty,Finding Cassie Crazy,,eng,3.9,16357,no
6504,"Prince Lestat (The Vampire Chronicles, #11)",38,307962520,Anne Rice,Prince Lestat,,eng,3.76,12463,no
6505,The Blue Castle ,143,553280511,L.M. Montgomery,The Blue Castle,,en-US,4.23,18190,no
6506,The Gift,73,7284977,Cecelia Ahern,The Gift,,en-GB,3.68,15310,no
6507,"Deeply Odd (Odd Thomas, #6)",35,553807730,Dean Koontz,,,eng,4.01,8881,no
6508,"Swamp Thing, Vol. 1: Saga of the Swamp Thing",22,930289226,"Alan Moore, Stephen R. Bissette, John Totleben, Rick Veitch, Ramsey Campbell","The Saga of the Swamp Thing, Vol 20 - 27",,eng,4.2,16374,no
6509,"3001: The Final Odyssey (Space Odyssey, #4)",65,345438205,Arthur C. Clarke,3001: The Final Odyssey,,,3.49,14392,no
6510,"Prayers for Rain (Kenzie & Gennaro, #5)",64,380730367,Dennis Lehane,Prayers for Rain ,,,4.08,14713,no
6511,"The Immortals Boxed Set (The Immortals, #1-3)",5,312534353,Alyson Noel,,,,4.28,13128,no
6512,"The Mirror Crack'd from Side to Side (Miss Marple, #9)",186,7120982,Agatha Christie,The Mirror Crack'd from Side to Side,,eng,3.89,20177,yes
6513,"Shades of Midnight (Midnight Breed, #7)",34,440245265,Lara Adrian,Shades of Midnight,,en-US,4.28,21786,no
6514,The Hat,16,750026049,Jan Brett,The Hat,,eng,4.25,17033,no
6515,"Pivot Point (Pivot Point, #1)",15,62117378,Kasie West,Pivot Point,,eng,4.08,20173,no
6516,"The Dogs of Riga (Kurt Wallander, #2)",114,1400031524,"Henning Mankell, Laurie Thompson",Hundarna i Riga,,eng,3.72,14794,no
6517,The Water Knife,34,385352875,Paolo Bacigalupi,The Water Knife,,eng,3.83,11438,no
6518,"Food Inc.: A Participant Guide: How Industrial Food is Making Us Sicker, Fatter, and Poorer-And What You Can Do About It",6,,Karl Weber,"Food Inc.: A Participant Guide: How Industrial Food is Making Us Sicker, Fatter, and Poorer-And What You Can Do About It",,eng,4.19,13467,no
6519,The Cove  (FBI Thriller #1),37,399150862,Catherine Coulter,The Cove,,en-US,3.86,17561,no
6520,"The Monkey's Raincoat (Elvis Cole, #1)",39,752816993,Robert Crais,The Monkey's Raincoat,,en-US,3.98,14940,no
6521,The Caine Mutiny,63,316955108,Herman Wouk,The Caine Mutiny,,en-US,4.23,15820,no
6522,Black Ice,34,1442474289,Becca Fitzpatrick,,,,3.88,17571,no
6523,"The Neon Rain (Dave Robicheaux, #1)",35,753820331,James Lee Burke,The neon rain,,eng,3.98,14693,no
6524,The Imitation of Christ,581,375700188,"Thomas à Kempis, William Benham", De Imitatione Christi,,,4.19,12563,no
6525,"Avoiding Responsibility (Avoiding, #2)",8,1481060953,K.A. Linde,,,en-US,4.07,22024,no
6526,Kitten's First Full Moon,13,60588284,Kevin Henkes,Kitten's First Full Moon,,eng,4.07,18458,no
6527,"Saga, Vol. 6 (Saga, #6)",17,163215711X,"Brian K. Vaughan, Fiona Staples","Saga, Volume Six",,eng,4.49,18433,no
6528,"A Good Yarn (Blossom Street, #2)",40,778322955,Debbie Macomber,A Good Yarn,,en-US,4.11,16467,no
6529,"Naked Heat (Nikki Heat, #2)",40,1401324029,Richard Castle,Naked Heat,,en-US,3.75,16146,no
6530,Titus Andronicus,376,671722921,William Shakespeare,,,en-US,3.71,16235,no
6531,"The Initiation / The Captive Part I (The Secret Circle, #1-2)",11,61670855,L.J. Smith,,,eng,3.96,19563,no
6532,"Night of the Living Dummy (Goosebumps, #7)",69,439568404,R.L. Stine,Night of the Living Dummy,,,3.8,16646,no
6533,"Shall We Tell the President? (Kane & Abel, #3)",61,449208060,Jeffrey Archer,Shall We Tell the President?,,eng,3.69,12792,no
6534,"Grave Secret (Harper Connelly, #4)",33,425230155,Charlaine Harris,"Grave Secret (Harper Connelly, #4)",,eng,3.94,22334,no
6535,Equus,25,140260706,Peter Shaffer,Equus : a play,,eng,3.94,15126,no
